Date,EUROSTOXX50
1997-03-26,2133.6
1997-03-27,2141.51
1997-03-28,2142.45
1997-03-31,2137.277643
1997-04-01,2063.22
1997-04-02,2056.63
1997-04-03,2026.91
1997-04-04,2031.61
1997-04-07,2072.15
1997-04-08,2077.81
1997-04-09,2100.7
1997-04-10,2091.17
1997-04-11,2080.82
1997-04-14,2059.07
1997-04-15,2100.96
1997-04-16,2108.24
1997-04-17,2120.31
1997-04-18,2104.84
1997-04-21,2108.25
1997-04-22,2108.48
1997-04-23,2134.76
1997-04-24,2135.01
1997-04-25,2123.99
1997-04-28,2111.6
1997-04-29,2142.84
1997-04-30,2164.679675
1997-05-01,2175.5
1997-05-02,2175.52
1997-05-05,2204.66
1997-05-06,2213.29
1997-05-07,2205.71
1997-05-08,2206.78
1997-05-09,2218.99
1997-05-12,2243.84
1997-05-13,2252.52
1997-05-14,2264.28
1997-05-15,2260.64
1997-05-16,2267.46
1997-05-19,2266.3
1997-05-20,2228.67
1997-05-21,2281.58
1997-05-22,2267.18
1997-05-23,2274.95
1997-05-26,2280.76
1997-05-27,2288.31
1997-05-28,2262.02
1997-05-29,2256.07
1997-05-30,2220.85661
1997-06-02,2250.77
1997-06-03,2262.72
1997-06-04,2275.62
1997-06-05,2288.6
1997-06-06,2310.55
1997-06-09,2314.58
1997-06-10,2305.01
1997-06-11,2316.53
1997-06-12,2346.73
1997-06-13,2369.86
1997-06-16,2373.32
1997-06-17,2355.68
1997-06-18,2359.91
1997-06-19,2370.0
1997-06-20,2386.13
1997-06-23,2384.72
1997-06-24,2389.28
1997-06-25,2426.34
1997-06-26,2438.38
1997-06-27,2431.73
1997-06-30,2398.407084
1997-07-01,2445.8
1997-07-02,2452.79
1997-07-03,2491.58
1997-07-04,2509.09
1997-07-07,2531.84
1997-07-08,2520.46
1997-07-09,2544.62
1997-07-10,2512.98
1997-07-11,2542.17
1997-07-14,2554.05
1997-07-15,2546.57
1997-07-16,2598.19
1997-07-17,2601.8
1997-07-18,2558.56
1997-07-21,2516.79
1997-07-22,2578.77
1997-07-23,2645.05
1997-07-24,2619.17
1997-07-25,2640.14
1997-07-28,2660.13
1997-07-29,2638.05
1997-07-30,2674.56
1997-07-31,2674.833001
1997-08-01,2656.32
1997-08-04,2614.82
1997-08-05,2618.3
1997-08-06,2667.77
1997-08-07,2699.78
1997-08-08,2654.07
1997-08-11,2625.86
1997-08-12,2645.81
1997-08-13,2578.11
1997-08-14,2558.3
1997-08-15,2503.46
1997-08-18,2508.04
1997-08-19,2549.74
1997-08-20,2589.14
1997-08-21,2581.93
1997-08-22,2515.62
1997-08-25,2513.53
1997-08-26,2466.54
1997-08-27,2467.04
1997-08-28,2438.6
1997-08-29,2407.57608
1997-09-01,2439.92
1997-09-02,2514.53
1997-09-03,2537.65
1997-09-04,2521.34
1997-09-05,2533.35
1997-09-08,2528.14
1997-09-09,2512.4
1997-09-10,2478.75
1997-09-11,2434.49
1997-09-12,2409.42
1997-09-15,2430.24
1997-09-16,2473.76
1997-09-17,2500.16
1997-09-18,2506.79
1997-09-19,2511.17
1997-09-22,2558.1
1997-09-23,2546.6
1997-09-24,2561.21
1997-09-25,2556.23
1997-09-26,2555.21
1997-09-29,2551.87
1997-09-30,2581.359056
1997-10-01,2608.01
1997-10-02,2609.64
1997-10-03,2641.68
1997-10-06,2635.67
1997-10-07,2628.43
1997-10-08,2625.44
1997-10-09,2550.22
1997-10-10,2534.48
1997-10-13,2582.03
1997-10-14,2584.02
1997-10-15,2567.53
1997-10-16,2544.6
1997-10-17,2508.15
1997-10-20,2502.42
1997-10-21,2546.57
1997-10-22,2537.55
1997-10-23,2444.06
1997-10-24,2450.3
1997-10-27,2371.39
1997-10-28,2241.21
1997-10-29,2370.94
1997-10-30,2330.44
1997-10-31,2331.247816
1997-11-03,2392.17
1997-11-04,2368.23
1997-11-05,2386.78
1997-11-06,2362.16
1997-11-07,2300.25
1997-11-10,2319.53
1997-11-11,2309.75
1997-11-12,2281.01
1997-11-13,2303.29
1997-11-14,2313.77
1997-11-17,2369.83
1997-11-18,2382.46
1997-11-19,2369.87
1997-11-20,2418.67
1997-11-21,2448.63
1997-11-24,2385.77
1997-11-25,2386.28
1997-11-26,2412.67
1997-11-27,2423.99
1997-11-28,2423.735196
1997-12-01,2482.43
1997-12-02,2489.56
1997-12-03,2475.79
1997-12-04,2498.54
1997-12-05,2503.93
1997-12-08,2525.86
1997-12-09,2521.96
1997-12-10,2481.39
1997-12-11,2420.75
1997-12-12,2432.06
1997-12-15,2439.14
1997-12-16,2488.89
1997-12-17,2502.96
1997-12-18,2485.06
1997-12-19,2420.83
1997-12-22,2429.42
1997-12-23,2435.84
1997-12-24,2440.93
1997-12-25,2438.12
1997-12-26,2439.15
1997-12-29,2498.93
1997-12-30,2528.77
1997-12-31,2531.988855
1998-01-02,2575.0
1998-01-05,2616.8
1998-01-06,2591.05
1998-01-07,2588.56
1998-01-08,2562.42
1998-01-09,2527.59
1998-01-12,2466.81
1998-01-13,2508.36
1998-01-14,2524.47
1998-01-15,2524.59
1998-01-16,2553.34
1998-01-19,2576.53
1998-01-20,2593.95
1998-01-21,2585.15
1998-01-22,2565.88
1998-01-23,2545.09
1998-01-26,2570.85
1998-01-27,2603.16
1998-01-28,2643.21
1998-01-29,2664.66
1998-01-30,2676.025636
1998-02-02,2694.29
1998-02-03,2698.07
1998-02-04,2682.6
1998-02-05,2708.33
1998-02-06,2719.19
1998-02-09,2724.07
1998-02-10,2721.88
1998-02-11,2746.36
1998-02-12,2713.24
1998-02-13,2717.35
1998-02-16,2744.34
1998-02-17,2795.88
1998-02-18,2796.52
1998-02-19,2779.69
1998-02-20,2785.22
1998-02-23,2798.66
1998-02-24,2801.52
1998-02-25,2861.65
1998-02-26,2875.61
1998-02-27,2878.039791
1998-03-02,2929.02247
1998-03-03,2908.59
1998-03-04,2878.59
1998-03-05,2863.18
1998-03-06,2930.86
1998-03-09,2962.52
1998-03-10,2959.09
1998-03-11,2974.45
1998-03-12,2967.95
1998-03-13,2999.97
1998-03-16,3029.49
1998-03-17,3053.96
1998-03-18,3035.43
1998-03-19,3048.63
1998-03-20,3086.08
1998-03-23,3111.1
1998-03-24,3143.37
1998-03-25,3179.72
1998-03-26,3135.27
1998-03-27,3150.9
1998-03-30,3137.03
1998-03-31,3153.320231
1998-04-01,3196.05
1998-04-02,3230.54
1998-04-03,3268.7
1998-04-06,3345.86
1998-04-07,3286.69
1998-04-08,3253.58
1998-04-09,3264.15
1998-04-14,3283.05
1998-04-15,3289.71
1998-04-16,3251.87
1998-04-17,3267.75
1998-04-20,3298.98
1998-04-21,3294.93
1998-04-22,3272.2
1998-04-23,3226.14
1998-04-24,3174.18
1998-04-27,3061.04
1998-04-28,3153.55
1998-04-29,3118.37
1998-04-30,3195.428048
1998-05-04,3309.96
1998-05-05,3261.38
1998-05-06,3262.55
1998-05-07,3216.03
1998-05-08,3255.78
1998-05-11,3327.92
1998-05-12,3290.86
1998-05-13,3304.42
1998-05-14,3305.41
1998-05-15,3304.69
1998-05-18,3253.33
1998-05-19,3313.72
1998-05-20,3352.25
1998-05-22,3371.39
1998-05-25,3422.42
1998-05-26,3424.55
1998-05-27,3340.51
1998-05-28,3338.8
1998-05-29,3357.77
1998-06-02,3368.29
1998-06-03,3399.22
1998-06-04,3375.03
1998-06-05,3421.55
1998-06-08,3443.76
1998-06-09,3415.77
1998-06-10,3424.65
1998-06-11,3393.76
1998-06-12,3303.01
1998-06-15,3253.91
1998-06-16,3269.06
1998-06-17,3330.55
1998-06-18,3291.14
1998-06-19,3258.16
1998-06-22,3252.12
1998-06-23,3309.48
1998-06-24,3330.29
1998-06-25,3391.88
1998-06-26,3395.41
1998-06-29,3431.06
1998-06-30,3406.82446394
1998-07-01,3464.96
1998-07-02,3471.65
1998-07-03,3506.45
1998-07-06,3518.79
1998-07-07,3530.93
1998-07-08,3553.07
1998-07-09,3542.2
1998-07-10,3532.65
1998-07-13,3551.74
1998-07-14,3576.68
1998-07-15,3602.83
1998-07-16,3613.4
1998-07-17,3658.48
1998-07-20,3670.82
1998-07-21,3649.96
1998-07-22,3582.12
1998-07-23,3582.16
1998-07-24,3570.67
1998-07-27,3512.62
1998-07-28,3499.87
1998-07-29,3494.53
1998-07-30,3529.5
1998-07-31,3480.6308259311
1998-08-03,3422.75
1998-08-04,3412.66
1998-08-05,3344.15
1998-08-06,3290.5
1998-08-07,3348.61
1998-08-10,3282.7
1998-08-11,3187.44
1998-08-12,3248.14
1998-08-13,3240.83
1998-08-14,3284.47
1998-08-17,3277.21
1998-08-18,3389.88
1998-08-19,3400.07
1998-08-20,3349.23
1998-08-21,3209.05
1998-08-24,3202.96
1998-08-25,3282.91
1998-08-26,3186.77
1998-08-27,3063.83
1998-08-28,3009.74
1998-08-31,2978.121271456
1998-09-01,2950.01
1998-09-02,3035.73
1998-09-03,2971.38
1998-09-04,3003.66
1998-09-07,3038.09
1998-09-08,3105.31
1998-09-09,3051.49
1998-09-10,2903.71
1998-09-11,2890.98
1998-09-14,2968.55
1998-09-15,2947.01
1998-09-16,2971.83
1998-09-17,2826.22
1998-09-18,2781.69
1998-09-21,2658.27
1998-09-22,2726.32
1998-09-23,2820.29
1998-09-24,2789.07
1998-09-25,2743.04
1998-09-28,2785.63
1998-09-29,2760.26
1998-09-30,2670.9653570975
1998-10-01,2533.07
1998-10-02,2488.59
1998-10-05,2445.89
1998-10-06,2586.69
1998-10-07,2541.08
1998-10-08,2419.23
1998-10-09,2469.87
1998-10-12,2628.44
1998-10-13,2674.13
1998-10-14,2742.95
1998-10-15,2741.34
1998-10-16,2780.89
1998-10-19,2779.79
1998-10-20,2863.89
1998-10-21,2818.18
1998-10-22,2797.33
1998-10-23,2806.22
1998-10-26,2829.55
1998-10-27,2910.1
1998-10-28,2845.3
1998-10-29,2832.82
1998-10-30,2887.112793073
1998-11-02,2952.04
1998-11-03,2952.23
1998-11-04,3030.34
1998-11-05,2975.7
1998-11-06,2972.25
1998-11-09,2957.79
1998-11-10,2918.94
1998-11-11,2935.14
1998-11-12,2929.19
1998-11-13,2924.97
1998-11-16,3000.97
1998-11-17,2982.07
1998-11-18,2974.98
1998-11-19,3049.68
1998-11-20,3133.49
1998-11-23,3194.17
1998-11-24,3163.88
1998-11-25,3167.24
1998-11-26,3230.34
1998-11-27,3261.19
1998-11-30,3179.0897244053
1998-12-01,3056.11
1998-12-02,3017.89
1998-12-03,3064.55
1998-12-04,3079.64
1998-12-07,3095.55
1998-12-08,3102.99
1998-12-09,3111.96
1998-12-10,3106.59
1998-12-11,3048.92
1998-12-14,3045.14
1998-12-15,3069.72
1998-12-16,3114.53
1998-12-17,3148.97
1998-12-18,3123.38
1998-12-21,3225.6
1998-12-22,3248.07
1998-12-23,3301.32
1998-12-28,3331.51
1998-12-29,3354.71
1998-12-30,3342.3208584474
1998-12-31,3342.32
1999-01-04,3543.1
1999-01-05,3604.67
1999-01-06,3685.36
1999-01-07,3627.87
1999-01-08,3616.57
1999-01-11,3546.4
1999-01-12,3502.38
1999-01-13,3336.45
1999-01-14,3365.43
1999-01-15,3426.06
1999-01-18,3515.43
1999-01-19,3515.69
1999-01-20,3601.36
1999-01-21,3561.56
1999-01-22,3426.11
1999-01-25,3428.8
1999-01-26,3433.87
1999-01-27,3453.7
1999-01-28,3511.31
1999-01-29,3547.1507851856
1999-02-01,3597.04
1999-02-02,3541.43
1999-02-03,3488.13
1999-02-04,3487.08
1999-02-05,3489.98
1999-02-08,3462.29
1999-02-09,3342.58
1999-02-10,3325.56
1999-02-11,3375.42
1999-02-12,3405.68
1999-02-15,3414.97
1999-02-16,3402.21
1999-02-17,3343.04
1999-02-18,3380.58
1999-02-19,3415.52
1999-02-22,3470.89
1999-02-23,3537.81
1999-02-24,3556.69
1999-02-25,3496.27
1999-02-26,3484.2431202692
1999-03-01,3441.74
1999-03-02,3451.18
1999-03-03,3393.95
1999-03-04,3434.49
1999-03-05,3536.64
1999-03-08,3495.43
1999-03-09,3493.54
1999-03-10,3485.05
1999-03-11,3521.63
1999-03-12,3574.73
1999-03-15,3582.78
1999-03-16,3606.67
1999-03-17,3589.16
1999-03-18,3579.21
1999-03-19,3633.05
1999-03-22,3607.82
1999-03-23,3520.64
1999-03-24,3472.44
1999-03-25,3528.43
1999-03-26,3488.15
1999-03-29,3536.62
1999-03-30,3523.24
1999-03-31,3559.8633072421
1999-04-01,3573.6
1999-04-06,3644.76
1999-04-07,3659.41
1999-04-08,3669.21
1999-04-09,3689.61
1999-04-12,3690.16
1999-04-13,3725.4
1999-04-14,3699.33
1999-04-15,3652.06
1999-04-16,3655.15
1999-04-19,3705.63
1999-04-20,3613.96
1999-04-21,3643.26
1999-04-22,3676.61
1999-04-23,3662.31
1999-04-26,3678.37
1999-04-27,3756.2
1999-04-28,3743.49
1999-04-29,3735.91
1999-04-30,3757.8721486023
1999-05-03,3776.39
1999-05-04,3775.33
1999-05-05,3716.13
1999-05-06,3700.37
1999-05-07,3683.34
1999-05-10,3693.41
1999-05-11,3702.38
1999-05-12,3679.45
1999-05-13,3693.62
1999-05-14,3643.82
1999-05-17,3574.13
1999-05-18,3608.77
1999-05-19,3653.0
1999-05-20,3684.21
1999-05-21,3691.31
1999-05-25,3634.4
1999-05-26,3643.9
1999-05-27,3587.16
1999-05-28,3602.45
1999-05-31,3629.4553272427
1999-06-01,3610.59
1999-06-02,3615.54
1999-06-03,3650.98
1999-06-04,3671.42
1999-06-07,3717.94
1999-06-08,3721.67
1999-06-09,3739.07
1999-06-10,3706.76
1999-06-11,3749.67
1999-06-14,3735.77
1999-06-15,3742.88
1999-06-16,3780.6
1999-06-17,3806.55
1999-06-18,3822.89
1999-06-21,3867.89
1999-06-22,3857.06
1999-06-23,3828.79
1999-06-24,3779.39
1999-06-25,3739.81
1999-06-28,3766.49
1999-06-29,3787.49
1999-06-30,3788.658359325
1999-07-01,3865.54
1999-07-02,3888.11
1999-07-05,3971.84
1999-07-06,3968.99
1999-07-07,3950.49
1999-07-08,3951.0
1999-07-09,3962.42
1999-07-12,3962.35
1999-07-13,3905.52
1999-07-14,3922.49
1999-07-15,3960.67
1999-07-16,3952.2
1999-07-19,3946.4
1999-07-20,3856.65
1999-07-21,3798.69
1999-07-22,3762.34
1999-07-23,3723.55
1999-07-26,3676.91
1999-07-27,3687.58
1999-07-28,3684.64
1999-07-29,3580.19
1999-07-30,3638.617232583
1999-08-02,3633.44
1999-08-03,3614.05
1999-08-04,3590.69
1999-08-05,3512.71
1999-08-06,3525.47
1999-08-09,3585.58
1999-08-10,3535.1
1999-08-11,3551.39
1999-08-12,3640.44
1999-08-13,3710.57
1999-08-16,3724.68
1999-08-17,3747.89
1999-08-18,3738.83
1999-08-19,3679.48
1999-08-20,3715.39
1999-08-23,3752.59
1999-08-24,3781.3
1999-08-25,3856.72
1999-08-26,3852.53
1999-08-27,3853.48
1999-08-30,3837.7027323926
1999-08-31,3769.14
1999-09-01,3795.62
1999-09-02,3718.37
1999-09-03,3809.11
1999-09-06,3842.59
1999-09-07,3834.34
1999-09-08,3827.07
1999-09-09,3858.15
1999-09-10,3887.09
1999-09-13,3858.01
1999-09-14,3825.86
1999-09-15,3816.53
1999-09-16,3775.24
1999-09-17,3748.75
1999-09-20,3782.02
1999-09-21,3731.96
1999-09-22,3713.41
1999-09-23,3750.49
1999-09-24,3688.79
1999-09-27,3727.93
1999-09-28,3673.4
1999-09-29,3666.99
1999-09-30,3669.7080504062
1999-10-01,3642.34
1999-10-04,3695.09
1999-10-05,3731.23
1999-10-06,3752.79
1999-10-07,3785.24
1999-10-08,3784.32
1999-10-11,3789.89
1999-10-12,3756.44
1999-10-13,3724.4
1999-10-14,3695.77
1999-10-15,3638.82
1999-10-18,3607.72
1999-10-19,3691.34
1999-10-20,3699.15
1999-10-21,3691.66
1999-10-22,3778.61
1999-10-25,3757.7
1999-10-26,3796.72
1999-10-27,3786.07
1999-10-28,3866.75
1999-10-29,3922.9092722484
1999-11-01,3913.89
1999-11-02,3923.14
1999-11-03,3955.95
1999-11-04,3994.54
1999-11-05,4014.08
1999-11-08,4024.55
1999-11-09,4039.47
1999-11-10,4076.96
1999-11-11,4140.58
1999-11-12,4133.93
1999-11-15,4199.86
1999-11-16,4220.85
1999-11-17,4221.36
1999-11-18,4288.14
1999-11-19,4292.4
1999-11-22,4212.8
1999-11-23,4225.9
1999-11-24,4238.34
1999-11-25,4343.22
1999-11-26,4380.77
1999-11-29,4364.32
1999-11-30,4314.3751214237
1999-12-01,4340.7
1999-12-02,4336.42
1999-12-03,4449.47
1999-12-06,4458.76
1999-12-07,4509.37
1999-12-08,4491.35
1999-12-09,4498.75
1999-12-10,4458.04
1999-12-13,4474.2
1999-12-14,4510.99
1999-12-15,4482.19
1999-12-16,4517.68
1999-12-17,4538.23
1999-12-20,4583.02
1999-12-21,4566.87
1999-12-22,4632.56
1999-12-23,4752.96
1999-12-24,4781.16
1999-12-27,4785.17
1999-12-28,4788.7
1999-12-29,4807.01
1999-12-30,4904.464003067
2000-01-03,4849.2154769917
2000-01-04,4657.8280343277
2000-01-05,4541.7504569184
2000-01-06,4500.6868882609
2000-01-07,4648.2684802394
2000-01-10,4714.0336682836
2000-01-11,4671.5022019501
2000-01-12,4649.2998306435
2000-01-13,4688.3454969315
2000-01-14,4829.363695009
2000-01-17,4884.4979303839
2000-01-18,4760.9959575735
2000-01-19,4768.3723421441
2000-01-20,4778.7148162722
2000-01-21,4719.2932764258
2000-01-24,4718.7572445643
2000-01-25,4653.6136377827
2000-01-26,4721.0273640162
2000-01-27,4786.8217101249
2000-01-28,4781.9417943688
2000-01-31,4684.4848645482
2000-02-01,4792.0442905257
2000-02-02,4902.1217514058
2000-02-03,5046.1209098767
2000-02-04,5119.7872673346
2000-02-07,5041.0786260469
2000-02-08,5176.1685222621
2000-02-09,5191.794832022
2000-02-10,5174.3470212109
2000-02-11,5195.6735042871
2000-02-14,5166.0772433003
2000-02-15,5043.330440031
2000-02-16,5063.7334695877
2000-02-17,5114.4726528884
2000-02-18,5079.5910459577
2000-02-21,5033.3288864463
2000-02-22,5024.0450513572
2000-02-23,5085.9986073868
2000-02-24,5117.4121143831
2000-02-25,5208.8728054739
2000-02-28,5126.3299002271
2000-02-29,5182.6241079097
2000-03-01,5235.1447851154
2000-03-02,5406.3691400814
2000-03-03,5450.2161469739
2000-03-06,5464.4322258069
2000-03-07,5426.358624932
2000-03-08,5364.5176173144
2000-03-09,5352.8765414124
2000-03-10,5416.8084886059
2000-03-13,5254.4096209499
2000-03-14,5258.3242582265
2000-03-15,5083.1486582706
2000-03-16,5175.2298894496
2000-03-17,5231.3463355641
2000-03-20,5286.7066570357
2000-03-21,5266.2295342618
2000-03-22,5268.3502238361
2000-03-23,5259.1478690256
2000-03-24,5379.7493455123
2000-03-27,5369.1094830336
2000-03-28,5426.5742964617
2000-03-29,5416.3186761492
2000-03-30,5251.9710495947
2000-03-31,5249.5473361796
2000-04-03,5118.3696739053
2000-04-04,5176.7080828515
2000-04-05,5044.1744125659
2000-04-06,5179.9612337312
2000-04-07,5259.5241750574
2000-04-10,5282.2563776468
2000-04-11,5174.3787417362
2000-04-12,5179.2763313933
2000-04-13,5181.3307969848
2000-04-14,5034.2501281028
2000-04-17,4979.6590344397
2000-04-18,5061.9014304332
2000-04-19,5078.6904206766
2000-04-20,5117.7843153885
2000-04-25,5158.1299615251
2000-04-26,5245.1117449275
2000-04-27,5171.957330309
2000-04-28,5303.9542784321
2000-05-02,5434.8119730172
2000-05-03,5316.9433762751
2000-05-04,5306.3152253949
2000-05-05,5351.711022437
2000-05-08,5285.0902370078
2000-05-09,5182.728373566
2000-05-10,5065.8525570975
2000-05-11,5171.7717435676
2000-05-12,5238.4246210096
2000-05-15,5182.6769548895
2000-05-16,5335.0192078528
2000-05-17,5230.7424061276
2000-05-18,5247.1347245465
2000-05-19,5063.4647292967
2000-05-22,4945.1709586056
2000-05-23,4984.7047434614
2000-05-24,4903.918454641
2000-05-25,5018.7919881541
2000-05-26,5007.9678299938
2000-05-29,5084.690974787
2000-05-30,5156.0657319477
2000-05-31,5200.885236726
2000-06-01,5275.1970618634
2000-06-02,5428.2666380619
2000-06-05,5379.6013694432
2000-06-06,5325.8728425242
2000-06-07,5272.3711604702
2000-06-08,5286.7412158033
2000-06-09,5292.9721025257
2000-06-12,5294.6477514646
2000-06-13,5305.338180651
2000-06-14,5379.5720609715
2000-06-15,5338.4915602792
2000-06-16,5281.5746786147
2000-06-19,5271.8207014073
2000-06-20,5312.1272264281
2000-06-21,5253.2957051305
2000-06-22,5231.9253442095
2000-06-23,5240.5821807837
2000-06-26,5235.393540555
2000-06-27,5209.5295278305
2000-06-28,5229.1653116434
2000-06-29,5061.6250950463
2000-06-30,5145.3547489323
2000-07-03,5187.0078091867
2000-07-04,5185.8689059815
2000-07-05,5166.2463550384
2000-07-06,5152.378770616
2000-07-07,5251.6477732756
2000-07-10,5263.9697882625
2000-07-11,5231.3294286299
2000-07-12,5249.1477726622
2000-07-13,5299.5436493384
2000-07-14,5320.0575768229
2000-07-17,5357.1882612266
2000-07-18,5314.946904869
2000-07-19,5294.757749704
2000-07-20,5316.5147656261
2000-07-21,5238.0228343055
2000-07-24,5237.9468391367
2000-07-25,5212.8268678978
2000-07-26,5222.8283330582
2000-07-27,5097.40705683
2000-07-28,5061.8250827888
2000-07-31,5122.7960436873
2000-08-01,5104.2254857335
2000-08-02,5091.8587045802
2000-08-03,4995.8200376456
2000-08-04,5049.448781562
2000-08-07,5088.4064045573
2000-08-08,5105.5193752609
2000-08-09,5158.1181566594
2000-08-10,5182.056416457
2000-08-11,5179.6824425839
2000-08-14,5218.5878993092
2000-08-15,5203.1364049764
2000-08-16,5223.7040645484
2000-08-17,5192.0554783926
2000-08-18,5180.7028922696
2000-08-21,5165.4359344155
2000-08-22,5161.415088942
2000-08-23,5160.1420010205
2000-08-24,5123.9851106944
2000-08-25,5175.6495954253
2000-08-28,5204.1806891721
2000-08-29,5188.9345471736
2000-08-30,5166.9094452247
2000-08-31,5175.1249960884
2000-09-01,5298.639249403
2000-09-04,5392.6324019398
2000-09-05,5326.6912482986
2000-09-06,5299.2437378171
2000-09-07,5329.0571329567
2000-09-08,5229.0378780006
2000-09-11,5233.8667638568
2000-09-12,5222.3747525694
2000-09-13,5153.2012005177
2000-09-14,5204.6193645999
2000-09-15,5199.1380236119
2000-09-18,5129.4304376316
2000-09-19,5117.1459444272
2000-09-20,5051.3968323505
2000-09-21,4941.0579249532
2000-09-22,4945.3748202943
2000-09-25,4984.2854996756
2000-09-26,4934.8855478939
2000-09-27,4949.8664036158
2000-09-28,4934.0789091182
2000-09-29,4915.1750134814
2000-10-02,4961.8776632962
2000-10-03,5003.456665511
2000-10-04,4959.4072039427
2000-10-05,4997.2464823563
2000-10-06,4958.3668920325
2000-10-09,4844.4391278809
2000-10-10,4867.3331744295
2000-10-11,4743.4713087586
2000-10-12,4747.8657409614
2000-10-13,4782.7354260263
2000-10-16,4793.1402824241
2000-10-17,4760.9161448908
2000-10-18,4658.8519259145
2000-10-19,4836.8594140237
2000-10-20,4889.5061696029
2000-10-23,4906.6741847545
2000-10-24,5031.0260905754
2000-10-25,4977.0739767199
2000-10-26,4926.3596326209
2000-10-27,4965.9228829451
2000-10-30,4981.3760922388
2000-10-31,5057.4644598117
2000-11-01,5085.4728074056
2000-11-02,5092.6292916983
2000-11-03,5101.4011430322
2000-11-06,5091.252243612
2000-11-07,5076.8012018693
2000-11-08,5055.0470481379
2000-11-09,5017.6923734269
2000-11-10,4934.4685857993
2000-11-13,4847.457500215
2000-11-14,5011.1182259026
2000-11-15,5053.4761199361
2000-11-16,5010.6481703478
2000-11-17,4961.5419341178
2000-11-20,4849.3253455169
2000-11-21,4893.9526545429
2000-11-22,4783.35
2000-11-23,4837.4817875632
2000-11-24,4940.2188697507
2000-11-27,4945.3383411249
2000-11-28,4893.4577005804
2000-11-29,4907.6077333012
2000-11-30,4790.08
2000-12-01,4839.2699350804
2000-12-04,4734.7184066249
2000-12-05,4911.9276308364
2000-12-06,4869.4836823177
2000-12-07,4900.5969588259
2000-12-08,4889.7242987734
2000-12-11,4970.6616659967
2000-12-12,4947.7185965599
2000-12-13,4890.1628648833
2000-12-14,4810.94007804
2000-12-15,4718.0030709496
2000-12-18,4744.2583192542
2000-12-19,4814.6419184926
2000-12-20,4641.1502976874
2000-12-21,4614.2433103123
2000-12-22,4655.870500625
2000-12-27,4721.4851126519
2000-12-28,4770.9006292208
2000-12-29,4772.3859209152
2001-01-02,4701.6768401268
2001-01-03,4660.4826003869
2001-01-04,4752.7051510159
2001-01-05,4734.4772797068
2001-01-08,4711.3133962324
2001-01-09,4641.7875302559
2001-01-10,4598.8175144708
2001-01-11,4686.8778266892
2001-01-12,4737.949698696
2001-01-15,4763.5303760048
2001-01-16,4693.8229564881
2001-01-17,4787.454568616
2001-01-18,4754.9743636333
2001-01-19,4720.0330655263
2001-01-22,4743.3899493465
2001-01-23,4743.9257211631
2001-01-24,4773.2614077712
2001-01-25,4779.3468244404
2001-01-26,4760.1964517415
2001-01-29,4757.0938992117
2001-01-30,4726.6508654978
2001-01-31,4779.8970519177
2001-02-01,4709.1880003693
2001-02-02,4665.1932366044
2001-02-05,4668.5743571619
2001-02-06,4706.8305035563
2001-02-07,4634.4240753946
2001-02-08,4653.1703073497
2001-02-09,4583.7558867731
2001-02-12,4628.1729031689
2001-02-13,4629.6688382842
2001-02-14,4556.4903435673
2001-02-15,4607.6355869556
2001-02-16,4519.9470749437
2001-02-19,4516.3114674077
2001-02-20,4481.0382183759
2001-02-21,4412.7593506796
2001-02-22,4345.0990293711
2001-02-23,4236.8201878249
2001-02-26,4310.1405714612
2001-02-27,4333.3230604366
2001-02-28,4318.8755776563
2001-03-01,4282.9038996114
2001-03-02,4300.3533324221
2001-03-05,4347.3995775609
2001-03-06,4412.1085588464
2001-03-07,4413.6223394383
2001-03-08,4370.5566845115
2001-03-09,4334.2321388104
2001-03-12,4218.1390772403
2001-03-13,4184.1508059054
2001-03-14,4123.9728343172
2001-03-15,4200.0762056936
2001-03-16,4106.7897266703
2001-03-19,4085.5305031496
2001-03-20,4158.4238654018
2001-03-21,4067.2561778887
2001-03-22,3891.4866916055
2001-03-23,4002.5578297037
2001-03-26,4143.8507744011
2001-03-27,4229.8061379264
2001-03-28,4157.5521684976
2001-03-29,4165.7531948481
2001-03-30,4184.99540969
2001-04-02,4190.7984528022
2001-04-03,4039.1581549292
2001-04-04,4062.1194497739
2001-04-05,4158.1908030384
2001-04-06,4145.8484706689
2001-04-09,4204.1266025878
2001-04-10,4305.9552814896
2001-04-11,4329.2281600566
2001-04-12,4338.1176535042
2001-04-17,4293.5063885872
2001-04-18,4441.5763473853
2001-04-19,4420.547192562
2001-04-20,4383.5853844665
2001-04-23,4331.5413294354
2001-04-24,4372.4124051024
2001-04-25,4363.1136879302
2001-04-26,4405.3911001175
2001-04-27,4473.9545459052
2001-04-30,4525.0098611965
2001-05-01,4526.9659022794
2001-05-02,4492.3269663528
2001-05-03,4401.5695977532
2001-05-04,4416.7891017658
2001-05-07,4440.6483821101
2001-05-08,4441.8612608542
2001-05-09,4415.985730951
2001-05-10,4519.0367374764
2001-05-11,4479.9014834266
2001-05-14,4426.7837217115
2001-05-15,4453.9523507577
2001-05-16,4449.6069437038
2001-05-17,4504.2602631756
2001-05-18,4546.4082095808
2001-05-21,4558.7614937067
2001-05-22,4582.0744143507
2001-05-23,4535.9675416278
2001-05-24,4561.3797935863
2001-05-25,4498.1096533257
2001-05-28,4512.5959810173
2001-05-29,4477.9494936187
2001-05-30,4413.3683893019
2001-05-31,4426.2382883841
2001-06-01,4414.8386475914
