Date,SR30Y
2014-06-17,3.437141
2014-06-18,3.450928
2014-06-19,3.409724
2014-06-20,3.452033
2014-06-23,3.417051
2014-06-24,3.418921
2014-06-25,3.373595
2014-06-26,3.344125
2014-06-27,3.280114
2014-06-30,3.310129
2014-07-01,3.311013
2014-07-02,3.339181
2014-07-03,3.372696
2014-07-04,3.33086
2014-07-07,3.343268
2014-07-08,3.319426
2014-07-09,3.325227
2014-07-10,3.309261
2014-07-11,3.311461
2014-07-14,3.277605
2014-07-15,3.242677
2014-07-16,3.215389
2014-07-17,3.184576
2014-07-18,3.171353
2014-07-21,3.157222
2014-07-22,3.162732
2014-07-23,3.140408
2014-07-24,3.169201
2014-07-25,3.139209
2014-07-28,3.116852
2014-07-29,3.085328
2014-07-30,3.083306
2014-07-31,3.13981
2014-08-01,3.123012
2014-08-04,3.08379
2014-08-05,3.131456
2014-08-06,3.078242
2014-08-07,3.057012
2014-08-08,3.029669
2014-08-11,3.035723
2014-08-12,3.044624
2014-08-13,3.05593
2014-08-14,2.979826
2014-08-15,2.948032
2014-08-18,2.970718
2014-08-19,2.946781
2014-08-20,2.902664
2014-08-21,2.888866
2014-08-22,2.874452
2014-08-25,2.821342
2014-08-26,2.798083
2014-08-27,2.739633
2014-08-28,2.731669
2014-08-29,2.756935
2014-09-01,2.795327
2014-09-02,2.856409
2014-09-03,2.895765
2014-09-04,2.919945
2014-09-05,2.900737
2014-09-08,2.891553
2014-09-09,3.058528
2014-09-10,3.093435
2014-09-11,3.073363
2014-09-12,3.087487
2014-09-15,3.055735
2014-09-16,3.0853
2014-09-17,3.04574
2014-09-18,3.057378
2014-09-19,3.02454
2014-09-22,2.992963
2014-09-23,2.994633
2014-09-24,2.982386
2014-09-25,2.970449
2014-09-26,2.947777
2014-09-29,2.9342
2014-09-30,2.919714
2014-10-01,2.874492
2014-10-02,2.902441
2014-10-03,2.893412
2014-10-06,2.883607
2014-10-07,2.892908
2014-10-08,2.879253
2014-10-09,2.862471
2014-10-10,2.858555
2014-10-13,2.887403
2014-10-14,2.860885
2014-10-15,2.794795
2014-10-16,2.830894
2014-10-17,2.926217
2014-10-20,2.936508
2014-10-21,2.936867
2014-10-22,2.935951
2014-10-23,2.958309
2014-10-24,2.941308
2014-10-27,2.92701
2014-10-28,2.925672
2014-10-29,2.918582
2014-10-30,2.890265
2014-10-31,2.833005
2014-11-03,2.852325
2014-11-04,2.825437
2014-11-05,2.853286
2014-11-06,2.871074
2014-11-07,2.878121
2014-11-10,2.885592
2014-11-11,2.873824
2014-11-12,2.845303
2014-11-13,2.846838
2014-11-14,2.848297
2014-11-17,2.849529
2014-11-18,2.853696
2014-11-19,2.887497
2014-11-20,2.863074
2014-11-21,2.828004
2014-11-24,2.820066
2014-11-25,2.800829
2014-11-26,2.765649
2014-11-27,2.692869
2014-11-28,2.661657
2014-12-01,2.631464
2014-12-02,2.66155
2014-12-03,2.659308
2014-12-04,2.660127
2014-12-05,2.638607
2014-12-08,2.600739
2014-12-09,2.567307
2014-12-10,2.579104
2014-12-11,2.540742
2014-12-12,2.519604
2014-12-15,2.502081
2014-12-16,2.447191
2014-12-17,2.44071
2014-12-18,2.469592
2014-12-19,2.478571
2014-12-22,2.465795
2014-12-23,2.453749
2014-12-24,2.452985
2014-12-29,2.427315
2014-12-30,2.412672
2014-12-31,2.410946
2015-01-02,2.359584
2015-01-05,2.352067
2015-01-06,2.224689
2015-01-07,2.286136
2015-01-08,2.321714
2015-01-09,2.376797
2015-01-12,2.301806
2015-01-13,2.260038
2015-01-14,2.226064
2015-01-15,2.247554
2015-01-16,2.204208
2015-01-19,2.18813
2015-01-20,2.194781
2015-01-21,2.225193
2015-01-22,2.26022
2015-01-23,1.931267
2015-01-26,1.872452
2015-01-27,1.879114
2015-01-28,1.89589
2015-01-29,1.916859
2015-01-30,1.866174
2015-02-02,1.798422
2015-02-03,1.808964
2015-02-04,1.811424
2015-02-05,1.805886
2015-02-06,1.798315
2015-02-09,1.84724
2015-02-10,1.851651
2015-02-11,1.843959
2015-02-12,1.836181
2015-02-13,1.816395
2015-02-16,1.835476
2015-02-17,1.837541
2015-02-18,1.868881
2015-02-19,1.864549
2015-02-20,1.855252
2015-02-23,1.934576
2015-02-24,1.930764
2015-02-25,1.884852
2015-02-26,1.783415
2015-02-27,1.780397
2015-03-02,1.787861
2015-03-03,1.83108
2015-03-04,1.848915
2015-03-05,1.779565
2015-03-06,1.726307
2015-03-09,1.709556
2015-03-10,1.653997
2015-03-11,1.438261
2015-03-12,1.401278
2015-03-13,1.425924
2015-03-16,1.371581
2015-03-17,1.437229
2015-03-18,1.467137
2015-03-19,1.4554
2015-03-20,1.454456
2015-03-23,1.48425
2015-03-24,1.504097
2015-03-25,1.516308
2015-03-26,1.499967
2015-03-27,1.517959
2015-03-30,1.50514
2015-03-31,1.486356
2015-04-01,1.420501
2015-04-02,1.4512
2015-04-07,1.436827
2015-04-08,1.485938
2015-04-09,1.50438
2015-04-10,1.513223
2015-04-13,1.495035
2015-04-14,1.504135
2015-04-15,1.490697
2015-04-16,1.473169
2015-04-17,1.514981
2015-04-20,1.514769
2015-04-21,1.558749
2015-04-22,1.539434
2015-04-23,1.564314
2015-04-24,1.583135
2015-04-27,1.588993
2015-04-28,1.582118
2015-04-29,1.730927
2015-04-30,1.808404
2015-05-04,1.846315
2015-05-05,1.998911
2015-05-06,2.142591
2015-05-07,2.119514
2015-05-08,2.044488
2015-05-11,2.085664
2015-05-12,2.223962
2015-05-13,2.209183
2015-05-14,2.308344
2015-05-15,2.202222
2015-05-18,2.245548
2015-05-19,2.179894
2015-05-20,2.151305
2015-05-21,2.189562
2015-05-22,2.185912
2015-05-25,2.174893
2015-05-26,2.193795
2015-05-27,2.154715
2015-05-28,2.133921
2015-05-29,2.119511
2015-06-01,2.113517
2015-06-02,2.255763
2015-06-03,2.417435
2015-06-04,2.396087
2015-06-05,2.468471
2015-06-08,2.51424
2015-06-09,2.597405
2015-06-10,2.638212
2015-06-11,2.558396
2015-06-12,2.557845
2015-06-15,2.56123
2015-06-16,2.602865
2015-06-17,2.57777
2015-06-18,2.514228
2015-06-19,2.479842
2015-06-22,2.526985
2015-06-23,2.506229
2015-06-24,2.502208
2015-06-25,2.534179
2015-06-26,2.563879
2015-06-29,2.587211
2015-06-30,2.542065
2015-07-01,2.583004
2015-07-02,2.643615
2015-07-03,2.599763
2015-07-06,2.594603
2015-07-07,2.482058
2015-07-08,2.41206
2015-07-09,2.408736
2015-07-10,2.506128
2015-07-13,2.546415
2015-07-14,2.546523
2015-07-15,2.472004
2015-07-16,2.487755
2015-07-17,2.388045
2015-07-20,2.354393
2015-07-21,2.383675
2015-07-22,2.375639
2015-07-23,2.344467
2015-07-24,2.276148
