Date,EONIA_ESTR
1999-10-28,2.565
1999-10-29,2.715
1999-11-01,2.695
1999-11-02,2.785
1999-11-03,2.895
1999-11-04,2.825
1999-11-05,2.865
1999-11-08,2.825
1999-11-09,2.825
1999-11-10,2.825
1999-11-11,2.835
1999-11-12,2.8850000000000002
1999-11-15,2.925
1999-11-16,2.925
1999-11-17,2.815
1999-11-18,2.575
1999-11-19,2.6550000000000002
1999-11-22,2.6350000000000002
1999-11-23,3.025
1999-11-24,2.955
1999-11-25,2.965
1999-11-26,2.955
1999-11-29,2.955
1999-11-30,3.065
1999-12-01,2.985
1999-12-02,2.965
1999-12-03,2.955
1999-12-06,2.955
1999-12-07,2.985
1999-12-08,2.955
1999-12-09,2.935
1999-12-10,2.915
1999-12-13,2.8850000000000002
1999-12-14,2.8850000000000002
1999-12-15,2.935
1999-12-16,2.955
1999-12-17,2.955
1999-12-20,2.895
1999-12-21,2.775
1999-12-22,2.735
1999-12-23,2.825
1999-12-24,2.985
1999-12-27,2.985
1999-12-28,2.965
1999-12-29,2.955
1999-12-30,3.665
2000-01-03,2.975
2000-01-04,2.925
2000-01-05,2.9050000000000002
2000-01-06,2.835
2000-01-07,2.805
2000-01-10,2.895
2000-01-11,2.925
2000-01-12,2.985
2000-01-13,2.955
2000-01-14,2.945
2000-01-17,2.935
2000-01-18,2.895
2000-01-19,2.765
2000-01-20,2.865
2000-01-21,3.065
2000-01-24,3.025
2000-01-25,3.005
2000-01-26,2.975
2000-01-27,3.015
2000-01-28,3.215
2000-01-31,3.205
2000-02-01,3.175
2000-02-02,3.095
2000-02-03,3.105
2000-02-04,3.175
2000-02-07,3.165
2000-02-08,3.165
2000-02-09,3.1550000000000002
2000-02-10,3.1550000000000002
2000-02-11,3.165
2000-02-14,3.165
2000-02-15,3.165
2000-02-16,3.165
2000-02-17,3.145
2000-02-18,3.115
2000-02-21,3.115
2000-02-22,3.1350000000000002
2000-02-23,3.395
2000-02-24,3.325
2000-02-25,3.255
2000-02-28,3.285
2000-02-29,3.3850000000000002
2000-03-01,3.285
2000-03-02,3.245
2000-03-03,3.195
2000-03-06,3.205
2000-03-07,3.225
2000-03-08,3.265
2000-03-09,3.3850000000000002
2000-03-10,3.435
2000-03-13,3.455
2000-03-14,3.445
2000-03-15,3.415
2000-03-16,3.4050000000000002
2000-03-17,3.4050000000000002
2000-03-20,3.395
2000-03-21,3.4050000000000002
2000-03-22,3.495
2000-03-23,3.775
2000-03-24,3.505
2000-03-27,3.515
2000-03-28,3.515
2000-03-29,3.535
2000-03-30,3.615
2000-03-31,3.665
2000-04-03,3.515
2000-04-04,3.515
2000-04-05,3.495
2000-04-06,3.495
2000-04-07,3.495
2000-04-10,3.505
2000-04-11,3.555
2000-04-12,3.6350000000000002
2000-04-13,3.595
2000-04-14,3.525
2000-04-17,3.575
2000-04-18,3.745
2000-04-19,3.745
2000-04-20,3.265
2000-04-25,3.725
2000-04-26,3.825
2000-04-27,3.745
2000-04-28,3.845
2000-05-02,3.815
2000-05-03,3.825
2000-05-04,3.875
2000-05-05,3.9450000000000003
2000-05-08,3.925
2000-05-09,3.9050000000000002
2000-05-10,3.895
2000-05-11,3.845
2000-05-12,3.815
2000-05-15,3.855
2000-05-16,3.895
2000-05-17,3.995
2000-05-18,3.9349999999999996
2000-05-19,3.705
2000-05-22,3.4050000000000002
2000-05-23,2.815
2000-05-24,3.9749999999999996
2000-05-25,3.9450000000000003
2000-05-26,3.9349999999999996
2000-05-29,3.955
2000-05-30,3.995
2000-05-31,4.115
2000-06-01,4.075
2000-06-02,4.075
2000-06-05,4.075
2000-06-06,4.045
2000-06-07,3.9749999999999996
2000-06-08,4.065
2000-06-09,4.245
2000-06-12,4.275
2000-06-13,4.265
2000-06-14,4.225
2000-06-15,4.175
2000-06-16,4.155
2000-06-19,4.125
2000-06-20,4.135
2000-06-21,4.295
2000-06-22,4.075
2000-06-23,4.425
2000-06-26,4.355
2000-06-27,4.345
2000-06-28,4.295
2000-06-29,4.245
2000-06-30,4.665
2000-07-03,4.245
2000-07-04,4.235
2000-07-05,4.235
2000-07-06,4.235
2000-07-07,4.225
2000-07-10,4.225
2000-07-11,4.225
2000-07-12,4.225
2000-07-13,4.215
2000-07-14,4.225
2000-07-17,4.225
2000-07-18,4.235
2000-07-19,4.255
2000-07-20,4.135
2000-07-21,3.895
2000-07-24,4.275
2000-07-25,4.265
2000-07-26,4.245
2000-07-27,4.245
2000-07-28,4.265
2000-07-31,4.365
2000-08-01,4.245
2000-08-02,4.245
2000-08-03,4.245
2000-08-04,4.245
2000-08-07,4.245
2000-08-08,4.245
2000-08-09,4.245
2000-08-10,4.245
2000-08-11,4.265
2000-08-14,4.305
2000-08-15,4.305
2000-08-16,4.295
2000-08-17,4.265
2000-08-18,4.185
2000-08-21,4.175
2000-08-22,4.265
2000-08-23,3.995
2000-08-24,4.465
2000-08-25,4.6450000000000005
2000-08-28,4.675
2000-08-29,4.655
2000-08-30,4.615
2000-08-31,4.615
2000-09-01,4.515
2000-09-04,4.505
2000-09-05,4.515
2000-09-06,4.525
2000-09-07,4.555
2000-09-08,4.555
2000-09-11,4.545
2000-09-12,4.525
2000-09-13,4.495
2000-09-14,4.455
2000-09-15,4.445
2000-09-18,4.455
2000-09-19,4.455
2000-09-20,4.455
2000-09-21,4.315
2000-09-22,4.035
2000-09-25,4.575
2000-09-26,4.635
2000-09-27,4.615
2000-09-28,4.615
2000-09-29,4.825
2000-10-02,4.605
2000-10-03,4.605
2000-10-04,4.595
2000-10-05,4.625
2000-10-06,4.715
2000-10-09,4.705
2000-10-10,4.695
2000-10-11,4.695
2000-10-12,4.685
2000-10-13,4.6450000000000005
2000-10-16,4.6450000000000005
2000-10-17,4.6450000000000005
2000-10-18,4.565
2000-10-19,4.555
2000-10-20,4.595
2000-10-23,4.635
2000-10-24,4.755
2000-10-25,4.765
2000-10-26,4.765
2000-10-27,4.765
2000-10-30,4.765
2000-10-31,4.885
2000-11-01,4.785
2000-11-02,4.775
2000-11-03,4.765
2000-11-06,4.765
2000-11-07,4.755
2000-11-08,4.745
2000-11-09,4.735
2000-11-10,4.725
2000-11-13,4.725
2000-11-14,4.715
2000-11-15,4.705
2000-11-16,4.685
2000-11-17,4.675
2000-11-20,4.715
2000-11-21,4.775
2000-11-22,4.705
2000-11-23,4.725
2000-11-24,4.745
2000-11-27,4.755
2000-11-28,4.765
2000-11-29,4.775
2000-11-30,4.855
2000-12-01,4.755
2000-12-04,4.735
2000-12-05,4.715
2000-12-06,4.695
2000-12-07,4.725
2000-12-08,4.745
2000-12-11,4.745
2000-12-12,4.745
2000-12-13,4.725
2000-12-14,4.705
2000-12-15,4.695
2000-12-18,4.705
2000-12-19,4.695
2000-12-20,4.655
2000-12-21,4.6450000000000005
2000-12-22,4.765
2000-12-27,4.775
2000-12-28,4.795
2000-12-29,5.075
2001-01-02,4.745
2001-01-03,4.735
2001-01-04,4.725
2001-01-05,4.695
2001-01-08,4.685
2001-01-09,4.695
2001-01-10,4.725
2001-01-11,4.735
2001-01-12,4.725
2001-01-15,4.725
2001-01-16,4.715
2001-01-17,4.695
2001-01-18,4.685
2001-01-19,4.635
2001-01-22,4.525
2001-01-23,4.105
2001-01-24,4.685
2001-01-25,4.695
2001-01-26,4.695
2001-01-29,4.705
2001-01-30,4.695
2001-01-31,4.735
2001-02-01,4.685
2001-02-02,4.685
2001-02-05,4.685
2001-02-06,4.675
2001-02-07,4.675
2001-02-08,4.675
2001-02-09,4.675
2001-02-12,4.665
2001-02-13,4.685
2001-02-14,4.785
2001-02-15,4.815
2001-02-16,4.925
2001-02-19,5.365
2001-02-20,5.485
2001-02-21,5.635
2001-02-22,5.615
2001-02-23,4.995
2001-02-26,4.745
2001-02-27,4.775
2001-02-28,4.905
2001-03-01,4.725
2001-03-02,4.725
2001-03-05,4.715
2001-03-06,4.725
2001-03-07,4.745
2001-03-08,4.765
2001-03-09,4.765
2001-03-12,4.745
2001-03-13,4.725
2001-03-14,4.705
2001-03-15,4.695
2001-03-16,4.695
2001-03-19,4.705
2001-03-20,4.735
2001-03-21,4.745
2001-03-22,4.565
2001-03-23,4.355
2001-03-26,4.675
2001-03-27,4.675
2001-03-28,4.685
2001-03-29,4.685
2001-03-30,4.765
2001-04-02,4.695
2001-04-03,4.685
2001-04-04,4.685
2001-04-05,4.675
2001-04-06,4.665
2001-04-09,4.655
2001-04-10,4.755
2001-04-11,5.385
2001-04-12,5.6450000000000005
2001-04-17,5.665
2001-04-18,5.475
2001-04-19,5.345
2001-04-20,5.415
2001-04-23,5.1450000000000005
2001-04-24,4.705
2001-04-25,4.715
2001-04-26,4.725
2001-04-27,4.725
2001-04-30,4.845
2001-05-02,4.745
2001-05-03,4.735
2001-05-04,4.725
2001-05-07,4.725
2001-05-08,4.725
2001-05-09,4.715
2001-05-10,4.665
2001-05-11,4.495
2001-05-14,4.485
2001-05-15,4.485
2001-05-16,4.475
2001-05-17,4.475
2001-05-18,4.455
2001-05-21,4.445
2001-05-22,4.405
2001-05-23,4.775
2001-05-24,4.505
2001-05-25,4.505
2001-05-28,4.495
2001-05-29,4.485
2001-05-30,4.475
2001-05-31,4.515
2001-06-01,4.455
2001-06-04,4.445
2001-06-05,4.445
2001-06-06,4.435
2001-06-07,4.435
2001-06-08,4.445
2001-06-11,4.445
2001-06-12,4.445
2001-06-13,4.445
2001-06-14,4.435
2001-06-15,4.435
2001-06-18,4.445
2001-06-19,4.435
2001-06-20,4.435
2001-06-21,4.335
2001-06-22,4.525
2001-06-25,4.465
2001-06-26,4.465
2001-06-27,4.475
2001-06-28,4.465
2001-06-29,4.635
2001-07-02,4.455
2001-07-03,4.445
2001-07-04,4.445
2001-07-05,4.445
2001-07-06,4.445
2001-07-09,4.435
2001-07-10,4.435
2001-07-11,4.435
2001-07-12,4.435
2001-07-13,4.435
2001-07-16,4.435
2001-07-17,4.425
2001-07-18,4.425
2001-07-19,4.325
2001-07-20,4.245
2001-07-23,4.315
2001-07-24,4.435
2001-07-25,4.435
2001-07-26,4.435
2001-07-27,4.435
2001-07-30,4.435
2001-07-31,4.495
2001-08-01,4.425
2001-08-02,4.415
2001-08-03,4.435
2001-08-06,4.435
2001-08-07,4.435
2001-08-08,4.435
2001-08-09,4.435
2001-08-10,4.435
2001-08-13,4.425
2001-08-14,4.425
2001-08-15,4.425
2001-08-16,4.425
2001-08-17,4.425
2001-08-20,4.425
2001-08-21,4.425
2001-08-22,4.355
2001-08-23,4.415
2001-08-24,4.425
2001-08-27,4.405
2001-08-28,4.405
2001-08-29,4.335
2001-08-30,4.285
2001-08-31,4.295
2001-09-03,4.215
2001-09-04,4.215
2001-09-05,4.205
2001-09-06,4.205
2001-09-07,4.195
2001-09-10,4.195
2001-09-11,4.205
2001-09-12,4.335
2001-09-13,4.195
2001-09-14,4.1450000000000005
2001-09-17,4.1450000000000005
2001-09-18,3.675
2001-09-19,3.475
2001-09-20,3.045
2001-09-21,3.035
2001-09-24,3.695
2001-09-25,3.705
2001-09-26,3.705
2001-09-27,3.695
2001-09-28,3.745
2001-10-01,3.685
2001-10-02,3.675
2001-10-03,3.665
2001-10-04,3.6550000000000002
2001-10-05,3.6350000000000002
2001-10-08,3.6350000000000002
2001-10-09,3.745
2001-10-10,3.855
2001-10-11,3.875
2001-10-12,3.895
2001-10-15,3.785
2001-10-16,3.825
2001-10-17,4.245
2001-10-18,4.315
2001-10-19,4.515
2001-10-22,4.605
2001-10-23,4.655
2001-10-24,3.675
2001-10-25,3.6550000000000002
2001-10-26,3.685
2001-10-29,3.675
2001-10-30,3.675
2001-10-31,3.755
2001-11-01,3.685
2001-11-02,3.675
2001-11-05,3.675
2001-11-06,3.765
2001-11-07,3.795
2001-11-08,3.645
2001-11-09,3.775
2001-11-12,3.745
2001-11-13,3.595
2001-11-14,3.285
2001-11-15,3.215
2001-11-16,3.205
2001-11-19,3.165
2001-11-20,3.165
2001-11-21,3.265
2001-11-22,3.315
2001-11-23,3.195
2001-11-26,3.215
2001-11-27,3.215
2001-11-28,3.215
2001-11-29,3.215
2001-11-30,3.265
2001-12-03,3.205
2001-12-04,3.195
2001-12-05,3.175
2001-12-06,3.175
2001-12-07,3.185
2001-12-10,3.195
2001-12-11,3.205
2001-12-12,3.205
2001-12-13,3.215
2001-12-14,3.215
2001-12-17,3.215
2001-12-18,3.225
2001-12-19,3.235
2001-12-20,3.185
2001-12-21,2.965
2001-12-24,3.345
2001-12-27,3.605
2001-12-28,3.825
2002-01-02,3.265
2002-01-03,3.365
2002-01-04,3.365
2002-01-07,3.295
2002-01-08,3.265
2002-01-09,3.255
2002-01-10,3.255
2002-01-11,3.255
2002-01-14,3.245
2002-01-15,3.235
2002-01-16,3.245
2002-01-17,3.235
2002-01-18,3.225
2002-01-21,3.215
2002-01-22,2.945
2002-01-23,2.505
2002-01-24,3.225
2002-01-25,3.225
2002-01-28,3.235
2002-01-29,3.235
2002-01-30,3.235
2002-01-31,3.265
2002-02-01,3.235
2002-02-04,3.225
2002-02-05,3.215
2002-02-06,3.215
2002-02-07,3.215
2002-02-08,3.215
2002-02-11,3.215
2002-02-12,3.215
2002-02-13,3.215
2002-02-14,3.205
2002-02-15,3.205
2002-02-18,3.195
2002-02-19,3.185
2002-02-20,3.125
2002-02-21,2.995
2002-02-22,3.1350000000000002
2002-02-25,3.225
2002-02-26,3.235
2002-02-27,3.235
2002-02-28,3.255
2002-03-01,3.225
2002-03-04,3.215
2002-03-05,3.205
2002-03-06,3.195
2002-03-07,3.195
2002-03-08,3.195
2002-03-11,3.195
2002-03-12,3.195
2002-03-13,3.195
2002-03-14,3.185
2002-03-15,3.165
2002-03-18,3.145
2002-03-19,3.105
2002-03-20,3.035
2002-03-21,2.9050000000000002
2002-03-22,3.175
2002-03-25,3.245
2002-03-26,3.255
2002-03-27,3.245
2002-03-28,3.305
2002-04-02,3.225
2002-04-03,3.215
2002-04-04,3.215
2002-04-05,3.215
2002-04-08,3.205
2002-04-09,3.205
2002-04-10,3.205
2002-04-11,3.205
2002-04-12,3.195
2002-04-15,3.185
2002-04-16,3.175
2002-04-17,3.115
2002-04-18,3.105
2002-04-19,3.185
2002-04-22,3.245
2002-04-23,3.815
2002-04-24,3.225
2002-04-25,3.215
2002-04-26,3.215
2002-04-29,3.215
2002-04-30,3.275
2002-05-02,3.225
2002-05-03,3.215
2002-05-06,3.215
2002-05-07,3.225
2002-05-08,3.215
2002-05-09,3.215
2002-05-10,3.215
2002-05-13,3.215
2002-05-14,3.215
2002-05-15,3.215
2002-05-16,3.205
2002-05-17,3.185
2002-05-20,3.175
2002-05-21,3.165
2002-05-22,3.245
2002-05-23,3.235
2002-05-24,3.265
2002-05-27,3.265
2002-05-28,3.255
2002-05-29,3.255
2002-05-30,3.255
2002-05-31,3.275
2002-06-03,3.255
2002-06-04,3.245
2002-06-05,3.245
2002-06-06,3.245
2002-06-07,3.245
2002-06-10,3.245
2002-06-11,3.235
2002-06-12,3.235
2002-06-13,3.225
2002-06-14,3.225
2002-06-17,3.225
2002-06-18,3.215
2002-06-19,3.215
2002-06-20,3.235
2002-06-21,3.495
2002-06-24,3.265
2002-06-25,3.275
2002-06-26,3.275
2002-06-27,3.265
2002-06-28,3.4050000000000002
2002-07-01,3.255
2002-07-02,3.245
2002-07-03,3.235
2002-07-04,3.235
2002-07-05,3.235
2002-07-08,3.225
2002-07-09,3.215
2002-07-10,3.215
2002-07-11,3.215
2002-07-12,3.215
2002-07-15,3.215
2002-07-16,3.205
2002-07-17,3.195
2002-07-18,3.125
2002-07-19,3.145
2002-07-22,3.225
2002-07-23,3.225
2002-07-24,3.235
2002-07-25,3.225
2002-07-26,3.215
2002-07-29,3.215
2002-07-30,3.215
2002-07-31,3.255
2002-08-01,3.215
2002-08-02,3.215
2002-08-05,3.215
2002-08-06,3.205
2002-08-07,3.205
2002-08-08,3.205
2002-08-09,3.205
2002-08-12,3.205
2002-08-13,3.205
2002-08-14,3.205
2002-08-15,3.195
2002-08-16,3.195
2002-08-19,3.205
2002-08-20,3.205
2002-08-21,3.205
2002-08-22,3.205
2002-08-23,3.205
2002-08-26,3.205
2002-08-27,3.205
2002-08-28,3.205
2002-08-29,3.205
2002-08-30,3.255
2002-09-02,3.205
2002-09-03,3.205
2002-09-04,3.205
2002-09-05,3.205
2002-09-06,3.195
2002-09-09,3.195
2002-09-10,3.205
2002-09-11,3.205
2002-09-12,3.205
2002-09-13,3.205
2002-09-16,3.205
2002-09-17,3.205
2002-09-18,3.205
2002-09-19,3.205
2002-09-20,3.275
2002-09-23,3.545
2002-09-24,3.225
2002-09-25,3.225
2002-09-26,3.225
2002-09-27,3.225
2002-09-30,3.335
2002-10-01,3.215
2002-10-02,3.215
2002-10-03,3.205
2002-10-04,3.205
2002-10-07,3.205
2002-10-08,3.205
2002-10-09,3.205
2002-10-10,3.205
2002-10-11,3.205
2002-10-14,3.205
2002-10-15,3.205
2002-10-16,3.205
2002-10-17,3.205
2002-10-18,3.205
2002-10-21,3.265
2002-10-22,3.285
2002-10-23,3.235
2002-10-24,3.205
2002-10-25,3.205
2002-10-28,3.205
2002-10-29,3.205
2002-10-30,3.205
2002-10-31,3.255
2002-11-01,3.215
2002-11-04,3.205
2002-11-05,3.205
2002-11-06,3.195
2002-11-07,3.165
2002-11-08,3.205
2002-11-11,3.205
2002-11-12,3.205
2002-11-13,3.205
2002-11-14,3.205
2002-11-15,3.205
2002-11-18,3.205
2002-11-19,3.205
2002-11-20,3.205
2002-11-21,3.215
2002-11-22,3.4050000000000002
2002-11-25,3.215
2002-11-26,3.215
2002-11-27,3.215
2002-11-28,3.215
2002-11-29,3.295
2002-12-02,3.275
2002-12-03,3.235
2002-12-04,2.925
2002-12-05,2.855
2002-12-06,2.815
2002-12-09,2.805
2002-12-10,2.805
2002-12-11,2.795
2002-12-12,2.795
2002-12-13,2.805
2002-12-16,2.805
2002-12-17,2.8850000000000002
2002-12-18,2.8850000000000002
2002-12-19,3.265
2002-12-20,3.415
2002-12-23,3.615
2002-12-24,2.965
2002-12-27,2.945
2002-12-30,2.945
2002-12-31,3.355
2003-01-02,2.815
2003-01-03,2.805
2003-01-06,2.795
2003-01-07,2.775
2003-01-08,2.755
2003-01-09,2.745
2003-01-10,2.735
2003-01-13,2.735
2003-01-14,2.735
2003-01-15,2.735
2003-01-16,2.735
2003-01-17,2.725
2003-01-20,2.725
2003-01-21,2.725
2003-01-22,2.485
2003-01-23,2.035
2003-01-24,2.725
2003-01-27,2.725
2003-01-28,2.725
2003-01-29,2.715
2003-01-30,2.715
2003-01-31,2.775
2003-02-03,2.715
2003-02-04,2.715
2003-02-05,2.705
2003-02-06,2.705
2003-02-07,2.695
2003-02-10,2.695
2003-02-11,2.695
2003-02-12,2.695
2003-02-13,2.695
2003-02-14,2.695
2003-02-17,2.695
2003-02-18,2.705
2003-02-19,2.705
2003-02-20,2.685
2003-02-21,2.305
2003-02-24,2.695
2003-02-25,2.685
2003-02-26,2.685
2003-02-27,2.665
2003-02-28,2.735
2003-03-03,2.8850000000000002
2003-03-04,3.275
2003-03-05,3.025
2003-03-06,2.8850000000000002
2003-03-07,3.085
2003-03-10,3.105
2003-03-11,2.755
2003-03-12,2.565
2003-03-13,2.525
2003-03-14,2.525
2003-03-17,2.515
2003-03-18,2.505
2003-03-19,2.425
2003-03-20,2.285
2003-03-21,2.6350000000000002
2003-03-24,2.475
2003-03-25,2.475
2003-03-26,2.475
2003-03-27,2.475
2003-03-28,2.475
2003-03-31,2.575
2003-04-01,2.465
2003-04-02,2.455
2003-04-03,2.455
2003-04-04,2.455
2003-04-07,2.455
2003-04-08,2.455
2003-04-09,2.455
2003-04-10,2.455
2003-04-11,2.455
2003-04-14,2.455
2003-04-15,2.455
2003-04-16,2.465
2003-04-17,2.555
2003-04-22,2.565
2003-04-23,2.495
2003-04-24,2.465
2003-04-25,2.465
2003-04-28,2.465
2003-04-29,2.465
2003-04-30,2.555
2003-05-02,2.465
2003-05-05,2.465
2003-05-06,2.465
2003-05-07,2.465
2003-05-08,2.455
2003-05-09,2.465
2003-05-12,2.465
2003-05-13,2.465
2003-05-14,2.465
2003-05-15,2.475
2003-05-16,2.475
2003-05-19,2.475
2003-05-20,2.505
2003-05-21,2.645
2003-05-22,2.485
2003-05-23,2.125
2003-05-26,2.475
2003-05-27,2.495
2003-05-28,2.505
2003-05-29,2.515
2003-05-30,2.565
2003-06-02,2.565
2003-06-03,2.595
2003-06-04,2.285
2003-06-05,2.105
2003-06-06,2.065
2003-06-09,2.055
2003-06-10,2.045
2003-06-11,2.055
2003-06-12,2.055
2003-06-13,2.055
2003-06-16,2.055
2003-06-17,2.045
2003-06-18,2.045
2003-06-19,2.115
2003-06-20,2.075
2003-06-23,2.025
2003-06-24,2.035
2003-06-25,2.035
2003-06-26,2.035
2003-06-27,2.055
2003-06-30,2.295
2003-07-01,2.035
2003-07-02,2.035
2003-07-03,2.035
2003-07-04,2.035
2003-07-07,2.025
2003-07-08,2.015
2003-07-09,2.015
2003-07-10,2.015
2003-07-11,2.005
2003-07-14,2.005
2003-07-15,2.005
2003-07-16,2.005
2003-07-17,2.005
2003-07-18,1.995
2003-07-21,1.995
2003-07-22,2.005
2003-07-23,1.745
2003-07-24,1.975
2003-07-25,1.9649999999999999
2003-07-28,1.955
2003-07-29,1.9649999999999999
2003-07-30,1.9849999999999999
2003-07-31,2.025
2003-08-01,1.995
2003-08-04,1.9849999999999999
2003-08-05,1.9849999999999999
2003-08-06,1.975
2003-08-07,1.975
2003-08-08,1.975
2003-08-11,1.975
2003-08-12,1.975
2003-08-13,1.975
2003-08-14,1.975
2003-08-15,1.9849999999999999
2003-08-18,1.9849999999999999
2003-08-19,1.9849999999999999
2003-08-20,2.005
2003-08-21,2.065
2003-08-22,2.365
2003-08-25,2.015
2003-08-26,2.015
2003-08-27,2.005
2003-08-28,2.005
2003-08-29,2.055
2003-09-01,2.005
2003-09-02,2.005
2003-09-03,2.005
2003-09-04,1.995
2003-09-05,1.995
2003-09-08,1.995
2003-09-09,1.995
2003-09-10,1.995
2003-09-11,1.995
2003-09-12,1.995
2003-09-15,1.995
2003-09-16,1.995
2003-09-17,1.9849999999999999
2003-09-18,1.955
2003-09-19,1.845
2003-09-22,1.655
2003-09-23,1.2550000000000001
2003-09-24,1.9849999999999999
2003-09-25,1.975
2003-09-26,1.975
2003-09-29,1.975
2003-09-30,2.015
2003-10-01,1.975
2003-10-02,1.975
2003-10-03,1.975
2003-10-06,1.975
2003-10-07,1.975
2003-10-08,1.975
2003-10-09,1.975
2003-10-10,1.975
2003-10-13,1.975
2003-10-14,1.9649999999999999
2003-10-15,1.9649999999999999
2003-10-16,1.9649999999999999
2003-10-17,1.9249999999999998
2003-10-20,1.825
2003-10-21,1.905
2003-10-22,1.875
2003-10-23,1.355
2003-10-24,1.9649999999999999
2003-10-27,1.9649999999999999
2003-10-28,1.9649999999999999
2003-10-29,1.9649999999999999
2003-10-30,1.975
2003-10-31,1.995
2003-11-03,1.9649999999999999
2003-11-04,1.9649999999999999
2003-11-05,1.9649999999999999
2003-11-06,1.9649999999999999
2003-11-07,1.9649999999999999
2003-11-10,1.9649999999999999
2003-11-11,1.955
2003-11-12,1.955
2003-11-13,1.935
2003-11-14,1.835
2003-11-17,1.915
2003-11-18,1.905
2003-11-19,1.705
2003-11-20,1.455
2003-11-21,1.375
2003-11-24,1.955
2003-11-25,1.975
2003-11-26,1.995
2003-11-27,2.005
2003-11-28,2.005
2003-12-01,1.9649999999999999
2003-12-02,1.9649999999999999
2003-12-03,1.955
2003-12-04,1.955
2003-12-05,1.955
2003-12-08,1.9449999999999998
2003-12-09,1.9449999999999998
2003-12-10,1.955
2003-12-11,1.955
2003-12-12,1.9649999999999999
2003-12-15,1.955
2003-12-16,1.9449999999999998
2003-12-17,1.795
2003-12-18,1.625
2003-12-19,1.5350000000000001
2003-12-22,1.805
2003-12-23,2.375
2003-12-24,2.195
2003-12-29,2.245
2003-12-30,2.1350000000000002
2003-12-31,2.235
2004-01-02,1.975
2004-01-05,1.9649999999999999
2004-01-06,1.955
2004-01-07,1.955
2004-01-08,1.955
2004-01-09,1.955
2004-01-12,1.955
2004-01-13,1.955
2004-01-14,1.935
2004-01-15,1.855
2004-01-16,1.865
2004-01-19,1.905
2004-01-20,1.915
2004-01-21,1.955
2004-01-22,1.895
2004-01-23,1.835
2004-01-26,1.9649999999999999
2004-01-27,1.9649999999999999
2004-01-28,1.9649999999999999
2004-01-29,1.9649999999999999
2004-01-30,1.975
2004-02-02,1.955
2004-02-03,1.9449999999999998
2004-02-04,1.9449999999999998
2004-02-05,1.9449999999999998
2004-02-06,1.935
2004-02-09,1.935
2004-02-10,1.935
2004-02-11,1.935
2004-02-12,1.935
2004-02-13,1.935
2004-02-16,1.935
2004-02-17,1.935
2004-02-18,1.935
2004-02-19,1.935
2004-02-20,1.955
2004-02-23,1.9649999999999999
2004-02-24,1.9649999999999999
2004-02-25,1.9649999999999999
2004-02-26,1.9649999999999999
2004-02-27,1.975
2004-03-01,1.955
2004-03-02,1.9449999999999998
2004-03-03,1.905
2004-03-04,1.795
2004-03-05,1.7550000000000001
2004-03-08,1.815
2004-03-09,1.905
2004-03-10,1.935
2004-03-11,1.935
2004-03-12,1.935
2004-03-15,1.935
2004-03-16,1.9249999999999998
2004-03-17,1.9249999999999998
2004-03-18,1.915
2004-03-19,1.915
2004-03-22,1.9249999999999998
2004-03-23,1.9449999999999998
2004-03-24,1.9649999999999999
2004-03-25,1.9649999999999999
2004-03-26,1.9649999999999999
2004-03-29,1.975
2004-03-30,1.9649999999999999
2004-03-31,1.975
2004-04-01,1.935
2004-04-02,1.935
2004-04-05,2.175
2004-04-06,2.665
2004-04-07,1.955
2004-04-08,1.955
2004-04-13,1.955
2004-04-14,1.9449999999999998
2004-04-15,1.9449999999999998
2004-04-16,1.9449999999999998
2004-04-19,1.935
2004-04-20,1.935
2004-04-21,1.935
2004-04-22,1.935
2004-04-23,1.935
2004-04-26,1.9449999999999998
2004-04-27,1.9449999999999998
2004-04-28,1.955
2004-04-29,1.955
2004-04-30,1.975
2004-05-03,1.955
2004-05-04,1.955
2004-05-05,1.955
2004-05-06,1.9449999999999998
2004-05-07,1.745
2004-05-10,1.7550000000000001
2004-05-11,1.9849999999999999
2004-05-12,1.9449999999999998
2004-05-13,1.9449999999999998
2004-05-14,1.9449999999999998
2004-05-17,1.9449999999999998
2004-05-18,1.9449999999999998
2004-05-19,1.935
2004-05-20,1.935
2004-05-21,1.9449999999999998
2004-05-24,1.9449999999999998
2004-05-25,1.9449999999999998
2004-05-26,1.9449999999999998
2004-05-27,1.9449999999999998
2004-05-28,1.955
2004-05-31,1.9649999999999999
2004-06-01,1.955
2004-06-02,1.955
2004-06-03,2.005
2004-06-04,2.035
2004-06-07,1.895
2004-06-08,1.635
2004-06-09,1.9449999999999998
2004-06-10,1.9449999999999998
2004-06-11,1.9449999999999998
2004-06-14,1.9449999999999998
2004-06-15,1.9449999999999998
2004-06-16,1.9449999999999998
2004-06-17,1.9449999999999998
2004-06-18,1.9449999999999998
2004-06-21,1.9449999999999998
2004-06-22,1.9449999999999998
2004-06-23,1.9449999999999998
2004-06-24,1.9449999999999998
2004-06-25,1.955
2004-06-28,1.955
2004-06-29,1.9649999999999999
2004-06-30,2.045
2004-07-01,1.955
2004-07-02,1.955
2004-07-05,2.025
2004-07-06,2.445
2004-07-07,1.955
2004-07-08,1.955
2004-07-09,1.955
2004-07-12,1.955
2004-07-13,1.955
2004-07-14,1.955
2004-07-15,1.955
2004-07-16,1.955
2004-07-19,1.955
2004-07-20,1.955
2004-07-21,1.955
2004-07-22,1.955
2004-07-23,1.955
2004-07-26,1.955
2004-07-27,1.955
