model,train_years,horizon,horizon_days,checkpoint_index,checkpoint_date,rmse,rmdse
LSTM,1Y,6M,126,3262,2017-06-14,0.6398512721061707,0.3859063982963562
LSTM,1Y,6M,126,3272,2017-06-28,0.6296639442443848,0.39183321595191956
LSTM,1Y,6M,126,3282,2017-07-12,0.6167556047439575,0.3852420747280121
LSTM,1Y,6M,126,3292,2017-07-26,0.6466195583343506,0.4456341862678528
LSTM,1Y,6M,126,3302,2017-08-09,0.735483705997467,0.5165201425552368
LSTM,1Y,6M,126,3312,2017-08-23,0.7451711893081665,0.5039550065994263
LSTM,1Y,6M,126,3322,2017-09-06,0.8488423228263855,0.4558740556240082
LSTM,1Y,6M,126,3332,2017-09-20,0.8043278455734253,0.49532562494277954
LSTM,1Y,6M,126,3342,2017-10-04,0.8269492387771606,0.4874272644519806
LSTM,1Y,6M,126,3352,2017-10-18,0.8524588346481323,0.5290433764457703
LSTM,1Y,6M,126,3362,2017-11-01,0.8370374441146851,0.5034756064414978
LSTM,1Y,6M,126,3372,2017-11-15,0.8559145927429199,0.5076531171798706
LSTM,1Y,6M,126,3382,2017-11-29,0.8250215649604797,0.5187325477600098
LSTM,1Y,6M,126,3392,2017-12-13,0.828059196472168,0.4919812083244324
LSTM,1Y,6M,126,3402,2017-12-29,0.866024911403656,0.5919731855392456
LSTM,1Y,6M,126,3412,2018-01-15,0.9074535965919495,0.5642179846763611
LSTM,1Y,6M,126,3422,2018-01-29,0.8635843992233276,0.5439876914024353
LSTM,1Y,6M,126,3432,2018-02-12,0.8550256490707397,0.5572931170463562
LSTM,1Y,6M,126,3442,2018-02-26,0.8287384510040283,0.5182895064353943
LSTM,1Y,6M,126,3452,2018-03-12,0.8988298177719116,0.6782015562057495
LSTM,1Y,6M,126,3462,2018-03-26,0.8386054635047913,0.4981880784034729
LSTM,1Y,6M,126,3472,2018-04-11,0.7735947966575623,0.5756025314331055
LSTM,1Y,6M,126,3482,2018-04-25,1.133660912513733,0.7704797983169556
LSTM,1Y,6M,126,3492,2018-05-09,1.1657837629318237,0.654110848903656
LSTM,1Y,6M,126,3502,2018-05-23,0.8711133599281311,0.5966830849647522
LSTM,1Y,6M,126,3512,2018-06-06,0.8924856185913086,0.6047152280807495
LSTM,1Y,6M,126,3522,2018-06-20,0.8588573336601257,0.6007791757583618
LSTM,1Y,6M,126,3532,2018-07-04,0.9017878770828247,0.5519294142723083
LSTM,1Y,6M,126,3542,2018-07-18,1.0322221517562866,0.5906521081924438
LSTM,1Y,6M,126,3552,2018-08-01,1.1470706462860107,0.7167174220085144
LSTM,1Y,6M,126,3562,2018-08-15,1.010757565498352,0.748532235622406
LSTM,1Y,6M,126,3572,2018-08-29,0.9210781455039978,0.5729935765266418
LSTM,1Y,6M,126,3582,2018-09-12,0.9258135557174683,0.5877740979194641
LSTM,1Y,6M,126,3592,2018-09-26,0.9744248986244202,0.5683211088180542
LSTM,1Y,6M,126,3602,2018-10-10,0.9859350323677063,0.4998917877674103
LSTM,1Y,6M,126,3612,2018-10-24,0.8854599595069885,0.4354614317417145
LSTM,1Y,6M,126,3622,2018-11-07,1.038887858390808,0.6542484760284424
LSTM,1Y,6M,126,3632,2018-11-21,1.1167305707931519,0.6822161078453064
LSTM,1Y,6M,126,3642,2018-12-05,0.9787437915802002,0.6478670835494995
LSTM,1Y,6M,126,3652,2018-12-19,1.13568913936615,0.8394171595573425
LSTM,1Y,6M,126,3662,2019-01-07,0.9289271235466003,0.5048940777778625
LSTM,1Y,6M,126,3672,2019-01-21,0.7306315898895264,0.36966264247894287
LSTM,1Y,6M,126,3682,2019-02-04,0.7830444574356079,0.38566672801971436
LSTM,1Y,6M,126,3692,2019-02-18,0.8800048232078552,0.4195594787597656
LSTM,1Y,6M,126,3702,2019-03-04,1.0302114486694336,0.6229634881019592
LSTM,1Y,6M,126,3712,2019-03-18,0.8966208696365356,0.41433438658714294
LSTM,1Y,6M,126,3722,2019-04-01,0.8711875081062317,0.39985254406929016
LSTM,1Y,6M,126,3732,2019-04-15,0.9613917469978333,0.44060805439949036
LSTM,1Y,6M,126,3742,2019-05-01,0.9519031643867493,0.49838757514953613
LSTM,1Y,6M,126,3752,2019-05-15,0.8733600974082947,0.45729464292526245
LSTM,1Y,6M,126,3762,2019-05-29,0.890425980091095,0.5040592551231384
LSTM,1Y,6M,126,3772,2019-06-12,0.9076513648033142,0.4280344843864441
LSTM,1Y,6M,126,3782,2019-06-26,0.9592711925506592,0.6154104471206665
LSTM,1Y,6M,126,3792,2019-07-10,0.8519095182418823,0.44735395908355713
LSTM,1Y,6M,126,3802,2019-07-24,0.8782548308372498,0.5274268984794617
LSTM,1Y,6M,126,3812,2019-08-07,0.8495921492576599,0.4610125720500946
LSTM,1Y,6M,126,3822,2019-08-21,0.7843632698059082,0.42712217569351196
LSTM,1Y,6M,126,3832,2019-09-04,0.9783418774604797,0.48400646448135376
LSTM,1Y,6M,126,3842,2019-09-18,1.8153762817382812,0.8627867698669434
LSTM,1Y,6M,126,3852,2019-10-02,2.2313718795776367,0.8443542122840881
LSTM,1Y,6M,126,3862,2019-10-16,2.227541208267212,0.5157982707023621
LSTM,1Y,6M,126,3872,2019-10-30,2.351987361907959,0.7716765999794006
LSTM,1Y,6M,126,3882,2019-11-13,2.4776554107666016,0.798082709312439
LSTM,1Y,6M,126,3892,2019-11-27,2.4910011291503906,0.9333615303039551
LSTM,1Y,6M,126,3902,2019-12-11,2.51853609085083,1.1011089086532593
LSTM,1Y,6M,126,3912,2019-12-27,2.568166732788086,1.046045184135437
LSTM,1Y,6M,126,3922,2020-01-13,2.626854181289673,1.1583826541900635
LSTM,1Y,6M,126,3932,2020-01-27,2.615727663040161,1.0736219882965088
LSTM,1Y,6M,126,3942,2020-02-10,2.6318130493164062,1.245199203491211
LSTM,1Y,6M,126,3952,2020-02-24,2.664726734161377,1.209351658821106
LSTM,1Y,6M,126,3962,2020-03-09,3.1838743686676025,2.381805658340454
LSTM,1Y,6M,126,3972,2020-03-23,2.5827436447143555,1.7788457870483398
LSTM,1Y,6M,126,3982,2020-04-06,2.362924337387085,1.796900987625122
LSTM,1Y,6M,126,3992,2020-04-22,1.511244773864746,0.8638464212417603
LSTM,1Y,6M,126,4002,2020-05-06,2.5749526023864746,2.1634488105773926
LSTM,1Y,6M,126,4012,2020-05-20,1.5998455286026,0.8929187655448914
LSTM,1Y,6M,126,4022,2020-06-03,2.4542458057403564,1.9940643310546875
LSTM,1Y,6M,126,4032,2020-06-17,1.7414242029190063,1.0370535850524902
LSTM,1Y,6M,126,4042,2020-07-01,1.9778660535812378,1.411420464515686
LSTM,1Y,6M,126,4052,2020-07-15,1.737108588218689,1.1042823791503906
LSTM,1Y,6M,126,4062,2020-07-29,1.35981285572052,0.7190453410148621
LSTM,1Y,6M,126,4072,2020-08-12,1.241268277168274,0.5878778100013733
LSTM,1Y,6M,126,4082,2020-08-26,1.2508981227874756,0.5905129909515381
LSTM,1Y,6M,126,4092,2020-09-09,1.2568222284317017,0.6431593298912048
LSTM,1Y,6M,126,4102,2020-09-23,1.1844098567962646,0.5803678035736084
LSTM,1Y,6M,126,4112,2020-10-07,1.1342195272445679,0.5329304933547974
LSTM,1Y,6M,126,4122,2020-10-21,1.1362017393112183,0.5570719242095947
LSTM,1Y,6M,126,4132,2020-11-04,1.0860414505004883,0.6199122071266174
LSTM,1Y,6M,126,4142,2020-11-18,0.8549131751060486,0.4606679677963257
LSTM,1Y,6M,126,4152,2020-12-02,0.8608367443084717,0.44200241565704346
LSTM,1Y,6M,126,4162,2020-12-16,0.8690119385719299,0.4767276346683502
LSTM,1Y,6M,126,4172,2020-12-31,0.9002004861831665,0.5002555847167969
LSTM,1Y,6M,126,4182,2021-01-15,0.8542841076850891,0.45269256830215454
LSTM,1Y,6M,126,4192,2021-01-29,0.8966454863548279,0.5284183621406555
LSTM,1Y,6M,126,4202,2021-02-12,0.8523100018501282,0.4759414792060852
LSTM,1Y,6M,126,4212,2021-02-26,0.8408430218696594,0.39179545640945435
LSTM,1Y,6M,126,4222,2021-03-12,0.8435110449790955,0.41809800267219543
LSTM,1Y,6M,126,4232,2021-03-26,0.8457829356193542,0.42696940898895264
LSTM,1Y,6M,126,4242,2021-04-13,0.9405291676521301,0.4333416521549225
LSTM,1Y,6M,126,4252,2021-04-27,1.0047757625579834,0.6066065430641174
LSTM,1Y,6M,126,4262,2021-05-11,0.8872917294502258,0.42936408519744873
LSTM,1Y,6M,126,4272,2021-05-25,0.8601586818695068,0.4410363435745239
LSTM,1Y,6M,126,4282,2021-06-08,0.9973364472389221,0.4709042012691498
LSTM,1Y,6M,126,4292,2021-06-22,1.0463640689849854,0.5264484286308289
LSTM,1Y,6M,126,4302,2021-07-06,1.0449413061141968,0.5313074588775635
LSTM,1Y,6M,126,4312,2021-07-20,1.005238652229309,0.4849681258201599
LSTM,1Y,6M,126,4322,2021-08-03,1.0873496532440186,0.5568990707397461
LSTM,1Y,6M,126,4332,2021-08-17,1.1341583728790283,0.6386255621910095
LSTM,1Y,6M,126,4342,2021-08-31,1.1513200998306274,0.7150084972381592
LSTM,1Y,6M,126,4352,2021-09-14,1.5574418306350708,0.7721689939498901
LSTM,1Y,6M,126,4362,2021-09-28,1.593989372253418,0.8891976475715637
LSTM,1Y,6M,126,4372,2021-10-12,1.6013554334640503,0.8013791441917419
LSTM,1Y,6M,126,4382,2021-10-26,1.643105387687683,0.732496440410614
LSTM,1Y,6M,126,4392,2021-11-09,1.7306480407714844,0.9312787055969238
LSTM,1Y,6M,126,4402,2021-11-23,1.8068373203277588,1.0971641540527344
LSTM,1Y,6M,126,4412,2021-12-07,1.7173659801483154,1.0461804866790771
LSTM,1Y,6M,126,4422,2021-12-21,1.7296559810638428,1.0416978597640991
LSTM,1Y,6M,126,4432,2022-01-04,1.802371621131897,1.1452139616012573
LSTM,1Y,6M,126,4442,2022-01-18,1.784503698348999,1.1277433633804321
LSTM,1Y,6M,126,4452,2022-02-01,1.8421456813812256,1.1653332710266113
LSTM,1Y,6M,126,4462,2022-02-15,1.681823968887329,0.9386781454086304
LSTM,1Y,6M,126,4472,2022-03-01,1.672139048576355,1.0788968801498413
LSTM,1Y,6M,126,4482,2022-03-15,1.5892168283462524,1.048876166343689
LSTM,1Y,6M,126,4492,2022-03-29,1.3661431074142456,1.0109224319458008
LSTM,1Y,6M,126,4502,2022-04-12,1.51431143283844,1.0492029190063477
LSTM,1Y,6M,126,4512,2022-04-28,1.5548100471496582,1.0208160877227783
LSTM,1Y,6M,126,4522,2022-05-12,1.3399096727371216,0.8928160667419434
LSTM,1Y,6M,126,4532,2022-05-26,1.3035002946853638,0.8342616558074951
LSTM,1Y,6M,126,4542,2022-06-09,1.2952109575271606,0.7779719233512878
LSTM,1Y,6M,126,4552,2022-06-23,1.3209543228149414,0.8123670220375061
LSTM,1Y,6M,126,4562,2022-07-07,1.1669368743896484,0.6219780445098877
LSTM,1Y,6M,126,4572,2022-07-21,1.1526479721069336,0.6412440538406372
LSTM,1Y,6M,126,4582,2022-08-04,1.3155466318130493,0.8367525339126587
LSTM,1Y,6M,126,4592,2022-08-18,1.1488264799118042,0.6294957995414734
LSTM,1Y,6M,126,4602,2022-09-01,1.21780264377594,0.7141977548599243
LSTM,1Y,6M,126,4612,2022-09-15,1.1174789667129517,0.5931118726730347
LSTM,1Y,6M,126,4622,2022-09-29,1.3974276781082153,0.8856284022331238
LSTM,1Y,6M,126,4632,2022-10-13,1.1187090873718262,0.6075448393821716
LSTM,1Y,6M,126,4642,2022-10-27,1.1802735328674316,0.7688397169113159
LSTM,1Y,6M,126,4652,2022-11-10,1.2302699089050293,0.8135567903518677
LSTM,1Y,6M,126,4662,2022-11-24,1.1452046632766724,0.6530842781066895
LSTM,1Y,6M,126,4672,2022-12-08,1.16560959815979,0.7351405620574951
LSTM,1Y,6M,126,4682,2022-12-22,0.9999169111251831,0.5953969955444336
LSTM,1Y,6M,126,4692,2023-01-06,0.921485185623169,0.5108650922775269
LSTM,1Y,6M,126,4702,2023-01-20,1.0625810623168945,0.6089606285095215
LSTM,1Y,6M,126,4712,2023-02-03,1.1233115196228027,0.5763238668441772
LSTM,1Y,6M,126,4722,2023-02-17,1.0393768548965454,0.5610930323600769
LSTM,1Y,6M,126,4732,2023-03-03,0.9888166189193726,0.5438337922096252
LSTM,1Y,6M,126,4742,2023-03-17,0.9526098370552063,0.6422117352485657
LSTM,1Y,6M,126,4752,2023-03-31,0.8017013669013977,0.46565234661102295
LSTM,1Y,6M,126,4762,2023-04-18,0.8364785313606262,0.49054262042045593
LSTM,1Y,6M,126,4772,2023-05-02,0.8893187046051025,0.5744706392288208
LSTM,1Y,6M,126,4782,2023-05-16,0.8706846833229065,0.49186211824417114
LSTM,1Y,6M,126,4792,2023-05-30,0.8601926565170288,0.5445159673690796
LSTM,1Y,6M,126,4802,2023-06-13,0.835914671421051,0.5600469708442688
LSTM,1Y,6M,126,4812,2023-06-27,0.8229101300239563,0.4344097673892975
LSTM,1Y,6M,126,4822,2023-07-11,0.7759010791778564,0.4156108498573303
LSTM,1Y,6M,126,4832,2023-07-25,0.8093145489692688,0.48741021752357483
LSTM,1Y,6M,126,4842,2023-08-08,0.7515652179718018,0.4238322973251343
LSTM,1Y,6M,126,4852,2023-08-22,0.8523212671279907,0.5672203898429871
LSTM,1Y,6M,126,4862,2023-09-05,0.7768959999084473,0.4900890588760376
LSTM,1Y,6M,126,4872,2023-09-19,0.7351008653640747,0.4614678621292114
LSTM,1Y,6M,126,4882,2023-10-03,0.7894161343574524,0.5005946159362793
LSTM,1Y,6M,126,4892,2023-10-17,0.7044889330863953,0.4275244176387787
LSTM,1Y,6M,126,4902,2023-10-31,0.741454005241394,0.4848404824733734
LSTM,1Y,6M,126,4912,2023-11-14,0.6445382833480835,0.41700559854507446
LSTM,1Y,6M,126,4922,2023-11-28,0.6625605821609497,0.44149699807167053
LSTM,1Y,6M,126,4932,2023-12-12,0.7831769585609436,0.5584522485733032
LSTM,1Y,6M,126,4942,2023-12-28,0.7602249979972839,0.49582400918006897
LSTM,1Y,6M,126,4952,2024-01-12,0.77494215965271,0.44194459915161133
LSTM,1Y,6M,126,4962,2024-01-26,0.7485266923904419,0.46802785992622375
LSTM,1Y,6M,126,4972,2024-02-09,0.8547536134719849,0.5077118277549744
LSTM,1Y,6M,126,4982,2024-02-23,0.8756518363952637,0.5501126050949097
LSTM,1Y,6M,126,4992,2024-03-08,0.894895076751709,0.5334997773170471
LSTM,1Y,6M,126,5002,2024-03-22,0.8842525482177734,0.5893461108207703
LSTM,1Y,6M,126,5012,2024-04-09,1.0214359760284424,0.7486804127693176
LSTM,1Y,6M,126,5022,2024-04-23,0.9726026058197021,0.6600398421287537
LSTM,1Y,6M,126,5032,2024-05-07,0.9402295351028442,0.6389466524124146
LSTM,1Y,6M,126,5042,2024-05-21,1.060570478439331,0.82525634765625
LSTM,1Y,6M,126,5052,2024-06-04,1.0177499055862427,0.7689876556396484
LSTM,1Y,6M,126,5062,2024-06-18,0.940360963344574,0.6961212158203125
LSTM,1Y,6M,126,5072,2024-07-02,0.9413975477218628,0.6798399686813354
LSTM,1Y,6M,126,5082,2024-07-16,0.9512056708335876,0.6618087291717529
LSTM,1Y,6M,126,5092,2024-07-30,0.9684042930603027,0.6606161594390869
LSTM,1Y,6M,126,5102,2024-08-13,0.8620280027389526,0.6450947523117065
LSTM,1Y,6M,126,5112,2024-08-27,0.9499968886375427,0.6798360347747803
LSTM,1Y,6M,126,5122,2024-09-10,0.942693829536438,0.6354833245277405
LSTM,1Y,6M,126,5132,2024-09-24,0.924389123916626,0.5627139806747437
LSTM,1Y,6M,126,5142,2024-10-08,1.1837226152420044,0.6773844957351685
LSTM,1Y,6M,126,5152,2024-10-22,1.2710798978805542,0.7307127118110657
LSTM,1Y,6M,126,5162,2024-11-05,1.2750828266143799,0.6546151041984558
LSTM,1Y,6M,126,5172,2024-11-19,1.254026174545288,0.6285843253135681
LSTM,1Y,6M,126,5182,2024-12-03,1.2437212467193604,0.5780667066574097
LSTM,1Y,6M,126,5192,2024-12-17,1.2839374542236328,0.6005821824073792
LSTM,1Y,6M,126,5202,2025-01-03,1.274882197380066,0.6248949766159058
LSTM,1Y,6M,126,5212,2025-01-17,1.257642149925232,0.6108051538467407
LSTM,1Y,6M,126,5222,2025-01-31,1.273024082183838,0.60252845287323
LSTM,1Y,6M,126,5232,2025-02-14,1.2956273555755615,0.6217088103294373
LSTM,1Y,6M,126,5242,2025-02-28,1.2677528858184814,0.6474303007125854
LSTM,1Y,6M,126,5252,2025-03-14,1.2946943044662476,0.5756148099899292
LSTM,1Y,6M,126,5262,2025-03-28,1.2082188129425049,0.5794867873191833
LSTM,1Y,6M,126,5272,2025-04-11,0.8856499791145325,0.483959823846817
LSTM,1Y,6M,126,5282,2025-04-29,0.9120301604270935,0.5492984652519226
LSTM,1Y,6M,126,5292,2025-05-13,0.8720991015434265,0.5997521281242371
LSTM,1Y,6M,126,5302,2025-05-27,0.9824419617652893,0.7195720076560974
LSTM,1Y,6M,126,5312,2025-06-10,1.1399000883102417,0.8014991879463196
LSTM,1Y,6M,126,5322,2025-06-24,0.8694328665733337,0.5935909748077393
LSTM,1Y,6M,126,5332,2025-07-08,0.9248329997062683,0.6454206705093384
LSTM,1Y,6M,126,5342,2025-07-22,0.8150893449783325,0.5195444226264954
LSTM,1Y,6M,126,5352,2025-08-05,0.7879008650779724,0.5162951350212097
LSTM,1Y,6M,126,5362,2025-08-19,0.8117141723632812,0.5314072370529175
MLP,1Y,2M,42,252,2005-09-14,0.9355522394180298,0.5699175000190735
MLP,1Y,2M,42,262,2005-09-28,0.8320817351341248,0.5184283256530762
MLP,1Y,2M,42,272,2005-10-12,1.059083104133606,0.6633127331733704
MLP,1Y,2M,42,282,2005-10-26,0.9205083847045898,0.5533639192581177
MLP,1Y,2M,42,292,2005-11-09,0.6906461119651794,0.43240034580230713
MLP,1Y,2M,42,302,2005-11-23,0.8298754096031189,0.5776562094688416
MLP,1Y,2M,42,312,2005-12-07,1.257106065750122,0.9856436848640442
MLP,1Y,2M,42,322,2005-12-21,0.8967977166175842,0.6970439553260803
MLP,1Y,2M,42,332,2006-01-05,0.8724555969238281,0.5814619660377502
MLP,1Y,2M,42,342,2006-01-19,0.7541642785072327,0.5518869161605835
MLP,1Y,2M,42,352,2006-02-02,0.7556070685386658,0.33109086751937866
MLP,1Y,2M,42,362,2006-02-16,1.050850510597229,0.7297885417938232
MLP,1Y,2M,42,372,2006-03-02,0.8426764011383057,0.7008534073829651
MLP,1Y,2M,42,382,2006-03-16,0.9626513719558716,0.6297019124031067
MLP,1Y,2M,42,392,2006-03-30,1.3072373867034912,0.6947123408317566
MLP,1Y,2M,42,402,2006-04-13,1.5494401454925537,1.1923824548721313
MLP,1Y,2M,42,412,2006-05-02,1.5064743757247925,1.0131161212921143
MLP,1Y,2M,42,422,2006-05-16,1.6039366722106934,1.2877963781356812
MLP,1Y,2M,42,432,2006-05-30,1.5528069734573364,1.0093036890029907
MLP,1Y,2M,42,442,2006-06-13,1.2420459985733032,0.7478157877922058
MLP,1Y,2M,42,452,2006-06-27,1.2108945846557617,0.9840574264526367
MLP,1Y,2M,42,462,2006-07-11,1.0970795154571533,0.7526217699050903
MLP,1Y,2M,42,472,2006-07-25,0.8546281456947327,0.6641718149185181
MLP,1Y,2M,42,482,2006-08-08,1.0449272394180298,0.8753611445426941
MLP,1Y,2M,42,492,2006-08-22,0.8304922580718994,0.47762584686279297
MLP,1Y,2M,42,502,2006-09-05,0.7073371410369873,0.4213624894618988
MLP,1Y,2M,42,512,2006-09-19,0.7097542881965637,0.40677857398986816
MLP,1Y,2M,42,522,2006-10-03,0.8033204674720764,0.6692132353782654
MLP,1Y,2M,42,532,2006-10-17,0.6929324269294739,0.42903393507003784
MLP,1Y,2M,42,542,2006-10-31,0.8010886907577515,0.6509265303611755
MLP,1Y,2M,42,552,2006-11-14,0.7462709546089172,0.6389999985694885
MLP,1Y,2M,42,562,2006-11-28,0.7727309465408325,0.5135964751243591
MLP,1Y,2M,42,572,2006-12-12,0.6979658007621765,0.5651061534881592
MLP,1Y,2M,42,582,2006-12-28,0.7793200612068176,0.4082053601741791
MLP,1Y,2M,42,592,2007-01-12,0.8685301542282104,0.5446079969406128
MLP,1Y,2M,42,602,2007-01-26,1.1756248474121094,0.6682724952697754
MLP,1Y,2M,42,612,2007-02-09,1.0396153926849365,0.5809878706932068
MLP,1Y,2M,42,622,2007-02-23,1.2027429342269897,0.7529975771903992
MLP,1Y,2M,42,632,2007-03-09,0.9565176367759705,0.48512449860572815
MLP,1Y,2M,42,642,2007-03-23,0.7471054792404175,0.4452105760574341
MLP,1Y,2M,42,652,2007-04-10,0.7742196917533875,0.5054519772529602
MLP,1Y,2M,42,662,2007-04-24,0.7484397292137146,0.5125769972801208
MLP,1Y,2M,42,672,2007-05-09,0.801286518573761,0.5608612895011902
MLP,1Y,2M,42,682,2007-05-23,1.0509202480316162,0.657825231552124
MLP,1Y,2M,42,692,2007-06-07,1.0859825611114502,0.828202486038208
MLP,1Y,2M,42,702,2007-06-21,1.4278777837753296,1.051239013671875
MLP,1Y,2M,42,712,2007-07-05,1.440506935119629,1.1213042736053467
MLP,1Y,2M,42,722,2007-07-19,1.471548318862915,1.2838279008865356
MLP,1Y,2M,42,732,2007-08-02,1.4251551628112793,0.8550794124603271
MLP,1Y,2M,42,742,2007-08-16,1.2841780185699463,1.0102585554122925
MLP,1Y,2M,42,752,2007-08-30,1.0571225881576538,0.5488924384117126
MLP,1Y,2M,42,762,2007-09-13,0.9691759943962097,0.6150903701782227
MLP,1Y,2M,42,772,2007-09-27,0.9107621908187866,0.5666952133178711
MLP,1Y,2M,42,782,2007-10-11,1.0783249139785767,0.7019584774971008
MLP,1Y,2M,42,792,2007-10-25,1.2120356559753418,0.8439903855323792
MLP,1Y,2M,42,802,2007-11-08,1.2867934703826904,1.017235517501831
MLP,1Y,2M,42,812,2007-11-22,2.1833949089050293,0.9944620728492737
MLP,1Y,2M,42,822,2007-12-06,2.2184529304504395,0.8301191329956055
MLP,1Y,2M,42,832,2007-12-20,2.1898317337036133,0.8800811171531677
MLP,1Y,2M,42,842,2008-01-09,2.3713459968566895,1.4017491340637207
MLP,1Y,2M,42,852,2008-01-23,2.047942876815796,1.1864359378814697
MLP,1Y,2M,42,862,2008-02-06,1.6112475395202637,1.2099930047988892
MLP,1Y,2M,42,872,2008-02-20,1.596321940422058,1.0540432929992676
MLP,1Y,2M,42,882,2008-03-05,1.747814416885376,1.0081089735031128
MLP,1Y,2M,42,892,2008-03-19,1.4012333154678345,0.7303488254547119
MLP,1Y,2M,42,902,2008-04-04,1.0328963994979858,0.7171266078948975
MLP,1Y,2M,42,912,2008-04-18,0.899067223072052,0.6700321435928345
MLP,1Y,2M,42,922,2008-05-02,1.4961237907409668,0.8807480931282043
MLP,1Y,2M,42,932,2008-05-16,1.4002429246902466,0.970600962638855
MLP,1Y,2M,42,942,2008-05-30,1.41555655002594,1.1298153400421143
MLP,1Y,2M,42,952,2008-06-13,1.783784031867981,1.2392281293869019
MLP,1Y,2M,42,962,2008-06-27,1.8069214820861816,1.2102537155151367
MLP,1Y,2M,42,972,2008-07-11,1.6093919277191162,1.188272476196289
MLP,1Y,2M,42,982,2008-07-25,2.1298389434814453,1.2584054470062256
MLP,1Y,2M,42,992,2008-08-08,2.6330196857452393,1.4600895643234253
MLP,1Y,2M,42,1002,2008-08-22,3.891479253768921,2.039933681488037
MLP,1Y,2M,42,1012,2008-09-05,4.292492866516113,2.4873287677764893
MLP,1Y,2M,42,1022,2008-09-19,4.244469165802002,3.034658432006836
MLP,1Y,2M,42,1032,2008-10-03,4.667264461517334,3.006683588027954
MLP,1Y,2M,42,1042,2008-10-17,4.057950019836426,2.285568952560425
MLP,1Y,2M,42,1052,2008-10-31,3.9126217365264893,2.7786760330200195
MLP,1Y,2M,42,1062,2008-11-14,5.157561302185059,3.7943387031555176
MLP,1Y,2M,42,1072,2008-11-28,3.843604803085327,2.4637091159820557
MLP,1Y,2M,42,1082,2008-12-12,2.7318108081817627,1.3235487937927246
MLP,1Y,2M,42,1092,2008-12-30,3.2347168922424316,2.3224353790283203
MLP,1Y,2M,42,1102,2009-01-14,2.695596933364868,1.546125054359436
MLP,1Y,2M,42,1112,2009-01-28,2.7463276386260986,2.204390287399292
MLP,1Y,2M,42,1122,2009-02-11,2.7404651641845703,1.280122995376587
MLP,1Y,2M,42,1132,2009-02-25,2.6661298274993896,1.502541422843933
MLP,1Y,2M,42,1142,2009-03-11,2.431213855743408,1.531518578529358
MLP,1Y,2M,42,1152,2009-03-25,2.0237176418304443,1.3944615125656128
MLP,1Y,2M,42,1162,2009-04-08,1.6373056173324585,1.1348367929458618
MLP,1Y,2M,42,1172,2009-04-24,1.6875724792480469,1.059437870979309
MLP,1Y,2M,42,1182,2009-05-08,1.7475477457046509,0.9604495167732239
MLP,1Y,2M,42,1192,2009-05-22,1.5943636894226074,0.8493914604187012
MLP,1Y,2M,42,1202,2009-06-05,1.5765907764434814,1.0543901920318604
MLP,1Y,2M,42,1212,2009-06-19,1.48170804977417,0.9970781207084656
MLP,1Y,2M,42,1222,2009-07-03,1.452008843421936,1.0532158613204956
MLP,1Y,2M,42,1232,2009-07-17,1.307619333267212,0.9765914082527161
MLP,1Y,2M,42,1242,2009-07-31,1.262483835220337,0.8359367847442627
MLP,1Y,2M,42,1252,2009-08-14,1.3325562477111816,0.8469864726066589
MLP,1Y,2M,42,1262,2009-08-28,1.431231141090393,1.1056078672409058
MLP,1Y,2M,42,1272,2009-09-11,1.3912609815597534,0.9493449926376343
MLP,1Y,2M,42,1282,2009-09-25,1.450695514678955,0.9844726920127869
MLP,1Y,2M,42,1292,2009-10-09,1.5287103652954102,1.2156014442443848
MLP,1Y,2M,42,1302,2009-10-23,1.405177354812622,1.1141518354415894
MLP,1Y,2M,42,1312,2009-11-06,1.2798231840133667,0.6946874260902405
MLP,1Y,2M,42,1322,2009-11-20,1.304068922996521,0.7651476860046387
MLP,1Y,2M,42,1332,2009-12-04,1.2398831844329834,0.8527910113334656
MLP,1Y,2M,42,1342,2009-12-18,1.2744052410125732,0.8005784153938293
MLP,1Y,2M,42,1352,2010-01-05,1.363136649131775,1.11561918258667
MLP,1Y,2M,42,1362,2010-01-19,1.3402695655822754,0.9894707202911377
MLP,1Y,2M,42,1372,2010-02-02,1.3228752613067627,1.0414118766784668
MLP,1Y,2M,42,1382,2010-02-16,1.1455283164978027,0.7495102286338806
MLP,1Y,2M,42,1392,2010-03-02,1.292081594467163,0.8304139375686646
MLP,1Y,2M,42,1402,2010-03-16,2.32232403755188,0.7846729159355164
MLP,1Y,2M,42,1412,2010-03-30,2.6060962677001953,1.3828258514404297
MLP,1Y,2M,42,1422,2010-04-15,2.8670895099639893,1.5843281745910645
MLP,1Y,2M,42,1432,2010-04-29,2.5255067348480225,1.4389604330062866
MLP,1Y,2M,42,1442,2010-05-13,1.8311949968338013,1.4320722818374634
MLP,1Y,2M,42,1452,2010-05-27,1.7634018659591675,1.243552803993225
MLP,1Y,2M,42,1462,2010-06-10,1.5610986948013306,0.8663849830627441
MLP,1Y,2M,42,1472,2010-06-24,1.8386824131011963,1.2292721271514893
MLP,1Y,2M,42,1482,2010-07-08,1.7100573778152466,1.1587121486663818
MLP,1Y,2M,42,1492,2010-07-22,1.7662078142166138,1.4440064430236816
MLP,1Y,2M,42,1502,2010-08-05,1.4875386953353882,1.0158329010009766
MLP,1Y,2M,42,1512,2010-08-19,1.3663641214370728,0.8810960054397583
MLP,1Y,2M,42,1522,2010-09-02,1.3248172998428345,0.9550944566726685
