model,train_years,horizon,horizon_days,checkpoint_index,checkpoint_date,rmse,rmdse
LSTM,10Y,6M,126,4470,2022-02-25,1.627873182296753,0.9102804064750671
LSTM,10Y,6M,126,4480,2022-03-11,1.5071558952331543,0.9789295196533203
LSTM,10Y,6M,126,4490,2022-03-25,1.3725067377090454,0.9387327432632446
LSTM,10Y,6M,126,4500,2022-04-08,1.4048032760620117,0.994411051273346
LSTM,10Y,6M,126,4510,2022-04-26,1.4105349779129028,0.9582010507583618
LSTM,10Y,6M,126,4520,2022-05-10,1.4124425649642944,0.8614060282707214
LSTM,10Y,6M,126,4530,2022-05-24,1.3393371105194092,0.7939652800559998
LSTM,10Y,6M,126,4540,2022-06-07,1.3755236864089966,0.8203944563865662
LSTM,10Y,6M,126,4550,2022-06-21,1.202294111251831,0.6395311951637268
LSTM,10Y,6M,126,4560,2022-07-05,1.2083827257156372,0.6883188486099243
LSTM,10Y,6M,126,4570,2022-07-19,1.2694759368896484,0.7619405388832092
LSTM,10Y,6M,126,4580,2022-08-02,1.158669352531433,0.5991993546485901
LSTM,10Y,6M,126,4590,2022-08-16,1.1454823017120361,0.6983606815338135
LSTM,10Y,6M,126,4600,2022-08-30,1.1355475187301636,0.5997523665428162
LSTM,10Y,6M,126,4610,2022-09-13,1.0696498155593872,0.617255449295044
LSTM,10Y,6M,126,4620,2022-09-27,1.4723622798919678,0.9581372737884521
LSTM,10Y,6M,126,4630,2022-10-11,1.2295289039611816,0.8460423350334167
LSTM,10Y,6M,126,4640,2022-10-25,1.0987762212753296,0.6109074354171753
LSTM,10Y,6M,126,4650,2022-11-08,1.1057825088500977,0.6312248706817627
LSTM,10Y,6M,126,4660,2022-11-22,1.096527338027954,0.6161268353462219
LSTM,10Y,6M,126,4670,2022-12-06,1.226476788520813,0.8613641262054443
LSTM,10Y,6M,126,4680,2022-12-20,1.1286262273788452,0.8137137293815613
LSTM,10Y,6M,126,4690,2023-01-04,0.9789332151412964,0.5617318153381348
LSTM,10Y,6M,126,4700,2023-01-18,0.9766212105751038,0.5164470076560974
LSTM,10Y,6M,126,4710,2023-02-01,1.0467097759246826,0.5771075487136841
LSTM,10Y,6M,126,4720,2023-02-15,0.9978026747703552,0.4907449781894684
LSTM,10Y,6M,126,4730,2023-03-01,1.003901720046997,0.5658843517303467
LSTM,10Y,6M,126,4740,2023-03-15,0.843539297580719,0.5145276188850403
LSTM,10Y,6M,126,4750,2023-03-29,0.8218653202056885,0.4933149814605713
LSTM,10Y,6M,126,4760,2023-04-14,0.8261905312538147,0.5026057958602905
LSTM,10Y,6M,126,4770,2023-04-28,0.862672746181488,0.5044311881065369
LSTM,10Y,6M,126,4780,2023-05-12,0.8698650598526001,0.540668249130249
LSTM,10Y,6M,126,4790,2023-05-26,0.8576136231422424,0.57193523645401
LSTM,10Y,6M,126,4800,2023-06-09,0.8344966769218445,0.4715304672718048
LSTM,10Y,6M,126,4810,2023-06-23,0.8253356218338013,0.4798484146595001
LSTM,10Y,6M,126,4820,2023-07-07,0.7843753695487976,0.44579219818115234
LSTM,10Y,6M,126,4830,2023-07-21,0.7937077879905701,0.4548541307449341
LSTM,10Y,6M,126,4840,2023-08-04,0.7491843104362488,0.4204278290271759
LSTM,10Y,6M,126,4850,2023-08-18,0.7404282689094543,0.42511674761772156
LSTM,10Y,6M,126,4860,2023-09-01,0.719062864780426,0.4393722414970398
LSTM,10Y,6M,126,4870,2023-09-15,0.7301908731460571,0.4602331519126892
LSTM,10Y,6M,126,4880,2023-09-29,0.7063597440719604,0.43109428882598877
LSTM,10Y,6M,126,4890,2023-10-13,0.6508755087852478,0.4000813961029053
LSTM,10Y,6M,126,4900,2023-10-27,0.692484974861145,0.38367336988449097
LSTM,10Y,6M,126,4910,2023-11-10,0.6477791666984558,0.39030852913856506
LSTM,10Y,6M,126,4920,2023-11-24,0.6399655342102051,0.44720539450645447
LSTM,10Y,6M,126,4930,2023-12-08,0.6480230689048767,0.36869803071022034
LSTM,10Y,6M,126,4940,2023-12-22,0.7350273728370667,0.46803462505340576
LSTM,10Y,6M,126,4950,2024-01-10,0.7335347533226013,0.44982755184173584
LSTM,10Y,6M,126,4960,2024-01-24,0.7412242293357849,0.45830899477005005
LSTM,10Y,6M,126,4970,2024-02-07,0.8312073945999146,0.48846665024757385
LSTM,10Y,6M,126,4980,2024-02-21,0.8629308342933655,0.4780893623828888
LSTM,10Y,6M,126,4990,2024-03-06,0.8601744174957275,0.5157642960548401
LSTM,10Y,6M,126,5000,2024-03-20,0.8798747062683105,0.5471737384796143
LSTM,10Y,6M,126,5010,2024-04-05,0.9298324584960938,0.5524566173553467
LSTM,10Y,6M,126,5020,2024-04-19,0.9274195432662964,0.5843225717544556
LSTM,10Y,6M,126,5030,2024-05-03,0.9336232542991638,0.6078228950500488
LSTM,10Y,6M,126,5040,2024-05-17,0.9635881185531616,0.6332401633262634
LSTM,10Y,6M,126,5050,2024-05-31,1.0098673105239868,0.6706019639968872
LSTM,10Y,6M,126,5060,2024-06-14,0.961513102054596,0.616450846195221
LSTM,10Y,6M,126,5070,2024-06-28,0.9461432695388794,0.630401074886322
LSTM,10Y,6M,126,5080,2024-07-12,0.9621686339378357,0.5770843029022217
LSTM,10Y,6M,126,5090,2024-07-26,0.945871889591217,0.5634930729866028
LSTM,10Y,6M,126,5100,2024-08-09,0.868736743927002,0.5924410223960876
LSTM,10Y,6M,126,5110,2024-08-23,0.8690246939659119,0.6293759942054749
LSTM,10Y,6M,126,5120,2024-09-06,0.910861074924469,0.5993999242782593
LSTM,10Y,6M,126,5130,2024-09-20,0.9127898216247559,0.5808612108230591
LSTM,10Y,6M,126,5140,2024-10-04,0.9659601449966431,0.6271383762359619
LSTM,10Y,6M,126,5150,2024-10-18,1.258175253868103,0.66457599401474
LSTM,10Y,6M,126,5160,2024-11-01,1.2795970439910889,0.6350036263465881
LSTM,10Y,6M,126,5170,2024-11-15,1.2465089559555054,0.6096047759056091
LSTM,10Y,6M,126,5180,2024-11-29,1.250490427017212,0.5741483569145203
LSTM,10Y,6M,126,5190,2024-12-13,1.2432804107666016,0.6168139576911926
LSTM,10Y,6M,126,5200,2024-12-31,1.280826210975647,0.6218518614768982
LSTM,10Y,6M,126,5210,2025-01-15,1.2827471494674683,0.6223354339599609
LSTM,10Y,6M,126,5220,2025-01-29,1.244388461112976,0.6013169288635254
LSTM,10Y,6M,126,5230,2025-02-12,1.3172261714935303,0.6508394479751587
LSTM,10Y,6M,126,5240,2025-02-26,1.2722187042236328,0.61603844165802
LSTM,10Y,6M,126,5250,2025-03-12,1.2315945625305176,0.6031398773193359
LSTM,10Y,6M,126,5260,2025-03-26,1.216965913772583,0.4859541654586792
LSTM,10Y,6M,126,5270,2025-04-09,1.0181725025177002,0.45581769943237305
LSTM,10Y,6M,126,5280,2025-04-25,0.8080412745475769,0.44946542382240295
LSTM,10Y,6M,126,5290,2025-05-09,0.7772035598754883,0.4874814748764038
LSTM,10Y,6M,126,5300,2025-05-23,0.7959569692611694,0.4821578860282898
LSTM,10Y,6M,126,5310,2025-06-06,0.8181261420249939,0.5122693181037903
LSTM,10Y,6M,126,5320,2025-06-20,0.795676589012146,0.5311093926429749
LSTM,10Y,6M,126,5330,2025-07-04,0.7730752229690552,0.4546221196651459
LSTM,10Y,6M,126,5340,2025-07-18,0.7711029648780823,0.4318518340587616
LSTM,10Y,6M,126,5350,2025-08-01,0.7299190163612366,0.4619901478290558
LSTM,10Y,6M,126,5360,2025-08-15,0.7580198645591736,0.509040117263794
LSTM,10Y,6M,126,5370,2025-08-29,0.7557680010795593,0.5249700546264648
MLP,10Y,2M,42,2520,2014-07-24,0.8723278641700745,0.7098337411880493
MLP,10Y,2M,42,2530,2014-08-07,1.1336854696273804,0.704799473285675
MLP,10Y,2M,42,2540,2014-08-21,1.2252089977264404,0.8967252969741821
MLP,10Y,2M,42,2550,2014-09-04,1.2982733249664307,0.8100252151489258
MLP,10Y,2M,42,2560,2014-09-18,1.3298181295394897,0.9442948698997498
MLP,10Y,2M,42,2570,2014-10-02,1.3311419486999512,0.780593991279602
MLP,10Y,2M,42,2580,2014-10-16,1.425654649734497,0.7492672204971313
MLP,10Y,2M,42,2590,2014-10-30,1.4238083362579346,0.6044589281082153
MLP,10Y,2M,42,2600,2014-11-13,1.748633861541748,1.0518481731414795
MLP,10Y,2M,42,2610,2014-11-27,1.7352759838104248,1.0351818799972534
MLP,10Y,2M,42,2620,2014-12-11,1.7247992753982544,1.2355743646621704
MLP,10Y,2M,42,2630,2014-12-29,1.440451741218567,0.9584499597549438
MLP,10Y,2M,42,2640,2015-01-13,1.012645959854126,0.6181203126907349
MLP,10Y,2M,42,2650,2015-01-27,1.132636308670044,0.8090036511421204
MLP,10Y,2M,42,2660,2015-02-10,0.98048996925354,0.6838071346282959
MLP,10Y,2M,42,2670,2015-02-24,1.0279535055160522,0.7660127282142639
MLP,10Y,2M,42,2680,2015-03-10,1.257244348526001,0.8410686254501343
MLP,10Y,2M,42,2690,2015-03-24,1.180650234222412,0.8564996719360352
MLP,10Y,2M,42,2700,2015-04-09,1.3741754293441772,0.9466322660446167
MLP,10Y,2M,42,2710,2015-04-23,1.4002673625946045,0.7539507150650024
MLP,10Y,2M,42,2720,2015-05-07,1.5402415990829468,0.8606019020080566
MLP,10Y,2M,42,2730,2015-05-21,1.6238508224487305,1.0468069314956665
MLP,10Y,2M,42,2740,2015-06-04,1.645894169807434,0.8689948916435242
MLP,10Y,2M,42,2750,2015-06-18,1.6197044849395752,0.8995689153671265
MLP,10Y,2M,42,2760,2015-07-02,1.8667362928390503,0.9575245976448059
MLP,10Y,2M,42,2770,2015-07-16,1.9269475936889648,1.060477375984192
MLP,10Y,2M,42,2780,2015-07-30,2.1813771724700928,1.485482096672058
MLP,10Y,2M,42,2790,2015-08-13,2.1835505962371826,1.4897561073303223
MLP,10Y,2M,42,2800,2015-08-27,1.7045960426330566,1.0683438777923584
MLP,10Y,2M,42,2810,2015-09-10,1.4458645582199097,0.918368935585022
MLP,10Y,2M,42,2820,2015-09-24,1.2489932775497437,0.7610600590705872
MLP,10Y,2M,42,2830,2015-10-08,1.172330617904663,0.6808058619499207
MLP,10Y,2M,42,2840,2015-10-22,1.3297626972198486,0.7763025760650635
MLP,10Y,2M,42,2850,2015-11-05,1.4925206899642944,0.9045702815055847
MLP,10Y,2M,42,2860,2015-11-19,1.678238868713379,1.126004934310913
MLP,10Y,2M,42,2870,2015-12-03,1.743361473083496,1.2354772090911865
MLP,10Y,2M,42,2880,2015-12-17,1.9405176639556885,1.5159460306167603
MLP,10Y,2M,42,2890,2016-01-04,1.9390530586242676,1.5942085981369019
MLP,10Y,2M,42,2900,2016-01-18,1.9058489799499512,1.5568004846572876
MLP,10Y,2M,42,2910,2016-02-01,1.6637698411941528,0.9933168888092041
MLP,10Y,2M,42,2920,2016-02-15,1.5644968748092651,1.1032804250717163
MLP,10Y,2M,42,2930,2016-02-29,1.2842122316360474,0.685730516910553
MLP,10Y,2M,42,2940,2016-03-14,1.172700047492981,0.6733604073524475
MLP,10Y,2M,42,2950,2016-03-30,1.318140983581543,0.7441287040710449
MLP,10Y,2M,42,2960,2016-04-13,1.1833451986312866,0.6175894737243652
MLP,10Y,2M,42,2970,2016-04-27,1.8862966299057007,0.9118081331253052
MLP,10Y,2M,42,2980,2016-05-11,1.9191209077835083,1.089906096458435
MLP,10Y,2M,42,2990,2016-05-25,1.9024566411972046,1.1267273426055908
MLP,10Y,2M,42,3000,2016-06-08,1.9330638647079468,1.0253204107284546
MLP,10Y,2M,42,3010,2016-06-22,1.806431531906128,0.9741327166557312
MLP,10Y,2M,42,3020,2016-07-06,1.0146456956863403,0.6010614037513733
MLP,10Y,2M,42,3030,2016-07-20,0.9371228814125061,0.648842990398407
MLP,10Y,2M,42,3040,2016-08-03,0.9633213877677917,0.5554665327072144
MLP,10Y,2M,42,3050,2016-08-17,1.007629156112671,0.7031157612800598
MLP,10Y,2M,42,3060,2016-08-31,0.915282666683197,0.578144371509552
MLP,10Y,2M,42,3070,2016-09-14,0.952048659324646,0.616493284702301
MLP,10Y,2M,42,3080,2016-09-28,0.774711549282074,0.474651038646698
MLP,10Y,2M,42,3090,2016-10-12,0.8690007328987122,0.5553474426269531
MLP,10Y,2M,42,3100,2016-10-26,0.8552061319351196,0.6399917006492615
MLP,10Y,2M,42,3110,2016-11-09,0.7477207183837891,0.5771706700325012
MLP,10Y,2M,42,3120,2016-11-23,0.8960942625999451,0.5471144318580627
MLP,10Y,2M,42,3130,2016-12-07,0.7719524502754211,0.5226678848266602
MLP,10Y,2M,42,3140,2016-12-21,0.6171411275863647,0.3126181960105896
MLP,10Y,2M,42,3150,2017-01-05,0.7493115663528442,0.49725770950317383
MLP,10Y,2M,42,3160,2017-01-19,0.6479518413543701,0.3859350383281708
MLP,10Y,2M,42,3170,2017-02-02,0.6172942519187927,0.3812452554702759
MLP,10Y,2M,42,3180,2017-02-16,0.5685572624206543,0.33694642782211304
MLP,10Y,2M,42,3190,2017-03-02,0.8520336747169495,0.4479796290397644
MLP,10Y,2M,42,3200,2017-03-16,0.8614391088485718,0.503395676612854
MLP,10Y,2M,42,3210,2017-03-30,0.8220205903053284,0.3738164007663727
MLP,10Y,2M,42,3220,2017-04-13,0.8758467435836792,0.41887587308883667
MLP,10Y,2M,42,3230,2017-05-01,0.6195561289787292,0.4379768371582031
MLP,10Y,2M,42,3240,2017-05-15,0.7149385213851929,0.5038872957229614
MLP,10Y,2M,42,3250,2017-05-29,0.7584291100502014,0.4698578417301178
MLP,10Y,2M,42,3260,2017-06-12,0.707693874835968,0.46694356203079224
MLP,10Y,2M,42,3270,2017-06-26,0.7736667990684509,0.6031593084335327
MLP,10Y,2M,42,3280,2017-07-10,0.7077470421791077,0.5218105912208557
MLP,10Y,2M,42,3290,2017-07-24,0.624035120010376,0.5059834718704224
MLP,10Y,2M,42,3300,2017-08-07,0.5987752079963684,0.39175161719322205
MLP,10Y,2M,42,3310,2017-08-21,0.5000191926956177,0.3299267888069153
MLP,10Y,2M,42,3320,2017-09-04,0.49194055795669556,0.2658208906650543
MLP,10Y,2M,42,3330,2017-09-18,0.48569396138191223,0.32133668661117554
MLP,10Y,2M,42,3340,2017-10-02,0.5046141147613525,0.37027138471603394
MLP,10Y,2M,42,3350,2017-10-16,0.5174426436424255,0.3690541386604309
MLP,10Y,2M,42,3360,2017-10-30,0.6095765829086304,0.4580623507499695
MLP,10Y,2M,42,3370,2017-11-13,0.6649571657180786,0.4326147139072418
MLP,10Y,2M,42,3380,2017-11-27,0.6521309614181519,0.42677590250968933
MLP,10Y,2M,42,3390,2017-12-11,0.9977654218673706,0.4786094129085541
MLP,10Y,2M,42,3400,2017-12-27,0.9164955019950867,0.48668456077575684
MLP,10Y,2M,42,3410,2018-01-11,0.9669716954231262,0.5556561946868896
MLP,10Y,2M,42,3420,2018-01-25,1.0854895114898682,0.7825681567192078
MLP,10Y,2M,42,3430,2018-02-08,0.971000611782074,0.6160082817077637
MLP,10Y,2M,42,3440,2018-02-22,0.9146933555603027,0.5265124440193176
MLP,10Y,2M,42,3450,2018-03-08,0.7603697180747986,0.5160098075866699
MLP,10Y,2M,42,3460,2018-03-22,0.6989535093307495,0.4875499904155731
MLP,10Y,2M,42,3470,2018-04-09,0.6700485944747925,0.42321884632110596
MLP,10Y,2M,42,3480,2018-04-23,0.7374617457389832,0.5319373607635498
MLP,10Y,2M,42,3490,2018-05-07,0.7791455388069153,0.45185789465904236
MLP,10Y,2M,42,3500,2018-05-21,0.9117587208747864,0.5366688966751099
MLP,10Y,2M,42,3510,2018-06-04,0.7520802021026611,0.6119324564933777
MLP,10Y,2M,42,3520,2018-06-18,0.7763317823410034,0.5772942900657654
MLP,10Y,2M,42,3530,2018-07-02,0.7108013033866882,0.38666972517967224
MLP,10Y,2M,42,3540,2018-07-16,0.7150655388832092,0.494523823261261
MLP,10Y,2M,42,3550,2018-07-30,0.6744686961174011,0.3659510314464569
MLP,10Y,2M,42,3560,2018-08-13,0.709338903427124,0.4615632891654968
MLP,10Y,2M,42,3570,2018-08-27,0.8698947429656982,0.5862804651260376
MLP,10Y,2M,42,3580,2018-09-10,0.8377697467803955,0.49766868352890015
MLP,10Y,2M,42,3590,2018-09-24,0.9199910163879395,0.6694585680961609
MLP,10Y,2M,42,3600,2018-10-08,0.9140000939369202,0.7472983002662659
MLP,10Y,2M,42,3610,2018-10-22,1.0089651346206665,0.6977720856666565
MLP,10Y,2M,42,3620,2018-11-05,1.1605132818222046,0.8748266100883484
MLP,10Y,2M,42,3630,2018-11-19,1.1672128438949585,0.8177078366279602
MLP,10Y,2M,42,3640,2018-12-03,1.0335874557495117,0.4538365304470062
MLP,10Y,2M,42,3650,2018-12-17,0.9734734296798706,0.4088161885738373
MLP,10Y,2M,42,3660,2019-01-03,0.849955677986145,0.3996352255344391
MLP,10Y,2M,42,3670,2019-01-17,0.7954485416412354,0.37227609753608704
MLP,10Y,2M,42,3680,2019-01-31,0.7720158696174622,0.44035276770591736
MLP,10Y,2M,42,3690,2019-02-14,0.6793089509010315,0.3713579475879669
MLP,10Y,2M,42,3700,2019-02-28,0.6401961445808411,0.36869147419929504
MLP,10Y,2M,42,3710,2019-03-14,0.7397025227546692,0.3245277404785156
MLP,10Y,2M,42,3720,2019-03-28,0.8537046909332275,0.4784751534461975
MLP,10Y,2M,42,3730,2019-04-11,0.8450018167495728,0.40207645297050476
MLP,10Y,2M,42,3740,2019-04-29,0.886894941329956,0.5399042367935181
MLP,10Y,2M,42,3750,2019-05-13,0.8435664772987366,0.540934145450592
MLP,10Y,2M,42,3760,2019-05-27,0.660444438457489,0.44331425428390503
MLP,10Y,2M,42,3770,2019-06-10,0.8837682604789734,0.4202277362346649
MLP,10Y,2M,42,3780,2019-06-24,0.9425995349884033,0.47191861271858215
MLP,10Y,2M,42,3790,2019-07-08,1.0197519063949585,0.5377106070518494
MLP,10Y,2M,42,3800,2019-07-22,1.0177663564682007,0.5111898183822632
MLP,10Y,2M,42,3810,2019-08-05,0.9793888926506042,0.6898471713066101
MLP,10Y,2M,42,3820,2019-08-19,0.9389795064926147,0.6133358478546143
MLP,10Y,2M,42,3830,2019-09-02,0.8703646063804626,0.4832940101623535
MLP,10Y,2M,42,3840,2019-09-16,0.8720012307167053,0.44724252820014954
MLP,10Y,2M,42,3850,2019-09-30,0.8133805990219116,0.29955488443374634
MLP,10Y,2M,42,3860,2019-10-14,0.5967879295349121,0.3566471040248871
MLP,10Y,2M,42,3870,2019-10-28,0.6364337801933289,0.38579261302948
MLP,10Y,2M,42,3880,2019-11-11,0.6543807983398438,0.36867085099220276
MLP,10Y,2M,42,3890,2019-11-25,0.8379335999488831,0.5111860632896423
MLP,10Y,2M,42,3900,2019-12-09,0.8846080899238586,0.4399195611476898
MLP,10Y,2M,42,3910,2019-12-23,1.0537869930267334,0.5272120833396912
MLP,10Y,2M,42,3920,2020-01-09,2.088982105255127,0.8050051331520081
MLP,10Y,2M,42,3930,2020-01-23,3.140794277191162,1.207118034362793
MLP,10Y,2M,42,3940,2020-02-06,3.804119825363159,1.674079418182373
MLP,10Y,2M,42,3950,2020-02-20,4.042237758636475,1.6474642753601074
MLP,10Y,2M,42,3960,2020-03-05,4.101597785949707,2.9725263118743896
MLP,10Y,2M,42,3970,2020-03-19,3.11251163482666,2.0319666862487793
MLP,10Y,2M,42,3980,2020-04-02,2.9034276008605957,1.8374733924865723
MLP,10Y,2M,42,3990,2020-04-20,2.6173055171966553,1.4452217817306519
MLP,10Y,2M,42,4000,2020-05-04,2.012784719467163,1.0590882301330566
MLP,10Y,2M,42,4010,2020-05-18,1.732938528060913,0.9885916113853455
MLP,10Y,2M,42,4020,2020-06-01,1.6365232467651367,0.7767837047576904
MLP,10Y,2M,42,4030,2020-06-15,1.3456755876541138,0.8488902449607849
MLP,10Y,2M,42,4040,2020-06-29,1.1976042985916138,0.7255202531814575
MLP,10Y,2M,42,4050,2020-07-13,1.3026564121246338,0.7944403290748596
MLP,10Y,2M,42,4060,2020-07-27,1.3075486421585083,0.6919564008712769
MLP,10Y,2M,42,4070,2020-08-10,1.2264348268508911,0.8139911890029907
MLP,10Y,2M,42,4080,2020-08-24,1.1629109382629395,0.6131495237350464
MLP,10Y,2M,42,4090,2020-09-07,1.4143049716949463,0.7033595442771912
MLP,10Y,2M,42,4100,2020-09-21,1.5627129077911377,0.6522603034973145
MLP,10Y,2M,42,4110,2020-10-05,1.5188730955123901,0.5863374471664429
MLP,10Y,2M,42,4120,2020-10-19,1.5005545616149902,0.535339891910553
MLP,10Y,2M,42,4130,2020-11-02,1.384160041809082,0.6090682744979858
MLP,10Y,2M,42,4140,2020-11-16,0.830044686794281,0.48904848098754883
MLP,10Y,2M,42,4150,2020-11-30,0.9503344297409058,0.4958273768424988
MLP,10Y,2M,42,4160,2020-12-14,0.9642554521560669,0.5594207644462585
MLP,10Y,2M,42,4170,2020-12-29,0.8360402584075928,0.5391262173652649
MLP,10Y,2M,42,4180,2021-01-13,0.9342597126960754,0.4826028645038605
MLP,10Y,2M,42,4190,2021-01-27,0.8519169688224792,0.4740961492061615
MLP,10Y,2M,42,4200,2021-02-10,0.7295701503753662,0.41694095730781555
MLP,10Y,2M,42,4210,2021-02-24,0.7301296591758728,0.3267485797405243
MLP,10Y,2M,42,4220,2021-03-10,0.7592747807502747,0.36827966570854187
MLP,10Y,2M,42,4230,2021-03-24,0.8688439130783081,0.36701199412345886
MLP,10Y,2M,42,4240,2021-04-09,0.8805209994316101,0.485615074634552
MLP,10Y,2M,42,4250,2021-04-23,0.841230571269989,0.3225410580635071
MLP,10Y,2M,42,4260,2021-05-07,0.7963622212409973,0.3043651282787323
MLP,10Y,2M,42,4270,2021-05-21,0.8748623132705688,0.4413512647151947
MLP,10Y,2M,42,4280,2021-06-04,0.9421937465667725,0.5463919639587402
MLP,10Y,2M,42,4290,2021-06-18,0.9245051145553589,0.4885633587837219
MLP,10Y,2M,42,4300,2021-07-02,0.9058237075805664,0.5175163149833679
MLP,10Y,2M,42,4310,2021-07-16,0.8027835488319397,0.434780478477478
MLP,10Y,2M,42,4320,2021-07-30,0.8673351407051086,0.5074638724327087
MLP,10Y,2M,42,4330,2021-08-13,0.9911220073699951,0.6752838492393494
MLP,10Y,2M,42,4340,2021-08-27,1.0027586221694946,0.6961860060691833
MLP,10Y,2M,42,4350,2021-09-10,0.9509998559951782,0.6205607056617737
MLP,10Y,2M,42,4360,2021-09-24,0.8242153525352478,0.45001494884490967
MLP,10Y,2M,42,4370,2021-10-08,1.1652623414993286,0.36238425970077515
MLP,10Y,2M,42,4380,2021-10-22,1.246881365776062,0.461874783039093
MLP,10Y,2M,42,4390,2021-11-05,1.3142813444137573,0.5074867606163025
MLP,10Y,2M,42,4400,2021-11-19,1.3842774629592896,0.8369771838188171
MLP,10Y,2M,42,4410,2021-12-03,1.2856823205947876,0.7857829928398132
MLP,10Y,2M,42,4420,2021-12-17,1.248226523399353,0.9374768733978271
MLP,10Y,2M,42,4430,2021-12-31,1.6258013248443604,1.0540144443511963
MLP,10Y,2M,42,4440,2022-01-14,2.2201390266418457,1.2080894708633423
MLP,10Y,2M,42,4450,2022-01-28,2.3059988021850586,1.1615118980407715
MLP,10Y,2M,42,4460,2022-02-11,2.24080228805542,1.1392028331756592
MLP,10Y,2M,42,4470,2022-02-25,2.1916608810424805,1.1242202520370483
MLP,10Y,2M,42,4480,2022-03-11,1.6210360527038574,1.0576729774475098
MLP,10Y,2M,42,4490,2022-03-25,1.5302881002426147,1.0962555408477783
MLP,10Y,2M,42,4500,2022-04-08,1.420733094215393,1.0721925497055054
MLP,10Y,2M,42,4510,2022-04-26,1.5229883193969727,1.1045987606048584
MLP,10Y,2M,42,4520,2022-05-10,1.6287153959274292,1.077447772026062
MLP,10Y,2M,42,4530,2022-05-24,1.5109180212020874,0.9699907898902893
MLP,10Y,2M,42,4540,2022-06-07,1.4409607648849487,0.947828471660614
MLP,10Y,2M,42,4550,2022-06-21,1.2201757431030273,0.8655131459236145
MLP,10Y,2M,42,4560,2022-07-05,1.1975433826446533,0.9685580730438232
MLP,10Y,2M,42,4570,2022-07-19,1.121959924697876,0.830296516418457
MLP,10Y,2M,42,4580,2022-08-02,1.1583939790725708,0.8240290880203247
MLP,10Y,2M,42,4590,2022-08-16,1.3421251773834229,0.7973902821540833
MLP,10Y,2M,42,4600,2022-08-30,1.4121037721633911,0.9962472915649414
MLP,10Y,2M,42,4610,2022-09-13,1.3450431823730469,0.8752020597457886
MLP,10Y,2M,42,4620,2022-09-27,2.0904347896575928,1.4974464178085327
MLP,10Y,2M,42,4630,2022-10-11,1.4545108079910278,0.9027156233787537
MLP,10Y,2M,42,4640,2022-10-25,1.3343422412872314,0.791351854801178
MLP,10Y,2M,42,4650,2022-11-08,1.1581140756607056,0.708327054977417
MLP,10Y,2M,42,4660,2022-11-22,1.3014414310455322,0.9494013786315918
MLP,10Y,2M,42,4670,2022-12-06,1.0935033559799194,0.64365154504776
MLP,10Y,2M,42,4680,2022-12-20,0.9391476511955261,0.5514352321624756
MLP,10Y,2M,42,4690,2023-01-04,0.8241244554519653,0.5340118408203125
MLP,10Y,2M,42,4700,2023-01-18,1.2689013481140137,0.7782806754112244
MLP,10Y,2M,42,4710,2023-02-01,1.2529468536376953,0.7225971817970276
MLP,10Y,2M,42,4720,2023-02-15,1.239898920059204,0.6021298766136169
MLP,10Y,2M,42,4730,2023-03-01,1.1572977304458618,0.534571647644043
MLP,10Y,2M,42,4740,2023-03-15,0.9277531504631042,0.6094052791595459
MLP,10Y,2M,42,4750,2023-03-29,0.79039067029953,0.45761483907699585
MLP,10Y,2M,42,4760,2023-04-14,0.8723915815353394,0.5722456574440002
MLP,10Y,2M,42,4770,2023-04-28,0.7445924282073975,0.4784926474094391
MLP,10Y,2M,42,4780,2023-05-12,0.8785726428031921,0.57133948802948
MLP,10Y,2M,42,4790,2023-05-26,0.8579425811767578,0.5125319361686707
MLP,10Y,2M,42,4800,2023-06-09,0.936988115310669,0.6542673707008362
MLP,10Y,2M,42,4810,2023-06-23,0.9705619215965271,0.5461762547492981
MLP,10Y,2M,42,4820,2023-07-07,0.8760372996330261,0.4545011818408966
MLP,10Y,2M,42,4830,2023-07-21,0.8475221991539001,0.4285290539264679
MLP,10Y,2M,42,4840,2023-08-04,0.7435613870620728,0.5723609924316406
MLP,10Y,2M,42,4850,2023-08-18,0.7761249542236328,0.4553096294403076
MLP,10Y,2M,42,4860,2023-09-01,0.8036467432975769,0.5203749537467957
MLP,10Y,2M,42,4870,2023-09-15,0.9228919148445129,0.545525074005127
MLP,10Y,2M,42,4880,2023-09-29,0.9011613130569458,0.5244500041007996
MLP,10Y,2M,42,4890,2023-10-13,0.7346801161766052,0.4266768991947174
MLP,10Y,2M,42,4900,2023-10-27,0.5924064517021179,0.3160550892353058
MLP,10Y,2M,42,4910,2023-11-10,0.5171058177947998,0.26473984122276306
MLP,10Y,2M,42,4920,2023-11-24,0.6258834600448608,0.39961257576942444
MLP,10Y,2M,42,4930,2023-12-08,0.5751146078109741,0.3072373867034912
MLP,10Y,2M,42,4940,2023-12-22,0.7599254250526428,0.4782662093639374
MLP,10Y,2M,42,4950,2024-01-10,0.6979613304138184,0.42497754096984863
MLP,10Y,2M,42,4960,2024-01-24,0.5640765428543091,0.33457115292549133
MLP,10Y,2M,42,4970,2024-02-07,0.621082067489624,0.3479437828063965
MLP,10Y,2M,42,4980,2024-02-21,0.6542933583259583,0.341245174407959
MLP,10Y,2M,42,4990,2024-03-06,0.7287126183509827,0.5303742289543152
MLP,10Y,2M,42,5000,2024-03-20,0.702959418296814,0.4745364785194397
