model,Date,rel_day,error,event_name
MLP1Y,2021-08-03,-120.0,0.78586316,Ukraine War / Energy Shock
MLP1Y,2021-08-04,-119.0,-0.29995614,Ukraine War / Energy Shock
MLP1Y,2021-08-05,-118.0,-0.42338276,Ukraine War / Energy Shock
MLP1Y,2021-08-06,-117.0,-0.4820662,Ukraine War / Energy Shock
MLP1Y,2021-08-09,-116.0,0.30549055,Ukraine War / Energy Shock
MLP1Y,2021-08-10,-115.0,0.16768175,Ukraine War / Energy Shock
MLP1Y,2021-08-11,-114.0,0.14395157,Ukraine War / Energy Shock
MLP1Y,2021-08-12,-113.0,0.24939343,Ukraine War / Energy Shock
MLP1Y,2021-08-13,-112.0,0.33207503,Ukraine War / Energy Shock
MLP1Y,2021-08-16,-111.0,1.0827017,Ukraine War / Energy Shock
MLP1Y,2021-08-17,-110.0,0.7449538,Ukraine War / Energy Shock
MLP1Y,2021-08-18,-109.0,0.78447825,Ukraine War / Energy Shock
MLP1Y,2021-08-19,-108.0,1.8669344,Ukraine War / Energy Shock
MLP1Y,2021-08-20,-107.0,-0.912682,Ukraine War / Energy Shock
MLP1Y,2021-08-23,-106.0,-0.12853026,Ukraine War / Energy Shock
MLP1Y,2021-08-24,-105.0,0.5348923,Ukraine War / Energy Shock
MLP1Y,2021-08-25,-104.0,0.63343894,Ukraine War / Energy Shock
MLP1Y,2021-08-26,-103.0,0.8580606,Ukraine War / Energy Shock
MLP1Y,2021-08-27,-102.0,-0.21029717,Ukraine War / Energy Shock
MLP1Y,2021-08-30,-101.0,0.65912527,Ukraine War / Energy Shock
MLP1Y,2021-08-31,-100.0,0.5653934,Ukraine War / Energy Shock
MLP1Y,2021-09-01,-99.0,-0.8342432,Ukraine War / Energy Shock
MLP1Y,2021-09-02,-98.0,-0.15031672,Ukraine War / Energy Shock
MLP1Y,2021-09-03,-97.0,1.1483178,Ukraine War / Energy Shock
MLP1Y,2021-09-06,-96.0,-0.5561216,Ukraine War / Energy Shock
MLP1Y,2021-09-07,-95.0,0.70393384,Ukraine War / Energy Shock
MLP1Y,2021-09-08,-94.0,1.1647707,Ukraine War / Energy Shock
MLP1Y,2021-09-09,-93.0,0.22108325,Ukraine War / Energy Shock
MLP1Y,2021-09-10,-92.0,0.4167741,Ukraine War / Energy Shock
MLP1Y,2021-09-13,-91.0,-0.10366371,Ukraine War / Energy Shock
MLP1Y,2021-09-14,-90.0,0.11216593,Ukraine War / Energy Shock
MLP1Y,2021-09-15,-89.0,1.224804,Ukraine War / Energy Shock
MLP1Y,2021-09-16,-88.0,-0.03869599,Ukraine War / Energy Shock
MLP1Y,2021-09-17,-87.0,1.3617668,Ukraine War / Energy Shock
MLP1Y,2021-09-20,-86.0,2.137358,Ukraine War / Energy Shock
MLP1Y,2021-09-21,-85.0,-1.0210845,Ukraine War / Energy Shock
MLP1Y,2021-09-22,-84.0,-1.2990034,Ukraine War / Energy Shock
MLP1Y,2021-09-23,-83.0,-1.0596781,Ukraine War / Energy Shock
MLP1Y,2021-09-24,-82.0,0.90914434,Ukraine War / Energy Shock
MLP1Y,2021-09-27,-81.0,-0.3216059,Ukraine War / Energy Shock
MLP1Y,2021-09-28,-80.0,3.2624547,Ukraine War / Energy Shock
MLP1Y,2021-09-29,-79.0,-0.3704629,Ukraine War / Energy Shock
MLP1Y,2021-09-30,-78.0,0.8107645,Ukraine War / Energy Shock
MLP1Y,2021-10-01,-77.0,0.51041704,Ukraine War / Energy Shock
MLP1Y,2021-10-04,-76.0,1.0829828,Ukraine War / Energy Shock
MLP1Y,2021-10-05,-75.0,-2.1665957,Ukraine War / Energy Shock
MLP1Y,2021-10-06,-74.0,1.4319214,Ukraine War / Energy Shock
MLP1Y,2021-10-07,-73.0,-1.9207431,Ukraine War / Energy Shock
MLP1Y,2021-10-08,-72.0,0.7731807,Ukraine War / Energy Shock
MLP1Y,2021-10-11,-71.0,-0.38262793,Ukraine War / Energy Shock
MLP1Y,2021-10-12,-70.0,0.5125161,Ukraine War / Energy Shock
MLP1Y,2021-10-13,-69.0,-0.4948027,Ukraine War / Energy Shock
MLP1Y,2021-10-14,-68.0,-1.5504794,Ukraine War / Energy Shock
MLP1Y,2021-10-15,-67.0,-0.6724639,Ukraine War / Energy Shock
MLP1Y,2021-10-18,-66.0,0.8298566,Ukraine War / Energy Shock
MLP1Y,2021-10-19,-65.0,-0.38541847,Ukraine War / Energy Shock
MLP1Y,2021-10-20,-64.0,0.4429569,Ukraine War / Energy Shock
MLP1Y,2021-10-21,-63.0,0.74166733,Ukraine War / Energy Shock
MLP1Y,2021-10-22,-62.0,-0.3606668,Ukraine War / Energy Shock
MLP1Y,2021-10-25,-61.0,0.42480206,Ukraine War / Energy Shock
MLP1Y,2021-10-26,-60.0,-0.53742605,Ukraine War / Energy Shock
MLP1Y,2021-10-27,-59.0,0.40876174,Ukraine War / Energy Shock
MLP1Y,2021-10-28,-58.0,0.062594175,Ukraine War / Energy Shock
MLP1Y,2021-10-29,-57.0,-0.0781495,Ukraine War / Energy Shock
MLP1Y,2021-11-01,-56.0,-0.39353728,Ukraine War / Energy Shock
MLP1Y,2021-11-02,-55.0,-0.18585527,Ukraine War / Energy Shock
MLP1Y,2021-11-03,-54.0,-0.28839678,Ukraine War / Energy Shock
MLP1Y,2021-11-04,-53.0,0.13204259,Ukraine War / Energy Shock
MLP1Y,2021-11-05,-52.0,-0.12049574,Ukraine War / Energy Shock
MLP1Y,2021-11-08,-51.0,0.62973714,Ukraine War / Energy Shock
MLP1Y,2021-11-09,-50.0,-0.0761901,Ukraine War / Energy Shock
MLP1Y,2021-11-10,-49.0,0.33156016,Ukraine War / Energy Shock
MLP1Y,2021-11-11,-48.0,-0.13765298,Ukraine War / Energy Shock
MLP1Y,2021-11-12,-47.0,0.71834695,Ukraine War / Energy Shock
MLP1Y,2021-11-15,-46.0,-0.17071977,Ukraine War / Energy Shock
MLP1Y,2021-11-16,-45.0,-0.2245728,Ukraine War / Energy Shock
MLP1Y,2021-11-17,-44.0,0.2534301,Ukraine War / Energy Shock
MLP1Y,2021-11-18,-43.0,1.037564,Ukraine War / Energy Shock
MLP1Y,2021-11-19,-42.0,0.41609555,Ukraine War / Energy Shock
MLP1Y,2021-11-22,-41.0,0.9885789,Ukraine War / Energy Shock
MLP1Y,2021-11-23,-40.0,1.4469744,Ukraine War / Energy Shock
MLP1Y,2021-11-24,-39.0,0.41412985,Ukraine War / Energy Shock
MLP1Y,2021-11-25,-38.0,0.20031527,Ukraine War / Energy Shock
MLP1Y,2021-11-26,-37.0,5.0763793,Ukraine War / Energy Shock
MLP1Y,2021-11-29,-36.0,-0.076355964,Ukraine War / Energy Shock
MLP1Y,2021-11-30,-35.0,2.3198352,Ukraine War / Energy Shock
MLP1Y,2021-12-01,-34.0,-2.9505327,Ukraine War / Energy Shock
MLP1Y,2021-12-02,-33.0,1.6839155,Ukraine War / Energy Shock
MLP1Y,2021-12-03,-32.0,0.60099745,Ukraine War / Energy Shock
MLP1Y,2021-12-06,-31.0,-0.90528136,Ukraine War / Energy Shock
MLP1Y,2021-12-07,-30.0,-2.92832,Ukraine War / Energy Shock
MLP1Y,2021-12-08,-29.0,1.1415179,Ukraine War / Energy Shock
MLP1Y,2021-12-09,-28.0,0.48220718,Ukraine War / Energy Shock
MLP1Y,2021-12-10,-27.0,2.142445,Ukraine War / Energy Shock
MLP1Y,2021-12-13,-26.0,1.224896,Ukraine War / Energy Shock
MLP1Y,2021-12-14,-25.0,1.353452,Ukraine War / Energy Shock
MLP1Y,2021-12-15,-24.0,-0.0075289607,Ukraine War / Energy Shock
MLP1Y,2021-12-16,-23.0,-0.54054314,Ukraine War / Energy Shock
MLP1Y,2021-12-17,-22.0,1.2678487,Ukraine War / Energy Shock
MLP1Y,2021-12-20,-21.0,2.3239708,Ukraine War / Energy Shock
MLP1Y,2021-12-21,-20.0,-1.7045276,Ukraine War / Energy Shock
MLP1Y,2021-12-22,-19.0,-1.0088298,Ukraine War / Energy Shock
MLP1Y,2021-12-23,-18.0,-0.7467024,Ukraine War / Energy Shock
MLP1Y,2021-12-24,-17.0,0.047401816,Ukraine War / Energy Shock
MLP1Y,2021-12-27,-16.0,-0.8508485,Ukraine War / Energy Shock
MLP1Y,2021-12-28,-15.0,0.13503933,Ukraine War / Energy Shock
MLP1Y,2021-12-29,-14.0,1.3291972,Ukraine War / Energy Shock
MLP1Y,2021-12-30,-13.0,-0.26901197,Ukraine War / Energy Shock
MLP1Y,2021-12-31,-12.0,0.30065995,Ukraine War / Energy Shock
MLP1Y,2022-01-03,-11.0,0.01198566,Ukraine War / Energy Shock
MLP1Y,2022-01-04,-10.0,-0.22251981,Ukraine War / Energy Shock
MLP1Y,2022-01-05,-9.0,0.54032534,Ukraine War / Energy Shock
MLP1Y,2022-01-06,-8.0,1.7271875,Ukraine War / Energy Shock
MLP1Y,2022-01-07,-7.0,1.3027947,Ukraine War / Energy Shock
MLP1Y,2022-01-10,-6.0,2.1157298,Ukraine War / Energy Shock
MLP1Y,2022-01-11,-5.0,-0.18874902,Ukraine War / Energy Shock
MLP1Y,2022-01-12,-4.0,-0.7350189,Ukraine War / Energy Shock
MLP1Y,2022-01-13,-3.0,0.2968215,Ukraine War / Energy Shock
MLP1Y,2022-01-14,-2.0,1.4161674,Ukraine War / Energy Shock
MLP1Y,2022-01-17,-1.0,0.124031365,Ukraine War / Energy Shock
MLP1Y,2022-01-18,0.0,1.3072892,Ukraine War / Energy Shock
MLP1Y,2022-01-19,1.0,0.39912394,Ukraine War / Energy Shock
MLP1Y,2022-01-20,2.0,-0.3098858,Ukraine War / Energy Shock
MLP1Y,2022-01-21,3.0,1.9343892,Ukraine War / Energy Shock
MLP1Y,2022-01-24,4.0,4.770163,Ukraine War / Energy Shock
MLP1Y,2022-01-25,5.0,0.08094603,Ukraine War / Energy Shock
MLP1Y,2022-01-26,6.0,-1.8155227,Ukraine War / Energy Shock
MLP1Y,2022-01-27,7.0,-0.03420034,Ukraine War / Energy Shock
MLP1Y,2022-01-28,8.0,1.5603745,Ukraine War / Energy Shock
MLP1Y,2022-01-31,9.0,-0.52120596,Ukraine War / Energy Shock
MLP1Y,2022-02-01,10.0,-0.43822682,Ukraine War / Energy Shock
MLP1Y,2022-02-02,11.0,0.98371804,Ukraine War / Energy Shock
MLP1Y,2022-02-03,12.0,2.8218594,Ukraine War / Energy Shock
MLP1Y,2022-02-04,13.0,1.7447901,Ukraine War / Energy Shock
MLP1Y,2022-02-07,14.0,0.42614692,Ukraine War / Energy Shock
MLP1Y,2022-02-08,15.0,1.3015952,Ukraine War / Energy Shock
MLP1Y,2022-02-09,16.0,-1.1263075,Ukraine War / Energy Shock
MLP1Y,2022-02-10,17.0,0.9767127,Ukraine War / Energy Shock
MLP1Y,2022-02-11,18.0,2.5693412,Ukraine War / Energy Shock
MLP1Y,2022-02-14,19.0,2.9182117,Ukraine War / Energy Shock
MLP1Y,2022-02-15,20.0,-1.8985687,Ukraine War / Energy Shock
MLP1Y,2022-02-16,21.0,0.41422164,Ukraine War / Energy Shock
MLP1Y,2022-02-17,22.0,0.90673715,Ukraine War / Energy Shock
MLP1Y,2022-02-18,23.0,1.5269957,Ukraine War / Energy Shock
MLP1Y,2022-02-21,24.0,2.0187545,Ukraine War / Energy Shock
MLP1Y,2022-02-22,25.0,0.6172725,Ukraine War / Energy Shock
MLP1Y,2022-02-23,26.0,1.764596,Ukraine War / Energy Shock
MLP1Y,2022-02-24,27.0,5.4193215,Ukraine War / Energy Shock
MLP1Y,2022-02-25,28.0,-2.4050121,Ukraine War / Energy Shock
MLP1Y,2022-02-28,29.0,1.9586847,Ukraine War / Energy Shock
MLP1Y,2022-03-01,30.0,5.7645855,Ukraine War / Energy Shock
MLP1Y,2022-03-02,31.0,-0.49479538,Ukraine War / Energy Shock
MLP1Y,2022-03-03,32.0,2.9456043,Ukraine War / Energy Shock
MLP1Y,2022-03-04,33.0,7.042587,Ukraine War / Energy Shock
MLP1Y,2022-03-07,34.0,3.3294616,Ukraine War / Energy Shock
MLP1Y,2022-03-08,35.0,1.4017835,Ukraine War / Energy Shock
MLP1Y,2022-03-09,36.0,-5.9052424,Ukraine War / Energy Shock
MLP1Y,2022-03-10,37.0,4.8931894,Ukraine War / Energy Shock
MLP1Y,2022-03-11,38.0,2.4828837,Ukraine War / Energy Shock
MLP1Y,2022-03-14,39.0,1.5692457,Ukraine War / Energy Shock
MLP1Y,2022-03-15,40.0,0.62557554,Ukraine War / Energy Shock
MLP1Y,2022-03-16,41.0,-3.1220317,Ukraine War / Energy Shock
MLP1Y,2022-03-17,42.0,1.7851464,Ukraine War / Energy Shock
MLP1Y,2022-03-18,43.0,0.13589272,Ukraine War / Energy Shock
MLP1Y,2022-03-21,44.0,0.49570304,Ukraine War / Energy Shock
MLP1Y,2022-03-22,45.0,-1.299816,Ukraine War / Energy Shock
MLP1Y,2022-03-23,46.0,2.4420846,Ukraine War / Energy Shock
MLP1Y,2022-03-24,47.0,1.6922579,Ukraine War / Energy Shock
MLP1Y,2022-03-25,48.0,0.42953622,Ukraine War / Energy Shock
MLP1Y,2022-03-28,49.0,0.6587764,Ukraine War / Energy Shock
MLP1Y,2022-03-29,50.0,-0.08295584,Ukraine War / Energy Shock
MLP1Y,2022-03-30,51.0,3.1532903,Ukraine War / Energy Shock
MLP1Y,2022-03-31,52.0,3.3733292,Ukraine War / Energy Shock
MLP1Y,2022-04-01,53.0,0.8841623,Ukraine War / Energy Shock
MLP1Y,2022-04-04,54.0,0.76001257,Ukraine War / Energy Shock
MLP1Y,2022-04-05,55.0,2.8135476,Ukraine War / Energy Shock
MLP1Y,2022-04-06,56.0,4.228217,Ukraine War / Energy Shock
MLP1Y,2022-04-07,57.0,2.6086388,Ukraine War / Energy Shock
MLP1Y,2022-04-08,58.0,0.46348166,Ukraine War / Energy Shock
MLP1Y,2022-04-11,59.0,1.8201827,Ukraine War / Energy Shock
MLP1Y,2022-04-12,60.0,0.99961376,Ukraine War / Energy Shock
MLP1Y,2022-04-13,61.0,1.256682,Ukraine War / Energy Shock
MLP1Y,2022-04-14,62.0,0.73678005,Ukraine War / Energy Shock
MLP1Y,2022-04-19,63.0,3.0766432,Ukraine War / Energy Shock
MLP1Y,2022-04-20,64.0,1.0282336,Ukraine War / Energy Shock
MLP1Y,2022-04-21,65.0,2.1062505,Ukraine War / Energy Shock
MLP1Y,2022-04-22,66.0,4.754096,Ukraine War / Energy Shock
MLP1Y,2022-04-25,67.0,4.8979473,Ukraine War / Energy Shock
MLP1Y,2022-04-26,68.0,2.7757244,Ukraine War / Energy Shock
MLP1Y,2022-04-27,69.0,2.2804387,Ukraine War / Energy Shock
MLP1Y,2022-04-28,70.0,1.2206302,Ukraine War / Energy Shock
MLP1Y,2022-04-29,71.0,1.2302439,Ukraine War / Energy Shock
MLP1Y,2022-05-02,72.0,3.6772666,Ukraine War / Energy Shock
MLP1Y,2022-05-03,73.0,1.953762,Ukraine War / Energy Shock
MLP1Y,2022-05-04,74.0,3.880486,Ukraine War / Energy Shock
MLP1Y,2022-05-05,75.0,2.9597716,Ukraine War / Energy Shock
MLP1Y,2022-05-06,76.0,3.9181347,Ukraine War / Energy Shock
MLP1Y,2022-05-09,77.0,6.8669653,Ukraine War / Energy Shock
MLP1Y,2022-05-10,78.0,3.3297164,Ukraine War / Energy Shock
MLP1Y,2022-05-11,79.0,1.0697854,Ukraine War / Energy Shock
MLP1Y,2022-05-12,80.0,3.9277558,Ukraine War / Energy Shock
MLP1Y,2022-05-13,81.0,-0.32158136,Ukraine War / Energy Shock
MLP1Y,2022-05-16,82.0,2.4096146,Ukraine War / Energy Shock
MLP1Y,2022-05-17,83.0,1.4452475,Ukraine War / Energy Shock
MLP1Y,2022-05-18,84.0,4.8129907,Ukraine War / Energy Shock
MLP1Y,2022-05-19,85.0,4.033557,Ukraine War / Energy Shock
MLP1Y,2022-05-20,86.0,1.319314,Ukraine War / Energy Shock
MLP1Y,2022-05-23,87.0,1.2800496,Ukraine War / Energy Shock
MLP1Y,2022-05-24,88.0,5.550536,Ukraine War / Energy Shock
MLP1Y,2022-05-25,89.0,3.2056613,Ukraine War / Energy Shock
MLP1Y,2022-05-26,90.0,2.0319726,Ukraine War / Energy Shock
MLP1Y,2022-05-27,91.0,1.5740836,Ukraine War / Energy Shock
MLP1Y,2022-05-30,92.0,2.2333002,Ukraine War / Energy Shock
MLP1Y,2022-05-31,93.0,4.441875,Ukraine War / Energy Shock
MLP1Y,2022-06-01,94.0,4.243022,Ukraine War / Energy Shock
MLP1Y,2022-06-02,95.0,2.0486362,Ukraine War / Energy Shock
MLP1Y,2022-06-03,96.0,3.8615873,Ukraine War / Energy Shock
MLP1Y,2022-06-06,97.0,1.0809914,Ukraine War / Energy Shock
MLP1Y,2022-06-07,98.0,3.8829281,Ukraine War / Energy Shock
MLP1Y,2022-06-08,99.0,3.069366,Ukraine War / Energy Shock
MLP1Y,2022-06-09,100.0,5.2074285,Ukraine War / Energy Shock
MLP1Y,2022-06-10,101.0,6.726528,Ukraine War / Energy Shock
MLP1Y,2022-06-13,102.0,5.9977846,Ukraine War / Energy Shock
MLP1Y,2022-06-14,103.0,3.4613214,Ukraine War / Energy Shock
MLP1Y,2022-06-15,104.0,1.854549,Ukraine War / Energy Shock
MLP1Y,2022-06-16,105.0,5.4681406,Ukraine War / Energy Shock
MLP1Y,2022-06-17,106.0,1.6227729,Ukraine War / Energy Shock
MLP1Y,2022-06-20,107.0,2.5662632,Ukraine War / Energy Shock
MLP1Y,2022-06-21,108.0,4.031599,Ukraine War / Energy Shock
MLP1Y,2022-06-22,109.0,4.368462,Ukraine War / Energy Shock
MLP1Y,2022-06-23,110.0,4.2763057,Ukraine War / Energy Shock
MLP1Y,2022-06-24,111.0,0.44612336,Ukraine War / Energy Shock
MLP1Y,2022-06-27,112.0,3.7385848,Ukraine War / Energy Shock
MLP1Y,2022-06-28,113.0,4.465933,Ukraine War / Energy Shock
MLP1Y,2022-06-29,114.0,5.576234,Ukraine War / Energy Shock
MLP1Y,2022-06-30,115.0,5.6558723,Ukraine War / Energy Shock
MLP1Y,2022-07-01,116.0,4.060422,Ukraine War / Energy Shock
MLP1Y,2022-07-04,117.0,3.7157457,Ukraine War / Energy Shock
MLP1Y,2022-07-05,118.0,7.3615093,Ukraine War / Energy Shock
MLP1Y,2022-07-06,119.0,2.941361,Ukraine War / Energy Shock
MLP1Y,2022-07-07,120.0,2.453837,Ukraine War / Energy Shock
MLP1Y,2022-07-08,121.0,3.2019162,Ukraine War / Energy Shock
MLP1Y,2022-07-11,122.0,4.313252,Ukraine War / Energy Shock
MLP1Y,2022-07-12,123.0,2.0287344,Ukraine War / Energy Shock
MLP1Y,2022-07-13,124.0,5.048184,Ukraine War / Energy Shock
MLP1Y,2022-07-14,125.0,7.054905,Ukraine War / Energy Shock
MLP1Y,2022-07-15,126.0,2.2662618,Ukraine War / Energy Shock
MLP1Y,2022-07-18,127.0,1.5346813,Ukraine War / Energy Shock
MLP1Y,2022-07-19,128.0,1.8072846,Ukraine War / Energy Shock
MLP1Y,2022-07-20,129.0,4.7611127,Ukraine War / Energy Shock
MLP1Y,2022-07-21,130.0,4.708562,Ukraine War / Energy Shock
MLP1Y,2022-07-22,131.0,4.397279,Ukraine War / Energy Shock
MLP1Y,2022-07-25,132.0,4.4749947,Ukraine War / Energy Shock
MLP1Y,2022-07-26,133.0,4.45076,Ukraine War / Energy Shock
MLP1Y,2022-07-27,134.0,2.3654559,Ukraine War / Energy Shock
MLP1Y,2022-07-28,135.0,5.3698406,Ukraine War / Energy Shock
MLP1Y,2022-07-29,136.0,-1.3742815,Ukraine War / Energy Shock
MLP1Y,2022-08-01,137.0,-11.27481,Ukraine War / Energy Shock
MLP1Y,2022-08-02,138.0,-11.832201,Ukraine War / Energy Shock
MLP1Y,2022-08-03,139.0,-20.501144,Ukraine War / Energy Shock
LSTM1Y,2021-07-06,-140.0,0.90048224,Ukraine War / Energy Shock
LSTM1Y,2021-07-07,-139.0,-0.50529647,Ukraine War / Energy Shock
LSTM1Y,2021-07-08,-138.0,2.2829711,Ukraine War / Energy Shock
LSTM1Y,2021-07-09,-137.0,-1.8155103,Ukraine War / Energy Shock
LSTM1Y,2021-07-12,-136.0,-0.5512924,Ukraine War / Energy Shock
LSTM1Y,2021-07-13,-135.0,0.0506738,Ukraine War / Energy Shock
LSTM1Y,2021-07-14,-134.0,-0.10063144,Ukraine War / Energy Shock
LSTM1Y,2021-07-15,-133.0,1.0972011,Ukraine War / Energy Shock
LSTM1Y,2021-07-16,-132.0,0.5797492,Ukraine War / Energy Shock
LSTM1Y,2021-07-19,-131.0,2.7085927,Ukraine War / Energy Shock
LSTM1Y,2021-07-20,-130.0,-0.5700172,Ukraine War / Energy Shock
LSTM1Y,2021-07-21,-129.0,-1.7095199,Ukraine War / Energy Shock
LSTM1Y,2021-07-22,-128.0,-0.76871985,Ukraine War / Energy Shock
LSTM1Y,2021-07-23,-127.0,-1.260624,Ukraine War / Energy Shock
LSTM1Y,2021-07-26,-126.0,0.12306973,Ukraine War / Energy Shock
LSTM1Y,2021-07-27,-125.0,0.9084428,Ukraine War / Energy Shock
LSTM1Y,2021-07-28,-124.0,-0.9336171,Ukraine War / Energy Shock
LSTM1Y,2021-07-29,-123.0,-0.34756348,Ukraine War / Energy Shock
LSTM1Y,2021-07-30,-122.0,0.64678055,Ukraine War / Energy Shock
LSTM1Y,2021-08-02,-121.0,-0.7199763,Ukraine War / Energy Shock
LSTM1Y,2021-08-03,-120.0,-0.010158081,Ukraine War / Energy Shock
LSTM1Y,2021-08-04,-119.0,-0.6353343,Ukraine War / Energy Shock
LSTM1Y,2021-08-05,-118.0,-0.3599688,Ukraine War / Energy Shock
LSTM1Y,2021-08-06,-117.0,-0.32240492,Ukraine War / Energy Shock
LSTM1Y,2021-08-09,-116.0,-0.057753526,Ukraine War / Energy Shock
LSTM1Y,2021-08-10,-115.0,-0.23343801,Ukraine War / Energy Shock
LSTM1Y,2021-08-11,-114.0,-0.45364314,Ukraine War / Energy Shock
LSTM1Y,2021-08-12,-113.0,-0.5059134,Ukraine War / Energy Shock
LSTM1Y,2021-08-13,-112.0,-0.11374227,Ukraine War / Energy Shock
LSTM1Y,2021-08-16,-111.0,0.63414526,Ukraine War / Energy Shock
LSTM1Y,2021-08-17,-110.0,0.14489168,Ukraine War / Energy Shock
LSTM1Y,2021-08-18,-109.0,0.18421304,Ukraine War / Energy Shock
LSTM1Y,2021-08-19,-108.0,1.5648147,Ukraine War / Energy Shock
LSTM1Y,2021-08-20,-107.0,-0.50075114,Ukraine War / Energy Shock
LSTM1Y,2021-08-23,-106.0,-0.6231613,Ukraine War / Energy Shock
LSTM1Y,2021-08-24,-105.0,0.011807118,Ukraine War / Energy Shock
LSTM1Y,2021-08-25,-104.0,-0.058917493,Ukraine War / Energy Shock
LSTM1Y,2021-08-26,-103.0,0.24701877,Ukraine War / Energy Shock
LSTM1Y,2021-08-27,-102.0,-0.4871595,Ukraine War / Energy Shock
LSTM1Y,2021-08-30,-101.0,-0.19773754,Ukraine War / Energy Shock
LSTM1Y,2021-08-31,-100.0,0.042124603,Ukraine War / Energy Shock
LSTM1Y,2021-09-01,-99.0,-0.7484129,Ukraine War / Energy Shock
LSTM1Y,2021-09-02,-98.0,-0.105589435,Ukraine War / Energy Shock
LSTM1Y,2021-09-03,-97.0,0.7228525,Ukraine War / Energy Shock
LSTM1Y,2021-09-06,-96.0,-1.0076118,Ukraine War / Energy Shock
LSTM1Y,2021-09-07,-95.0,0.54993445,Ukraine War / Energy Shock
LSTM1Y,2021-09-08,-94.0,1.2138678,Ukraine War / Energy Shock
LSTM1Y,2021-09-09,-93.0,0.08823757,Ukraine War / Energy Shock
LSTM1Y,2021-09-10,-92.0,0.2739242,Ukraine War / Energy Shock
LSTM1Y,2021-09-13,-91.0,-0.38348642,Ukraine War / Energy Shock
LSTM1Y,2021-09-14,-90.0,-0.003586024,Ukraine War / Energy Shock
LSTM1Y,2021-09-15,-89.0,1.1913829,Ukraine War / Energy Shock
LSTM1Y,2021-09-16,-88.0,-0.5171517,Ukraine War / Energy Shock
LSTM1Y,2021-09-17,-87.0,0.9691094,Ukraine War / Energy Shock
LSTM1Y,2021-09-20,-86.0,2.220576,Ukraine War / Energy Shock
LSTM1Y,2021-09-21,-85.0,-1.1723279,Ukraine War / Energy Shock
LSTM1Y,2021-09-22,-84.0,-1.185004,Ukraine War / Energy Shock
LSTM1Y,2021-09-23,-83.0,-0.9825823,Ukraine War / Energy Shock
LSTM1Y,2021-09-24,-82.0,0.921512,Ukraine War / Energy Shock
LSTM1Y,2021-09-27,-81.0,-0.062366307,Ukraine War / Energy Shock
LSTM1Y,2021-09-28,-80.0,2.6260064,Ukraine War / Energy Shock
LSTM1Y,2021-09-29,-79.0,-0.39383844,Ukraine War / Energy Shock
LSTM1Y,2021-09-30,-78.0,0.90914804,Ukraine War / Energy Shock
LSTM1Y,2021-10-01,-77.0,0.39232707,Ukraine War / Energy Shock
LSTM1Y,2021-10-04,-76.0,0.9797277,Ukraine War / Energy Shock
LSTM1Y,2021-10-05,-75.0,-1.6705008,Ukraine War / Energy Shock
LSTM1Y,2021-10-06,-74.0,1.3313841,Ukraine War / Energy Shock
LSTM1Y,2021-10-07,-73.0,-2.0474677,Ukraine War / Energy Shock
LSTM1Y,2021-10-08,-72.0,0.677046,Ukraine War / Energy Shock
LSTM1Y,2021-10-11,-71.0,0.17254604,Ukraine War / Energy Shock
LSTM1Y,2021-10-12,-70.0,0.52354467,Ukraine War / Energy Shock
LSTM1Y,2021-10-13,-69.0,-0.5839983,Ukraine War / Energy Shock
LSTM1Y,2021-10-14,-68.0,-1.4659696,Ukraine War / Energy Shock
LSTM1Y,2021-10-15,-67.0,-0.6818775,Ukraine War / Energy Shock
LSTM1Y,2021-10-18,-66.0,0.87435055,Ukraine War / Energy Shock
LSTM1Y,2021-10-19,-65.0,-0.22732548,Ukraine War / Energy Shock
LSTM1Y,2021-10-20,-64.0,0.0073601454,Ukraine War / Energy Shock
LSTM1Y,2021-10-21,-63.0,0.5012942,Ukraine War / Energy Shock
LSTM1Y,2021-10-22,-62.0,-0.6327175,Ukraine War / Energy Shock
LSTM1Y,2021-10-25,-61.0,0.14038312,Ukraine War / Energy Shock
LSTM1Y,2021-10-26,-60.0,-0.6981337,Ukraine War / Energy Shock
LSTM1Y,2021-10-27,-59.0,0.20445563,Ukraine War / Energy Shock
LSTM1Y,2021-10-28,-58.0,-0.15826227,Ukraine War / Energy Shock
LSTM1Y,2021-10-29,-57.0,-0.23427807,Ukraine War / Energy Shock
LSTM1Y,2021-11-01,-56.0,-0.562961,Ukraine War / Energy Shock
LSTM1Y,2021-11-02,-55.0,-0.32089213,Ukraine War / Energy Shock
LSTM1Y,2021-11-03,-54.0,-0.16783205,Ukraine War / Energy Shock
LSTM1Y,2021-11-04,-53.0,-0.37767828,Ukraine War / Energy Shock
LSTM1Y,2021-11-05,-52.0,-0.53998554,Ukraine War / Energy Shock
LSTM1Y,2021-11-08,-51.0,0.30127022,Ukraine War / Energy Shock
LSTM1Y,2021-11-09,-50.0,0.2724709,Ukraine War / Energy Shock
LSTM1Y,2021-11-10,-49.0,-0.051856574,Ukraine War / Energy Shock
LSTM1Y,2021-11-11,-48.0,-0.1256212,Ukraine War / Energy Shock
LSTM1Y,2021-11-12,-47.0,-0.23570192,Ukraine War / Energy Shock
LSTM1Y,2021-11-15,-46.0,-0.290418,Ukraine War / Energy Shock
LSTM1Y,2021-11-16,-45.0,-0.25864577,Ukraine War / Energy Shock
LSTM1Y,2021-11-17,-44.0,0.045765344,Ukraine War / Energy Shock
