model,Date,rel_day,error,event_name
MLP1Y,2008-03-19,-140.0,1.8284624,2008 Financial Crisis
MLP1Y,2008-03-20,-139.0,-0.19681841,2008 Financial Crisis
MLP1Y,2008-03-25,-138.0,-4.550837,2008 Financial Crisis
MLP1Y,2008-03-26,-137.0,-0.81258655,2008 Financial Crisis
MLP1Y,2008-03-27,-136.0,-1.8169085,2008 Financial Crisis
MLP1Y,2008-03-28,-135.0,0.50822747,2008 Financial Crisis
MLP1Y,2008-03-31,-134.0,0.62656426,2008 Financial Crisis
MLP1Y,2008-04-01,-133.0,-2.9473107,2008 Financial Crisis
MLP1Y,2008-04-02,-132.0,-2.196679,2008 Financial Crisis
MLP1Y,2008-04-03,-131.0,-0.43580633,2008 Financial Crisis
MLP1Y,2008-04-04,-130.0,-2.2909703,2008 Financial Crisis
MLP1Y,2008-04-07,-129.0,0.07356173,2008 Financial Crisis
MLP1Y,2008-04-08,-128.0,1.4836931,2008 Financial Crisis
MLP1Y,2008-04-09,-127.0,0.44383264,2008 Financial Crisis
MLP1Y,2008-04-10,-126.0,0.3904107,2008 Financial Crisis
MLP1Y,2008-04-11,-125.0,1.8666532,2008 Financial Crisis
MLP1Y,2008-04-14,-124.0,0.49195302,2008 Financial Crisis
MLP1Y,2008-04-15,-123.0,-1.1215763,2008 Financial Crisis
MLP1Y,2008-04-16,-122.0,-1.2000843,2008 Financial Crisis
MLP1Y,2008-04-17,-121.0,0.8930153,2008 Financial Crisis
MLP1Y,2008-04-18,-120.0,-3.1729598,2008 Financial Crisis
MLP1Y,2008-04-21,-119.0,1.3983412,2008 Financial Crisis
MLP1Y,2008-04-22,-118.0,1.4921074,2008 Financial Crisis
MLP1Y,2008-04-23,-117.0,-1.074092,2008 Financial Crisis
MLP1Y,2008-04-24,-116.0,-0.4969542,2008 Financial Crisis
MLP1Y,2008-04-25,-115.0,-0.9836627,2008 Financial Crisis
MLP1Y,2008-04-28,-114.0,-0.92206967,2008 Financial Crisis
MLP1Y,2008-04-29,-113.0,0.2722354,2008 Financial Crisis
MLP1Y,2008-04-30,-112.0,-1.3170947,2008 Financial Crisis
MLP1Y,2008-05-01,-111.0,0.19154993,2008 Financial Crisis
MLP1Y,2008-05-02,-110.0,-0.28736663,2008 Financial Crisis
MLP1Y,2008-05-05,-109.0,-1.2014917,2008 Financial Crisis
MLP1Y,2008-05-06,-108.0,-0.09528166,2008 Financial Crisis
MLP1Y,2008-05-07,-107.0,-2.3547866,2008 Financial Crisis
MLP1Y,2008-05-08,-106.0,-0.1756854,2008 Financial Crisis
MLP1Y,2008-05-09,-105.0,1.4955921,2008 Financial Crisis
MLP1Y,2008-05-12,-104.0,-1.2145534,2008 Financial Crisis
MLP1Y,2008-05-13,-103.0,0.55286026,2008 Financial Crisis
MLP1Y,2008-05-14,-102.0,-1.5320303,2008 Financial Crisis
MLP1Y,2008-05-15,-101.0,0.7693184,2008 Financial Crisis
MLP1Y,2008-05-16,-100.0,0.8297477,2008 Financial Crisis
MLP1Y,2008-05-19,-99.0,-0.9147756,2008 Financial Crisis
MLP1Y,2008-05-20,-98.0,0.63977885,2008 Financial Crisis
MLP1Y,2008-05-21,-97.0,0.12263459,2008 Financial Crisis
MLP1Y,2008-05-22,-96.0,-0.29106584,2008 Financial Crisis
MLP1Y,2008-05-23,-95.0,1.3654745,2008 Financial Crisis
MLP1Y,2008-05-26,-94.0,-0.18703362,2008 Financial Crisis
MLP1Y,2008-05-27,-93.0,-0.0054694116,2008 Financial Crisis
MLP1Y,2008-05-28,-92.0,-1.4249187,2008 Financial Crisis
MLP1Y,2008-05-29,-91.0,-1.0281814,2008 Financial Crisis
MLP1Y,2008-05-30,-90.0,-1.832726,2008 Financial Crisis
MLP1Y,2008-06-02,-89.0,1.1510961,2008 Financial Crisis
MLP1Y,2008-06-03,-88.0,-0.9047475,2008 Financial Crisis
MLP1Y,2008-06-04,-87.0,0.9599373,2008 Financial Crisis
MLP1Y,2008-06-05,-86.0,0.34627116,2008 Financial Crisis
MLP1Y,2008-06-06,-85.0,1.8726645,2008 Financial Crisis
MLP1Y,2008-06-09,-84.0,-0.26225466,2008 Financial Crisis
MLP1Y,2008-06-10,-83.0,0.50462204,2008 Financial Crisis
MLP1Y,2008-06-11,-82.0,0.95028734,2008 Financial Crisis
MLP1Y,2008-06-12,-81.0,-1.8340819,2008 Financial Crisis
MLP1Y,2008-06-13,-80.0,-1.4342492,2008 Financial Crisis
MLP1Y,2008-06-16,-79.0,-0.3157829,2008 Financial Crisis
MLP1Y,2008-06-17,-78.0,-2.3305988,2008 Financial Crisis
MLP1Y,2008-06-18,-77.0,1.7012379,2008 Financial Crisis
MLP1Y,2008-06-19,-76.0,1.6834278,2008 Financial Crisis
MLP1Y,2008-06-20,-75.0,0.93058103,2008 Financial Crisis
MLP1Y,2008-06-23,-74.0,-0.89898956,2008 Financial Crisis
MLP1Y,2008-06-24,-73.0,-0.14657915,2008 Financial Crisis
MLP1Y,2008-06-25,-72.0,-2.9766214,2008 Financial Crisis
MLP1Y,2008-06-26,-71.0,3.0305967,2008 Financial Crisis
MLP1Y,2008-06-27,-70.0,0.66659355,2008 Financial Crisis
MLP1Y,2008-06-30,-69.0,-0.15607432,2008 Financial Crisis
MLP1Y,2008-07-01,-68.0,0.5570439,2008 Financial Crisis
MLP1Y,2008-07-02,-67.0,-0.39595056,2008 Financial Crisis
MLP1Y,2008-07-03,-66.0,-1.7644763,2008 Financial Crisis
MLP1Y,2008-07-04,-65.0,1.2577336,2008 Financial Crisis
MLP1Y,2008-07-07,-64.0,-2.9072506,2008 Financial Crisis
MLP1Y,2008-07-08,-63.0,-0.16917825,2008 Financial Crisis
MLP1Y,2008-07-09,-62.0,-2.682406,2008 Financial Crisis
MLP1Y,2008-07-10,-61.0,1.3026316,2008 Financial Crisis
MLP1Y,2008-07-11,-60.0,2.8197186,2008 Financial Crisis
MLP1Y,2008-07-14,-59.0,-1.3465824,2008 Financial Crisis
MLP1Y,2008-07-15,-58.0,3.6012425,2008 Financial Crisis
MLP1Y,2008-07-16,-57.0,-1.891109,2008 Financial Crisis
MLP1Y,2008-07-17,-56.0,-4.1432867,2008 Financial Crisis
MLP1Y,2008-07-18,-55.0,-4.0345955,2008 Financial Crisis
MLP1Y,2008-07-21,-54.0,-1.4928389,2008 Financial Crisis
MLP1Y,2008-07-22,-53.0,-1.0235567,2008 Financial Crisis
MLP1Y,2008-07-23,-52.0,-1.4124346,2008 Financial Crisis
MLP1Y,2008-07-24,-51.0,1.0708812,2008 Financial Crisis
MLP1Y,2008-07-25,-50.0,-1.2889282,2008 Financial Crisis
MLP1Y,2008-07-28,-49.0,0.28098583,2008 Financial Crisis
MLP1Y,2008-07-29,-48.0,-1.2348369,2008 Financial Crisis
MLP1Y,2008-07-30,-47.0,-1.2831513,2008 Financial Crisis
MLP1Y,2008-07-31,-46.0,-0.94502854,2008 Financial Crisis
MLP1Y,2008-08-01,-45.0,1.1215057,2008 Financial Crisis
MLP1Y,2008-08-04,-44.0,0.45579082,2008 Financial Crisis
MLP1Y,2008-08-05,-43.0,-3.5182323,2008 Financial Crisis
MLP1Y,2008-08-06,-42.0,-0.7087606,2008 Financial Crisis
MLP1Y,2008-08-07,-41.0,-0.12589806,2008 Financial Crisis
MLP1Y,2008-08-08,-40.0,-0.6165278,2008 Financial Crisis
MLP1Y,2008-08-11,-39.0,-2.609869,2008 Financial Crisis
MLP1Y,2008-08-12,-38.0,-2.4021802,2008 Financial Crisis
MLP1Y,2008-08-13,-37.0,1.7538273,2008 Financial Crisis
MLP1Y,2008-08-14,-36.0,-0.63579774,2008 Financial Crisis
MLP1Y,2008-08-15,-35.0,-0.03926629,2008 Financial Crisis
MLP1Y,2008-08-18,-34.0,0.23477514,2008 Financial Crisis
MLP1Y,2008-08-19,-33.0,2.4676178,2008 Financial Crisis
MLP1Y,2008-08-20,-32.0,-1.4403827,2008 Financial Crisis
MLP1Y,2008-08-21,-31.0,-0.16422486,2008 Financial Crisis
MLP1Y,2008-08-22,-30.0,-2.5093312,2008 Financial Crisis
MLP1Y,2008-08-25,-29.0,1.9546614,2008 Financial Crisis
MLP1Y,2008-08-26,-28.0,0.410343,2008 Financial Crisis
MLP1Y,2008-08-27,-27.0,-0.9564643,2008 Financial Crisis
MLP1Y,2008-08-28,-26.0,-3.3724713,2008 Financial Crisis
MLP1Y,2008-08-29,-25.0,-1.1274627,2008 Financial Crisis
MLP1Y,2008-09-01,-24.0,0.1456297,2008 Financial Crisis
MLP1Y,2008-09-02,-23.0,-2.0097187,2008 Financial Crisis
MLP1Y,2008-09-03,-22.0,2.0608058,2008 Financial Crisis
MLP1Y,2008-09-04,-21.0,2.1302776,2008 Financial Crisis
MLP1Y,2008-09-05,-20.0,1.45421,2008 Financial Crisis
MLP1Y,2008-09-08,-19.0,-3.3907,2008 Financial Crisis
MLP1Y,2008-09-09,-18.0,0.9037969,2008 Financial Crisis
MLP1Y,2008-09-10,-17.0,-0.112766564,2008 Financial Crisis
MLP1Y,2008-09-11,-16.0,0.63550615,2008 Financial Crisis
MLP1Y,2008-09-12,-15.0,-2.3787491,2008 Financial Crisis
MLP1Y,2008-09-15,-14.0,3.497282,2008 Financial Crisis
MLP1Y,2008-09-16,-13.0,3.000554,2008 Financial Crisis
MLP1Y,2008-09-17,-12.0,2.4822085,2008 Financial Crisis
MLP1Y,2008-09-18,-11.0,-0.5609074,2008 Financial Crisis
MLP1Y,2008-09-19,-10.0,-9.572531,2008 Financial Crisis
MLP1Y,2008-09-22,-9.0,1.3151351,2008 Financial Crisis
MLP1Y,2008-09-23,-8.0,-1.1839671,2008 Financial Crisis
MLP1Y,2008-09-24,-7.0,0.5474996,2008 Financial Crisis
MLP1Y,2008-09-25,-6.0,-2.4649324,2008 Financial Crisis
MLP1Y,2008-09-26,-5.0,1.6105676,2008 Financial Crisis
MLP1Y,2008-09-29,-4.0,2.6816454,2008 Financial Crisis
MLP1Y,2008-09-30,-3.0,-0.652266,2008 Financial Crisis
MLP1Y,2008-10-01,-2.0,-1.506665,2008 Financial Crisis
MLP1Y,2008-10-02,-1.0,0.7320607,2008 Financial Crisis
MLP1Y,2008-10-03,0.0,-0.7966995,2008 Financial Crisis
MLP1Y,2008-10-06,1.0,6.946462,2008 Financial Crisis
MLP1Y,2008-10-07,2.0,-0.95087385,2008 Financial Crisis
MLP1Y,2008-10-08,3.0,6.644295,2008 Financial Crisis
MLP1Y,2008-10-09,4.0,2.4157512,2008 Financial Crisis
MLP1Y,2008-10-10,5.0,7.337201,2008 Financial Crisis
MLP1Y,2008-10-13,6.0,-12.377053,2008 Financial Crisis
MLP1Y,2008-10-14,7.0,-2.9579253,2008 Financial Crisis
MLP1Y,2008-10-15,8.0,6.787645,2008 Financial Crisis
MLP1Y,2008-10-16,9.0,5.7499895,2008 Financial Crisis
MLP1Y,2008-10-17,10.0,-4.0013585,2008 Financial Crisis
MLP1Y,2008-10-20,11.0,-1.9306014,2008 Financial Crisis
MLP1Y,2008-10-21,12.0,-0.622351,2008 Financial Crisis
MLP1Y,2008-10-22,13.0,3.9369426,2008 Financial Crisis
MLP1Y,2008-10-23,14.0,2.2230916,2008 Financial Crisis
MLP1Y,2008-10-24,15.0,4.4244857,2008 Financial Crisis
MLP1Y,2008-10-27,16.0,2.7462268,2008 Financial Crisis
MLP1Y,2008-10-28,17.0,-5.9260406,2008 Financial Crisis
MLP1Y,2008-10-29,18.0,-7.235011,2008 Financial Crisis
MLP1Y,2008-10-30,19.0,-1.3647115,2008 Financial Crisis
MLP1Y,2008-10-31,20.0,-2.6474786,2008 Financial Crisis
MLP1Y,2008-11-03,21.0,-0.21387833,2008 Financial Crisis
MLP1Y,2008-11-04,22.0,-5.8132963,2008 Financial Crisis
MLP1Y,2008-11-05,23.0,0.107414484,2008 Financial Crisis
MLP1Y,2008-11-06,24.0,7.0133576,2008 Financial Crisis
MLP1Y,2008-11-07,25.0,-2.1751668,2008 Financial Crisis
MLP1Y,2008-11-10,26.0,0.96237946,2008 Financial Crisis
MLP1Y,2008-11-11,27.0,6.697649,2008 Financial Crisis
MLP1Y,2008-11-12,28.0,3.6901133,2008 Financial Crisis
MLP1Y,2008-11-13,29.0,-2.1258483,2008 Financial Crisis
MLP1Y,2008-11-14,30.0,-0.9466536,2008 Financial Crisis
MLP1Y,2008-11-17,31.0,4.19052,2008 Financial Crisis
MLP1Y,2008-11-18,32.0,-1.2698843,2008 Financial Crisis
MLP1Y,2008-11-19,33.0,4.131936,2008 Financial Crisis
MLP1Y,2008-11-20,34.0,3.266091,2008 Financial Crisis
MLP1Y,2008-11-21,35.0,4.733024,2008 Financial Crisis
MLP1Y,2008-11-24,36.0,-7.548904,2008 Financial Crisis
MLP1Y,2008-11-25,37.0,-0.94851714,2008 Financial Crisis
MLP1Y,2008-11-26,38.0,2.2487462,2008 Financial Crisis
MLP1Y,2008-11-27,39.0,-1.2263243,2008 Financial Crisis
MLP1Y,2008-11-28,40.0,1.6115029,2008 Financial Crisis
MLP1Y,2008-12-01,41.0,8.241024,2008 Financial Crisis
MLP1Y,2008-12-02,42.0,-2.2876868,2008 Financial Crisis
MLP1Y,2008-12-03,43.0,1.7749728,2008 Financial Crisis
MLP1Y,2008-12-04,44.0,3.4199047,2008 Financial Crisis
MLP1Y,2008-12-05,45.0,8.030645,2008 Financial Crisis
MLP1Y,2008-12-08,46.0,-2.6347747,2008 Financial Crisis
MLP1Y,2008-12-09,47.0,1.5753695,2008 Financial Crisis
MLP1Y,2008-12-10,48.0,0.21166438,2008 Financial Crisis
MLP1Y,2008-12-11,49.0,2.4719403,2008 Financial Crisis
MLP1Y,2008-12-12,50.0,4.1548824,2008 Financial Crisis
MLP1Y,2008-12-15,51.0,4.640223,2008 Financial Crisis
MLP1Y,2008-12-16,52.0,1.5275918,2008 Financial Crisis
MLP1Y,2008-12-17,53.0,5.1583567,2008 Financial Crisis
MLP1Y,2008-12-18,54.0,5.641166,2008 Financial Crisis
MLP1Y,2008-12-19,55.0,4.665172,2008 Financial Crisis
MLP1Y,2008-12-22,56.0,11.733187,2008 Financial Crisis
MLP1Y,2008-12-23,57.0,2.657292,2008 Financial Crisis
MLP1Y,2008-12-24,58.0,4.1964173,2008 Financial Crisis
MLP1Y,2008-12-29,59.0,5.4877205,2008 Financial Crisis
MLP1Y,2008-12-30,60.0,-0.09733009,2008 Financial Crisis
MLP1Y,2008-12-31,61.0,6.2821193,2008 Financial Crisis
MLP1Y,2009-01-02,62.0,-0.6214285,2008 Financial Crisis
MLP1Y,2009-01-05,63.0,-0.7629445,2008 Financial Crisis
MLP1Y,2009-01-06,64.0,2.7385736,2008 Financial Crisis
MLP1Y,2009-01-07,65.0,5.7937174,2008 Financial Crisis
MLP1Y,2009-01-08,66.0,6.626888,2008 Financial Crisis
MLP1Y,2009-01-09,67.0,11.006582,2008 Financial Crisis
MLP1Y,2009-01-12,68.0,9.962525,2008 Financial Crisis
MLP1Y,2009-01-13,69.0,11.01872,2008 Financial Crisis
MLP1Y,2009-01-14,70.0,11.877222,2008 Financial Crisis
MLP1Y,2009-01-15,71.0,4.9391236,2008 Financial Crisis
MLP1Y,2009-01-16,72.0,3.8768654,2008 Financial Crisis
MLP1Y,2009-01-19,73.0,4.4958467,2008 Financial Crisis
MLP1Y,2009-01-20,74.0,6.116083,2008 Financial Crisis
MLP1Y,2009-01-21,75.0,4.324675,2008 Financial Crisis
MLP1Y,2009-01-22,76.0,5.174628,2008 Financial Crisis
MLP1Y,2009-01-23,77.0,7.1356244,2008 Financial Crisis
MLP1Y,2009-01-26,78.0,-0.28839254,2008 Financial Crisis
MLP1Y,2009-01-27,79.0,4.230851,2008 Financial Crisis
MLP1Y,2009-01-28,80.0,1.0544591,2008 Financial Crisis
MLP1Y,2009-01-29,81.0,10.080752,2008 Financial Crisis
MLP1Y,2009-01-30,82.0,7.3153696,2008 Financial Crisis
MLP1Y,2009-02-02,83.0,7.2966146,2008 Financial Crisis
MLP1Y,2009-02-03,84.0,0.7192347,2008 Financial Crisis
MLP1Y,2009-02-04,85.0,1.4561691,2008 Financial Crisis
MLP1Y,2009-02-05,86.0,5.34448,2008 Financial Crisis
MLP1Y,2009-02-06,87.0,1.1385763,2008 Financial Crisis
MLP1Y,2009-02-09,88.0,3.6378257,2008 Financial Crisis
MLP1Y,2009-02-10,89.0,5.294709,2008 Financial Crisis
MLP1Y,2009-02-11,90.0,2.109555,2008 Financial Crisis
MLP1Y,2009-02-12,91.0,8.259192,2008 Financial Crisis
MLP1Y,2009-02-13,92.0,3.8937402,2008 Financial Crisis
MLP1Y,2009-02-16,93.0,5.679709,2008 Financial Crisis
MLP1Y,2009-02-17,94.0,7.168119,2008 Financial Crisis
MLP1Y,2009-02-18,95.0,5.7894783,2008 Financial Crisis
MLP1Y,2009-02-19,96.0,5.561054,2008 Financial Crisis
MLP1Y,2009-02-20,97.0,6.9221363,2008 Financial Crisis
MLP1Y,2009-02-23,98.0,6.201545,2008 Financial Crisis
MLP1Y,2009-02-24,99.0,4.2623615,2008 Financial Crisis
MLP1Y,2009-02-25,100.0,5.511632,2008 Financial Crisis
MLP1Y,2009-02-26,101.0,4.0445666,2008 Financial Crisis
MLP1Y,2009-02-27,102.0,6.398327,2008 Financial Crisis
MLP1Y,2009-03-02,103.0,9.877148,2008 Financial Crisis
MLP1Y,2009-03-03,104.0,7.6244535,2008 Financial Crisis
MLP1Y,2009-03-04,105.0,2.8610086,2008 Financial Crisis
MLP1Y,2009-03-05,106.0,12.309912,2008 Financial Crisis
MLP1Y,2009-03-06,107.0,6.1340885,2008 Financial Crisis
MLP1Y,2009-03-09,108.0,6.6725836,2008 Financial Crisis
MLP1Y,2009-03-10,109.0,0.40009117,2008 Financial Crisis
MLP1Y,2009-03-11,110.0,5.6551394,2008 Financial Crisis
MLP1Y,2009-03-12,111.0,4.6234894,2008 Financial Crisis
MLP1Y,2009-03-13,112.0,5.7451534,2008 Financial Crisis
MLP1Y,2009-03-16,113.0,1.0825293,2008 Financial Crisis
MLP1Y,2009-03-17,114.0,6.422986,2008 Financial Crisis
MLP1Y,2009-03-18,115.0,5.5945454,2008 Financial Crisis
MLP1Y,2009-03-19,116.0,3.9773288,2008 Financial Crisis
MLP1Y,2009-03-20,117.0,4.951556,2008 Financial Crisis
MLP1Y,2009-03-23,118.0,2.4555557,2008 Financial Crisis
MLP1Y,2009-03-24,119.0,5.910584,2008 Financial Crisis
MLP1Y,2009-03-25,120.0,3.7628078,2008 Financial Crisis
MLP1Y,2009-03-26,121.0,5.357747,2008 Financial Crisis
MLP1Y,2009-03-27,122.0,6.659564,2008 Financial Crisis
MLP1Y,2009-03-30,123.0,11.6312275,2008 Financial Crisis
MLP1Y,2009-03-31,124.0,3.589334,2008 Financial Crisis
MLP1Y,2009-04-01,125.0,4.483747,2008 Financial Crisis
MLP1Y,2009-04-02,126.0,0.5248203,2008 Financial Crisis
MLP1Y,2009-04-03,127.0,4.815308,2008 Financial Crisis
MLP1Y,2009-04-06,128.0,4.9813504,2008 Financial Crisis
MLP1Y,2009-04-07,129.0,5.7145166,2008 Financial Crisis
MLP1Y,2009-04-08,130.0,4.506515,2008 Financial Crisis
MLP1Y,2009-04-09,131.0,4.5849924,2008 Financial Crisis
MLP1Y,2009-04-14,132.0,3.5115132,2008 Financial Crisis
MLP1Y,2009-04-15,133.0,7.020537,2008 Financial Crisis
MLP1Y,2009-04-16,134.0,5.1545744,2008 Financial Crisis
MLP1Y,2009-04-17,135.0,4.99295,2008 Financial Crisis
MLP1Y,2009-04-20,136.0,10.760465,2008 Financial Crisis
MLP1Y,2009-04-21,137.0,5.319173,2008 Financial Crisis
MLP1Y,2009-04-22,138.0,3.952217,2008 Financial Crisis
MLP1Y,2009-04-23,139.0,7.0159273,2008 Financial Crisis
LSTM1Y,2008-03-19,-140.0,0.46559128,2008 Financial Crisis
LSTM1Y,2008-03-20,-139.0,0.6299491,2008 Financial Crisis
LSTM1Y,2008-03-25,-138.0,-3.805976,2008 Financial Crisis
LSTM1Y,2008-03-26,-137.0,0.46927416,2008 Financial Crisis
LSTM1Y,2008-03-27,-136.0,-1.5090235,2008 Financial Crisis
LSTM1Y,2008-03-28,-135.0,-0.056963593,2008 Financial Crisis
LSTM1Y,2008-03-31,-134.0,0.28953552,2008 Financial Crisis
LSTM1Y,2008-04-01,-133.0,-3.6185656,2008 Financial Crisis
LSTM1Y,2008-04-02,-132.0,-1.2180877,2008 Financial Crisis
LSTM1Y,2008-04-03,-131.0,0.35786718,2008 Financial Crisis
LSTM1Y,2008-04-04,-130.0,-0.6596923,2008 Financial Crisis
LSTM1Y,2008-04-07,-129.0,-0.85795027,2008 Financial Crisis
LSTM1Y,2008-04-08,-128.0,0.28261054,2008 Financial Crisis
LSTM1Y,2008-04-09,-127.0,0.79413676,2008 Financial Crisis
LSTM1Y,2008-04-10,-126.0,0.16669428,2008 Financial Crisis
LSTM1Y,2008-04-11,-125.0,1.3764104,2008 Financial Crisis
LSTM1Y,2008-04-14,-124.0,0.5288372,2008 Financial Crisis
LSTM1Y,2008-04-15,-123.0,-0.84500813,2008 Financial Crisis
LSTM1Y,2008-04-16,-122.0,-1.8431616,2008 Financial Crisis
LSTM1Y,2008-04-17,-121.0,0.42342064,2008 Financial Crisis
LSTM1Y,2008-04-18,-120.0,-2.5159085,2008 Financial Crisis
LSTM1Y,2008-04-21,-119.0,0.8905972,2008 Financial Crisis
LSTM1Y,2008-04-22,-118.0,0.7607482,2008 Financial Crisis
LSTM1Y,2008-04-23,-117.0,-0.86236537,2008 Financial Crisis
LSTM1Y,2008-04-24,-116.0,-0.1052965,2008 Financial Crisis
LSTM1Y,2008-04-25,-115.0,-0.97312534,2008 Financial Crisis
LSTM1Y,2008-04-28,-114.0,-0.6495432,2008 Financial Crisis
LSTM1Y,2008-04-29,-113.0,0.36474976,2008 Financial Crisis
LSTM1Y,2008-04-30,-112.0,-1.062504,2008 Financial Crisis
LSTM1Y,2008-05-01,-111.0,-0.31852588,2008 Financial Crisis
LSTM1Y,2008-05-02,-110.0,-1.7208071,2008 Financial Crisis
LSTM1Y,2008-05-05,-109.0,0.21833211,2008 Financial Crisis
LSTM1Y,2008-05-06,-108.0,0.5879828,2008 Financial Crisis
LSTM1Y,2008-05-07,-107.0,-0.9384247,2008 Financial Crisis
LSTM1Y,2008-05-08,-106.0,0.19404902,2008 Financial Crisis
LSTM1Y,2008-05-09,-105.0,1.1781821,2008 Financial Crisis
LSTM1Y,2008-05-12,-104.0,-0.41816482,2008 Financial Crisis
LSTM1Y,2008-05-13,-103.0,-0.25192124,2008 Financial Crisis
LSTM1Y,2008-05-14,-102.0,-1.2717388,2008 Financial Crisis
LSTM1Y,2008-05-15,-101.0,-0.20484829,2008 Financial Crisis
LSTM1Y,2008-05-16,-100.0,-0.45296293,2008 Financial Crisis
LSTM1Y,2008-05-19,-99.0,-0.6996523,2008 Financial Crisis
LSTM1Y,2008-05-20,-98.0,1.2729316,2008 Financial Crisis
LSTM1Y,2008-05-21,-97.0,0.5083723,2008 Financial Crisis
LSTM1Y,2008-05-22,-96.0,-0.17452899,2008 Financial Crisis
LSTM1Y,2008-05-23,-95.0,1.6094248,2008 Financial Crisis
LSTM1Y,2008-05-26,-94.0,-0.17323701,2008 Financial Crisis
LSTM1Y,2008-05-27,-93.0,0.13143979,2008 Financial Crisis
LSTM1Y,2008-05-28,-92.0,-1.1217434,2008 Financial Crisis
LSTM1Y,2008-05-29,-91.0,-0.4341988,2008 Financial Crisis
LSTM1Y,2008-05-30,-90.0,-0.8578933,2008 Financial Crisis
LSTM1Y,2008-06-02,-89.0,1.2592629,2008 Financial Crisis
LSTM1Y,2008-06-03,-88.0,-0.6817034,2008 Financial Crisis
LSTM1Y,2008-06-04,-87.0,0.7111539,2008 Financial Crisis
LSTM1Y,2008-06-05,-86.0,0.15619269,2008 Financial Crisis
LSTM1Y,2008-06-06,-85.0,2.1415126,2008 Financial Crisis
LSTM1Y,2008-06-09,-84.0,0.07756108,2008 Financial Crisis
LSTM1Y,2008-06-10,-83.0,0.620294,2008 Financial Crisis
LSTM1Y,2008-06-11,-82.0,1.7407824,2008 Financial Crisis
LSTM1Y,2008-06-12,-81.0,-1.1511965,2008 Financial Crisis
LSTM1Y,2008-06-13,-80.0,-0.78700227,2008 Financial Crisis
LSTM1Y,2008-06-16,-79.0,0.69599724,2008 Financial Crisis
LSTM1Y,2008-06-17,-78.0,-0.88100463,2008 Financial Crisis
LSTM1Y,2008-06-18,-77.0,1.0743184,2008 Financial Crisis
LSTM1Y,2008-06-19,-76.0,0.34330976,2008 Financial Crisis
LSTM1Y,2008-06-20,-75.0,1.5811521,2008 Financial Crisis
LSTM1Y,2008-06-23,-74.0,-0.14902392,2008 Financial Crisis
LSTM1Y,2008-06-24,-73.0,0.49920785,2008 Financial Crisis
LSTM1Y,2008-06-25,-72.0,-1.8266467,2008 Financial Crisis
LSTM1Y,2008-06-26,-71.0,2.4631045,2008 Financial Crisis
LSTM1Y,2008-06-27,-70.0,0.72060174,2008 Financial Crisis
LSTM1Y,2008-06-30,-69.0,-0.4231642,2008 Financial Crisis
LSTM1Y,2008-07-01,-68.0,1.5271482,2008 Financial Crisis
LSTM1Y,2008-07-02,-67.0,-0.015849337,2008 Financial Crisis
LSTM1Y,2008-07-03,-66.0,-1.4853234,2008 Financial Crisis
LSTM1Y,2008-07-04,-65.0,1.5285121,2008 Financial Crisis
LSTM1Y,2008-07-07,-64.0,-1.8476205,2008 Financial Crisis
LSTM1Y,2008-07-08,-63.0,1.1300405,2008 Financial Crisis
LSTM1Y,2008-07-09,-62.0,-1.8849751,2008 Financial Crisis
LSTM1Y,2008-07-10,-61.0,1.5070171,2008 Financial Crisis
LSTM1Y,2008-07-11,-60.0,2.3332734,2008 Financial Crisis
LSTM1Y,2008-07-14,-59.0,-0.6748713,2008 Financial Crisis
LSTM1Y,2008-07-15,-58.0,1.966351,2008 Financial Crisis
LSTM1Y,2008-07-16,-57.0,-1.4326346,2008 Financial Crisis
LSTM1Y,2008-07-17,-56.0,-2.8567119,2008 Financial Crisis
LSTM1Y,2008-07-18,-55.0,-2.3202527,2008 Financial Crisis
LSTM1Y,2008-07-21,-54.0,-0.7826283,2008 Financial Crisis
LSTM1Y,2008-07-22,-53.0,-0.15237121,2008 Financial Crisis
LSTM1Y,2008-07-23,-52.0,-2.2521772,2008 Financial Crisis
LSTM1Y,2008-07-24,-51.0,0.68080217,2008 Financial Crisis
LSTM1Y,2008-07-25,-50.0,-0.243038,2008 Financial Crisis
LSTM1Y,2008-07-28,-49.0,0.74441206,2008 Financial Crisis
LSTM1Y,2008-07-29,-48.0,-0.70561445,2008 Financial Crisis
LSTM1Y,2008-07-30,-47.0,-1.604042,2008 Financial Crisis
LSTM1Y,2008-07-31,-46.0,-0.35246015,2008 Financial Crisis
LSTM1Y,2008-08-01,-45.0,1.1514086,2008 Financial Crisis
LSTM1Y,2008-08-04,-44.0,0.47351065,2008 Financial Crisis
LSTM1Y,2008-08-05,-43.0,-3.1749713,2008 Financial Crisis
LSTM1Y,2008-08-06,-42.0,-1.273916,2008 Financial Crisis
LSTM1Y,2008-08-07,-41.0,-0.0576289,2008 Financial Crisis
LSTM1Y,2008-08-08,-40.0,-0.6396838,2008 Financial Crisis
LSTM1Y,2008-08-11,-39.0,-1.3080767,2008 Financial Crisis
LSTM1Y,2008-08-12,-38.0,-0.096497804,2008 Financial Crisis
LSTM1Y,2008-08-13,-37.0,2.048647,2008 Financial Crisis
LSTM1Y,2008-08-14,-36.0,-0.4023312,2008 Financial Crisis
LSTM1Y,2008-08-15,-35.0,-0.6872376,2008 Financial Crisis
