Date,rel_day,error,model,event_name
2012-02-10,131.0,1.78722,MLP1Y,Italy-Spain Contagion
2012-02-13,132.0,-1.0644978,MLP1Y,Italy-Spain Contagion
2012-02-14,133.0,0.22994263,MLP1Y,Italy-Spain Contagion
2012-02-15,134.0,-0.123987496,MLP1Y,Italy-Spain Contagion
2012-02-16,135.0,0.58238626,MLP1Y,Italy-Spain Contagion
2012-02-17,136.0,-1.4478954,MLP1Y,Italy-Spain Contagion
2012-02-20,137.0,-0.9203246,MLP1Y,Italy-Spain Contagion
2012-02-21,138.0,1.1518564,MLP1Y,Italy-Spain Contagion
2012-02-22,139.0,0.8393686,MLP1Y,Italy-Spain Contagion
2011-01-24,-140.0,0.21203333,LSTM1Y,Italy-Spain Contagion
2011-01-25,-139.0,0.91855145,LSTM1Y,Italy-Spain Contagion
2011-01-26,-138.0,0.041874588,LSTM1Y,Italy-Spain Contagion
2011-01-27,-137.0,-0.98182696,LSTM1Y,Italy-Spain Contagion
2011-01-28,-136.0,1.2335321,LSTM1Y,Italy-Spain Contagion
2011-01-31,-135.0,-0.11336669,LSTM1Y,Italy-Spain Contagion
2011-02-01,-134.0,-1.9589186,LSTM1Y,Italy-Spain Contagion
2011-02-02,-133.0,0.09643921,LSTM1Y,Italy-Spain Contagion
2011-02-03,-132.0,0.91855085,LSTM1Y,Italy-Spain Contagion
2011-02-04,-131.0,-0.14444236,LSTM1Y,Italy-Spain Contagion
2011-02-07,-130.0,-0.7951323,LSTM1Y,Italy-Spain Contagion
2011-02-08,-129.0,-0.012023687,LSTM1Y,Italy-Spain Contagion
2011-02-09,-128.0,0.6457846,LSTM1Y,Italy-Spain Contagion
2011-02-10,-127.0,0.4715953,LSTM1Y,Italy-Spain Contagion
2011-02-11,-126.0,0.30819547,LSTM1Y,Italy-Spain Contagion
2011-02-14,-125.0,0.47665453,LSTM1Y,Italy-Spain Contagion
2011-02-15,-124.0,-0.21818426,LSTM1Y,Italy-Spain Contagion
2011-02-16,-123.0,-0.8862473,LSTM1Y,Italy-Spain Contagion
2011-02-17,-122.0,0.03273087,LSTM1Y,Italy-Spain Contagion
2011-02-18,-121.0,0.1328335,LSTM1Y,Italy-Spain Contagion
2011-02-21,-120.0,1.8894156,LSTM1Y,Italy-Spain Contagion
2011-02-22,-119.0,0.82525367,LSTM1Y,Italy-Spain Contagion
2011-02-23,-118.0,1.0438428,LSTM1Y,Italy-Spain Contagion
2011-02-24,-117.0,0.0024219751,LSTM1Y,Italy-Spain Contagion
2011-02-25,-116.0,-1.1767045,LSTM1Y,Italy-Spain Contagion
2011-02-28,-115.0,-1.2566811,LSTM1Y,Italy-Spain Contagion
2011-03-01,-114.0,0.9970212,LSTM1Y,Italy-Spain Contagion
2011-03-02,-113.0,0.8097998,LSTM1Y,Italy-Spain Contagion
2011-03-03,-112.0,-0.41570804,LSTM1Y,Italy-Spain Contagion
2011-03-04,-111.0,0.5507743,LSTM1Y,Italy-Spain Contagion
2011-03-07,-110.0,0.7225683,LSTM1Y,Italy-Spain Contagion
2011-03-08,-109.0,-0.62122196,LSTM1Y,Italy-Spain Contagion
2011-03-09,-108.0,0.1763459,LSTM1Y,Italy-Spain Contagion
2011-03-10,-107.0,0.88083524,LSTM1Y,Italy-Spain Contagion
2011-03-11,-106.0,0.87242424,LSTM1Y,Italy-Spain Contagion
2011-03-14,-105.0,1.0078775,LSTM1Y,Italy-Spain Contagion
2011-03-15,-104.0,2.1309538,LSTM1Y,Italy-Spain Contagion
2011-03-16,-103.0,1.9658127,LSTM1Y,Italy-Spain Contagion
2011-03-17,-102.0,-2.6722267,LSTM1Y,Italy-Spain Contagion
2011-03-18,-101.0,-0.36023182,LSTM1Y,Italy-Spain Contagion
2011-03-21,-100.0,-2.7476268,LSTM1Y,Italy-Spain Contagion
2011-03-22,-99.0,0.34760195,LSTM1Y,Italy-Spain Contagion
2011-03-23,-98.0,-0.5410021,LSTM1Y,Italy-Spain Contagion
2011-03-24,-97.0,-1.5619045,LSTM1Y,Italy-Spain Contagion
2011-03-25,-96.0,-0.15943891,LSTM1Y,Italy-Spain Contagion
2011-03-28,-95.0,0.24499278,LSTM1Y,Italy-Spain Contagion
2011-03-29,-94.0,0.02998653,LSTM1Y,Italy-Spain Contagion
2011-03-30,-93.0,-1.0230765,LSTM1Y,Italy-Spain Contagion
2011-03-31,-92.0,0.7603887,LSTM1Y,Italy-Spain Contagion
2011-04-01,-91.0,-2.1017318,LSTM1Y,Italy-Spain Contagion
2011-04-04,-90.0,0.50730884,LSTM1Y,Italy-Spain Contagion
2011-04-05,-89.0,0.6675652,LSTM1Y,Italy-Spain Contagion
2011-04-06,-88.0,-0.8157759,LSTM1Y,Italy-Spain Contagion
2011-04-07,-87.0,0.7302034,LSTM1Y,Italy-Spain Contagion
2011-04-08,-86.0,-0.7418473,LSTM1Y,Italy-Spain Contagion
2011-04-11,-85.0,0.75532204,LSTM1Y,Italy-Spain Contagion
2011-04-12,-84.0,1.7425182,LSTM1Y,Italy-Spain Contagion
2011-04-13,-83.0,-0.5997429,LSTM1Y,Italy-Spain Contagion
2011-04-14,-82.0,1.2759748,LSTM1Y,Italy-Spain Contagion
2011-04-15,-81.0,-0.502879,LSTM1Y,Italy-Spain Contagion
2011-04-18,-80.0,2.4531062,LSTM1Y,Italy-Spain Contagion
2011-04-19,-79.0,-1.4040841,LSTM1Y,Italy-Spain Contagion
2011-04-20,-78.0,-2.6279345,LSTM1Y,Italy-Spain Contagion
2011-04-21,-77.0,-0.106052816,LSTM1Y,Italy-Spain Contagion
2011-04-26,-76.0,-0.490687,LSTM1Y,Italy-Spain Contagion
2011-04-27,-75.0,-0.6205627,LSTM1Y,Italy-Spain Contagion
2011-04-28,-74.0,-0.61154306,LSTM1Y,Italy-Spain Contagion
2011-04-29,-73.0,0.21634413,LSTM1Y,Italy-Spain Contagion
2011-05-02,-72.0,0.5468422,LSTM1Y,Italy-Spain Contagion
2011-05-03,-71.0,0.75302607,LSTM1Y,Italy-Spain Contagion
2011-05-04,-70.0,1.8407166,LSTM1Y,Italy-Spain Contagion
2011-05-05,-69.0,0.77751374,LSTM1Y,Italy-Spain Contagion
2011-05-06,-68.0,-1.0073497,LSTM1Y,Italy-Spain Contagion
2011-05-09,-67.0,1.4065981,LSTM1Y,Italy-Spain Contagion
2011-05-10,-66.0,-1.4052315,LSTM1Y,Italy-Spain Contagion
2011-05-11,-65.0,0.0651093,LSTM1Y,Italy-Spain Contagion
2011-05-12,-64.0,0.6288485,LSTM1Y,Italy-Spain Contagion
2011-05-13,-63.0,0.7066694,LSTM1Y,Italy-Spain Contagion
2011-05-16,-62.0,0.39215088,LSTM1Y,Italy-Spain Contagion
2011-05-17,-61.0,1.0125799,LSTM1Y,Italy-Spain Contagion
2011-05-18,-60.0,-0.8588088,LSTM1Y,Italy-Spain Contagion
2011-05-19,-59.0,-0.74090225,LSTM1Y,Italy-Spain Contagion
2011-05-20,-58.0,1.2436057,LSTM1Y,Italy-Spain Contagion
2011-05-23,-57.0,1.6347342,LSTM1Y,Italy-Spain Contagion
2011-05-24,-56.0,-0.43673107,LSTM1Y,Italy-Spain Contagion
2011-05-25,-55.0,-0.7109454,LSTM1Y,Italy-Spain Contagion
2011-05-26,-54.0,0.49677733,LSTM1Y,Italy-Spain Contagion
2011-05-27,-53.0,-0.8017167,LSTM1Y,Italy-Spain Contagion
2011-05-30,-52.0,0.15427347,LSTM1Y,Italy-Spain Contagion
2011-05-31,-51.0,-1.9976683,LSTM1Y,Italy-Spain Contagion
2011-06-01,-50.0,1.3087204,LSTM1Y,Italy-Spain Contagion
2011-06-02,-49.0,1.4179082,LSTM1Y,Italy-Spain Contagion
2011-06-03,-48.0,-0.49754977,LSTM1Y,Italy-Spain Contagion
2011-06-06,-47.0,0.65207666,LSTM1Y,Italy-Spain Contagion
2011-06-07,-46.0,-0.6603254,LSTM1Y,Italy-Spain Contagion
2011-06-08,-45.0,0.5664054,LSTM1Y,Italy-Spain Contagion
2011-06-09,-44.0,-1.2700334,LSTM1Y,Italy-Spain Contagion
2011-06-10,-43.0,1.5252812,LSTM1Y,Italy-Spain Contagion
2011-06-13,-42.0,-0.44672057,LSTM1Y,Italy-Spain Contagion
2011-06-14,-41.0,-1.9480536,LSTM1Y,Italy-Spain Contagion
2011-06-15,-40.0,2.0241866,LSTM1Y,Italy-Spain Contagion
2011-06-16,-39.0,0.015689287,LSTM1Y,Italy-Spain Contagion
2011-06-17,-38.0,-1.3473083,LSTM1Y,Italy-Spain Contagion
2011-06-20,-37.0,0.87790585,LSTM1Y,Italy-Spain Contagion
2011-06-21,-36.0,-1.860158,LSTM1Y,Italy-Spain Contagion
2011-06-22,-35.0,0.19048548,LSTM1Y,Italy-Spain Contagion
2011-06-23,-34.0,2.3124194,LSTM1Y,Italy-Spain Contagion
2011-06-24,-33.0,0.6150598,LSTM1Y,Italy-Spain Contagion
2011-06-27,-32.0,-0.19591,LSTM1Y,Italy-Spain Contagion
2011-06-28,-31.0,-1.1225679,LSTM1Y,Italy-Spain Contagion
2011-06-29,-30.0,-2.0865023,LSTM1Y,Italy-Spain Contagion
2011-06-30,-29.0,-1.6684215,LSTM1Y,Italy-Spain Contagion
2011-07-01,-28.0,-0.75318485,LSTM1Y,Italy-Spain Contagion
2011-07-04,-27.0,0.13007778,LSTM1Y,Italy-Spain Contagion
2011-07-05,-26.0,0.67779875,LSTM1Y,Italy-Spain Contagion
2011-07-06,-25.0,0.49080142,LSTM1Y,Italy-Spain Contagion
2011-07-07,-24.0,-0.3938635,LSTM1Y,Italy-Spain Contagion
2011-07-08,-23.0,2.1313803,LSTM1Y,Italy-Spain Contagion
2011-07-11,-22.0,2.6422768,LSTM1Y,Italy-Spain Contagion
2011-07-12,-21.0,0.22621408,LSTM1Y,Italy-Spain Contagion
2011-07-13,-20.0,-1.1570365,LSTM1Y,Italy-Spain Contagion
2011-07-14,-19.0,0.5435407,LSTM1Y,Italy-Spain Contagion
2011-07-15,-18.0,0.6420992,LSTM1Y,Italy-Spain Contagion
2011-07-18,-17.0,1.5811808,LSTM1Y,Italy-Spain Contagion
2011-07-19,-16.0,-1.537262,LSTM1Y,Italy-Spain Contagion
2011-07-20,-15.0,-1.8034701,LSTM1Y,Italy-Spain Contagion
2011-07-21,-14.0,-2.0479937,LSTM1Y,Italy-Spain Contagion
2011-07-22,-13.0,-0.14960289,LSTM1Y,Italy-Spain Contagion
2011-07-25,-12.0,1.2458282,LSTM1Y,Italy-Spain Contagion
2011-07-26,-11.0,0.10175561,LSTM1Y,Italy-Spain Contagion
2011-07-27,-10.0,1.5383849,LSTM1Y,Italy-Spain Contagion
2011-07-28,-9.0,-0.21871418,LSTM1Y,Italy-Spain Contagion
2011-07-29,-8.0,0.7311955,LSTM1Y,Italy-Spain Contagion
2011-08-01,-7.0,2.4333477,LSTM1Y,Italy-Spain Contagion
2011-08-02,-6.0,1.4836717,LSTM1Y,Italy-Spain Contagion
2011-08-03,-5.0,1.7459421,LSTM1Y,Italy-Spain Contagion
2011-08-04,-4.0,2.7465491,LSTM1Y,Italy-Spain Contagion
2011-08-05,-3.0,1.0100166,LSTM1Y,Italy-Spain Contagion
2011-08-08,-2.0,2.2187352,LSTM1Y,Italy-Spain Contagion
2011-08-09,-1.0,-1.4512458,LSTM1Y,Italy-Spain Contagion
2011-08-10,0.0,5.835835,LSTM1Y,Italy-Spain Contagion
2011-08-11,1.0,-3.7592025,LSTM1Y,Italy-Spain Contagion
2011-08-12,2.0,-4.285406,LSTM1Y,Italy-Spain Contagion
2011-08-15,3.0,-0.28263333,LSTM1Y,Italy-Spain Contagion
2011-08-16,4.0,0.4883926,LSTM1Y,Italy-Spain Contagion
2011-08-17,5.0,0.17097089,LSTM1Y,Italy-Spain Contagion
2011-08-18,6.0,5.5749264,LSTM1Y,Italy-Spain Contagion
2011-08-19,7.0,2.1314816,LSTM1Y,Italy-Spain Contagion
2011-08-22,8.0,-1.2588133,LSTM1Y,Italy-Spain Contagion
2011-08-23,9.0,-0.9286739,LSTM1Y,Italy-Spain Contagion
2011-08-24,10.0,-1.6635379,LSTM1Y,Italy-Spain Contagion
2011-08-25,11.0,1.0409771,LSTM1Y,Italy-Spain Contagion
2011-08-26,12.0,1.5897925,LSTM1Y,Italy-Spain Contagion
2011-08-29,13.0,-2.378531,LSTM1Y,Italy-Spain Contagion
2011-08-30,14.0,0.3186227,LSTM1Y,Italy-Spain Contagion
2011-08-31,15.0,-2.401891,LSTM1Y,Italy-Spain Contagion
2011-09-01,16.0,0.11915544,LSTM1Y,Italy-Spain Contagion
2011-09-02,17.0,4.1210256,LSTM1Y,Italy-Spain Contagion
2011-09-05,18.0,5.0819435,LSTM1Y,Italy-Spain Contagion
2011-09-06,19.0,0.85621226,LSTM1Y,Italy-Spain Contagion
2011-09-07,20.0,-4.0133657,LSTM1Y,Italy-Spain Contagion
2011-09-08,21.0,-0.2382701,LSTM1Y,Italy-Spain Contagion
2011-09-09,22.0,4.233379,LSTM1Y,Italy-Spain Contagion
2011-09-12,23.0,3.8674946,LSTM1Y,Italy-Spain Contagion
2011-09-13,24.0,-2.3444388,LSTM1Y,Italy-Spain Contagion
2011-09-14,25.0,-2.8741875,LSTM1Y,Italy-Spain Contagion
2011-09-15,26.0,-3.613319,LSTM1Y,Italy-Spain Contagion
2011-09-16,27.0,-0.060884684,LSTM1Y,Italy-Spain Contagion
2011-09-19,28.0,3.4739103,LSTM1Y,Italy-Spain Contagion
2011-09-20,29.0,-1.8959912,LSTM1Y,Italy-Spain Contagion
2011-09-21,30.0,2.507669,LSTM1Y,Italy-Spain Contagion
2011-09-22,31.0,4.7507668,LSTM1Y,Italy-Spain Contagion
2011-09-23,32.0,-1.6008765,LSTM1Y,Italy-Spain Contagion
2011-09-26,33.0,-2.6692348,LSTM1Y,Italy-Spain Contagion
2011-09-27,34.0,-5.3047833,LSTM1Y,Italy-Spain Contagion
2011-09-28,35.0,1.3267558,LSTM1Y,Italy-Spain Contagion
2011-09-29,36.0,-1.4208822,LSTM1Y,Italy-Spain Contagion
2011-09-30,37.0,1.9017782,LSTM1Y,Italy-Spain Contagion
2011-10-03,38.0,2.1363778,LSTM1Y,Italy-Spain Contagion
2011-10-04,39.0,2.6345553,LSTM1Y,Italy-Spain Contagion
2011-10-05,40.0,-4.400366,LSTM1Y,Italy-Spain Contagion
2011-10-06,41.0,-2.754943,LSTM1Y,Italy-Spain Contagion
2011-10-07,42.0,-0.51212394,LSTM1Y,Italy-Spain Contagion
2011-10-10,43.0,-1.005448,LSTM1Y,Italy-Spain Contagion
2011-10-11,44.0,0.46536818,LSTM1Y,Italy-Spain Contagion
2011-10-12,45.0,-2.4917772,LSTM1Y,Italy-Spain Contagion
2011-10-13,46.0,1.7145445,LSTM1Y,Italy-Spain Contagion
2011-10-14,47.0,-1.3111554,LSTM1Y,Italy-Spain Contagion
2011-10-17,48.0,1.5921608,LSTM1Y,Italy-Spain Contagion
2011-10-18,49.0,0.1737276,LSTM1Y,Italy-Spain Contagion
2011-10-19,50.0,-1.8635135,LSTM1Y,Italy-Spain Contagion
2011-10-20,51.0,2.480084,LSTM1Y,Italy-Spain Contagion
2011-10-21,52.0,-3.8272634,LSTM1Y,Italy-Spain Contagion
2011-10-24,53.0,-1.3243204,LSTM1Y,Italy-Spain Contagion
2011-10-25,54.0,0.9528222,LSTM1Y,Italy-Spain Contagion
2011-10-26,55.0,0.29100212,LSTM1Y,Italy-Spain Contagion
2011-10-27,56.0,-6.203906,LSTM1Y,Italy-Spain Contagion
2011-10-28,57.0,0.7728796,LSTM1Y,Italy-Spain Contagion
2011-10-31,58.0,3.1084535,LSTM1Y,Italy-Spain Contagion
2011-11-01,59.0,5.057561,LSTM1Y,Italy-Spain Contagion
2011-11-02,60.0,-2.2003806,LSTM1Y,Italy-Spain Contagion
2011-11-03,61.0,-2.484161,LSTM1Y,Italy-Spain Contagion
2011-11-04,62.0,2.2245512,LSTM1Y,Italy-Spain Contagion
2011-11-07,63.0,0.65590173,LSTM1Y,Italy-Spain Contagion
2011-11-08,64.0,-1.6361208,LSTM1Y,Italy-Spain Contagion
2011-11-09,65.0,2.3459346,LSTM1Y,Italy-Spain Contagion
2011-11-10,66.0,-0.9186199,LSTM1Y,Italy-Spain Contagion
2011-11-11,67.0,-4.052645,LSTM1Y,Italy-Spain Contagion
2011-11-14,68.0,0.7709987,LSTM1Y,Italy-Spain Contagion
2011-11-15,69.0,1.0634062,LSTM1Y,Italy-Spain Contagion
2011-11-16,70.0,-1.0618359,LSTM1Y,Italy-Spain Contagion
2011-11-17,71.0,0.4126292,LSTM1Y,Italy-Spain Contagion
2011-11-18,72.0,-0.89760166,LSTM1Y,Italy-Spain Contagion
2011-11-21,73.0,2.5166154,LSTM1Y,Italy-Spain Contagion
2011-11-22,74.0,-0.5653335,LSTM1Y,Italy-Spain Contagion
2011-11-23,75.0,0.80056465,LSTM1Y,Italy-Spain Contagion
2011-11-24,76.0,-1.6419696,LSTM1Y,Italy-Spain Contagion
2011-11-25,77.0,-2.464945,LSTM1Y,Italy-Spain Contagion
2011-11-28,78.0,-5.645626,LSTM1Y,Italy-Spain Contagion
2011-11-29,79.0,1.041487,LSTM1Y,Italy-Spain Contagion
2011-11-30,80.0,-3.6612966,LSTM1Y,Italy-Spain Contagion
2011-12-01,81.0,0.4760746,LSTM1Y,Italy-Spain Contagion
2011-12-02,82.0,-0.8594624,LSTM1Y,Italy-Spain Contagion
2011-12-05,83.0,-1.3013794,LSTM1Y,Italy-Spain Contagion
2011-12-06,84.0,0.6215206,LSTM1Y,Italy-Spain Contagion
2011-12-07,85.0,0.48568445,LSTM1Y,Italy-Spain Contagion
2011-12-08,86.0,2.0187788,LSTM1Y,Italy-Spain Contagion
2011-12-09,87.0,-2.474989,LSTM1Y,Italy-Spain Contagion
2011-12-12,88.0,2.7081504,LSTM1Y,Italy-Spain Contagion
2011-12-13,89.0,0.24927822,LSTM1Y,Italy-Spain Contagion
2011-12-14,90.0,1.5109725,LSTM1Y,Italy-Spain Contagion
2011-12-15,91.0,-1.4013786,LSTM1Y,Italy-Spain Contagion
2011-12-16,92.0,-0.50364333,LSTM1Y,Italy-Spain Contagion
2011-12-19,93.0,-1.2980684,LSTM1Y,Italy-Spain Contagion
2011-12-20,94.0,-3.1130824,LSTM1Y,Italy-Spain Contagion
2011-12-21,95.0,0.032618582,LSTM1Y,Italy-Spain Contagion
2011-12-22,96.0,-1.8148214,LSTM1Y,Italy-Spain Contagion
2011-12-23,97.0,0.005805731,LSTM1Y,Italy-Spain Contagion
2011-12-27,98.0,-0.13602363,LSTM1Y,Italy-Spain Contagion
2011-12-28,99.0,1.411883,LSTM1Y,Italy-Spain Contagion
2011-12-29,100.0,-1.914716,LSTM1Y,Italy-Spain Contagion
2011-12-30,101.0,-0.90182805,LSTM1Y,Italy-Spain Contagion
2012-01-02,102.0,-1.6131048,LSTM1Y,Italy-Spain Contagion
2012-01-03,103.0,0.14635652,LSTM1Y,Italy-Spain Contagion
2012-01-04,104.0,2.5868452,LSTM1Y,Italy-Spain Contagion
2012-01-05,105.0,1.6449696,LSTM1Y,Italy-Spain Contagion
2012-01-06,106.0,0.53910655,LSTM1Y,Italy-Spain Contagion
2012-01-09,107.0,0.8105997,LSTM1Y,Italy-Spain Contagion
2012-01-10,108.0,-2.5745087,LSTM1Y,Italy-Spain Contagion
2012-01-11,109.0,0.8200371,LSTM1Y,Italy-Spain Contagion
2012-01-12,110.0,0.1373502,LSTM1Y,Italy-Spain Contagion
2012-01-13,111.0,0.5148977,LSTM1Y,Italy-Spain Contagion
2012-01-16,112.0,-1.1306797,LSTM1Y,Italy-Spain Contagion
2012-01-17,113.0,-1.1625271,LSTM1Y,Italy-Spain Contagion
2012-01-18,114.0,1.0566355,LSTM1Y,Italy-Spain Contagion
2012-01-19,115.0,-1.2826645,LSTM1Y,Italy-Spain Contagion
2012-01-20,116.0,0.820405,LSTM1Y,Italy-Spain Contagion
2012-01-23,117.0,-0.18420473,LSTM1Y,Italy-Spain Contagion
2012-01-24,118.0,0.69632083,LSTM1Y,Italy-Spain Contagion
2012-01-25,119.0,0.9336293,LSTM1Y,Italy-Spain Contagion
2012-01-26,120.0,-1.1932793,LSTM1Y,Italy-Spain Contagion
2012-01-27,121.0,1.0573076,LSTM1Y,Italy-Spain Contagion
2012-01-30,122.0,1.2330391,LSTM1Y,Italy-Spain Contagion
2012-01-31,123.0,-0.87577134,LSTM1Y,Italy-Spain Contagion
2012-02-01,124.0,-2.5176096,LSTM1Y,Italy-Spain Contagion
2012-02-02,125.0,-0.24100304,LSTM1Y,Italy-Spain Contagion
2012-02-03,126.0,-1.4301145,LSTM1Y,Italy-Spain Contagion
2012-02-06,127.0,0.99344486,LSTM1Y,Italy-Spain Contagion
2012-02-07,128.0,-0.1805964,LSTM1Y,Italy-Spain Contagion
2012-02-08,129.0,0.38978708,LSTM1Y,Italy-Spain Contagion
2012-02-09,130.0,-0.38484916,LSTM1Y,Italy-Spain Contagion
2012-02-10,131.0,1.6232566,LSTM1Y,Italy-Spain Contagion
2012-02-13,132.0,-0.3981955,LSTM1Y,Italy-Spain Contagion
2012-02-14,133.0,0.15180016,LSTM1Y,Italy-Spain Contagion
2012-02-15,134.0,-0.29664052,LSTM1Y,Italy-Spain Contagion
2012-02-16,135.0,0.13668841,LSTM1Y,Italy-Spain Contagion
2012-02-17,136.0,-0.85952127,LSTM1Y,Italy-Spain Contagion
2012-02-20,137.0,-0.7388036,LSTM1Y,Italy-Spain Contagion
2012-02-21,138.0,0.65611076,LSTM1Y,Italy-Spain Contagion
2012-02-22,139.0,1.0069544,LSTM1Y,Italy-Spain Contagion
2019-08-07,-140.0,-0.85801727,MLP1Y,COVID-19
2019-08-08,-139.0,-0.35688508,MLP1Y,COVID-19
2019-08-09,-138.0,1.4267755,MLP1Y,COVID-19
2019-08-12,-137.0,-0.8278419,MLP1Y,COVID-19
2019-08-13,-136.0,-0.52665037,MLP1Y,COVID-19
2019-08-14,-135.0,1.9903374,MLP1Y,COVID-19
2019-08-15,-134.0,-0.046750084,MLP1Y,COVID-19
2019-08-16,-133.0,-0.5365781,MLP1Y,COVID-19
2019-08-19,-132.0,-1.51456,MLP1Y,COVID-19
2019-08-20,-131.0,0.054442406,MLP1Y,COVID-19
2019-08-21,-130.0,-1.6240082,MLP1Y,COVID-19
2019-08-22,-129.0,0.022533596,MLP1Y,COVID-19
2019-08-23,-128.0,1.700336,MLP1Y,COVID-19
2019-08-26,-127.0,-0.7808875,MLP1Y,COVID-19
2019-08-27,-126.0,-1.14049,MLP1Y,COVID-19
2019-08-28,-125.0,-0.034638464,MLP1Y,COVID-19
2019-08-29,-124.0,-0.74855185,MLP1Y,COVID-19
2019-08-30,-123.0,-1.0862706,MLP1Y,COVID-19
2019-09-02,-122.0,-0.715537,MLP1Y,COVID-19
2019-09-03,-121.0,1.1660409,MLP1Y,COVID-19
2019-09-04,-120.0,-0.7041677,MLP1Y,COVID-19
2019-09-05,-119.0,-1.2264835,MLP1Y,COVID-19
2019-09-06,-118.0,-0.2909953,MLP1Y,COVID-19
2019-09-09,-117.0,0.29604602,MLP1Y,COVID-19
2019-09-10,-116.0,-1.1613976,MLP1Y,COVID-19
2019-09-11,-115.0,-0.60079414,MLP1Y,COVID-19
2019-09-12,-114.0,-0.2923121,MLP1Y,COVID-19
2019-09-13,-113.0,0.10546753,MLP1Y,COVID-19
2019-09-16,-112.0,1.1219283,MLP1Y,COVID-19
2019-09-17,-111.0,0.88332766,MLP1Y,COVID-19
2019-09-18,-110.0,1.7545272,MLP1Y,COVID-19
2019-09-19,-109.0,-0.6154912,MLP1Y,COVID-19
2019-09-20,-108.0,-2.8173628,MLP1Y,COVID-19
2019-09-23,-107.0,1.1279585,MLP1Y,COVID-19
2019-09-24,-106.0,4.121616,MLP1Y,COVID-19
2019-09-25,-105.0,2.126577,MLP1Y,COVID-19
2019-09-26,-104.0,-0.8207196,MLP1Y,COVID-19
2019-09-27,-103.0,-0.12700722,MLP1Y,COVID-19
2019-09-30,-102.0,-1.1097615,MLP1Y,COVID-19
2019-10-01,-101.0,1.4633628,MLP1Y,COVID-19
2019-10-02,-100.0,3.1237175,MLP1Y,COVID-19
2019-10-03,-99.0,-1.3291496,MLP1Y,COVID-19
2019-10-04,-98.0,-0.6124612,MLP1Y,COVID-19
2019-10-07,-97.0,-0.50889456,MLP1Y,COVID-19
2019-10-08,-96.0,0.9259544,MLP1Y,COVID-19
2019-10-09,-95.0,-0.6451805,MLP1Y,COVID-19
2019-10-10,-94.0,-1.0633378,MLP1Y,COVID-19
2019-10-11,-93.0,-1.7001134,MLP1Y,COVID-19
2019-10-14,-92.0,0.65960085,MLP1Y,COVID-19
2019-10-15,-91.0,-1.4015747,MLP1Y,COVID-19
2019-10-16,-90.0,0.6835734,MLP1Y,COVID-19
2019-10-17,-89.0,0.48184538,MLP1Y,COVID-19
2019-10-18,-88.0,1.2585448,MLP1Y,COVID-19
2019-10-21,-87.0,-0.40753207,MLP1Y,COVID-19
2019-10-22,-86.0,0.80483794,MLP1Y,COVID-19
2019-10-23,-85.0,-0.03599306,MLP1Y,COVID-19
2019-10-24,-84.0,-0.2787217,MLP1Y,COVID-19
2019-10-25,-83.0,-0.57436764,MLP1Y,COVID-19
2019-10-28,-82.0,0.7202708,MLP1Y,COVID-19
2019-10-29,-81.0,-0.05640702,MLP1Y,COVID-19
2019-10-30,-80.0,0.3291582,MLP1Y,COVID-19
2019-10-31,-79.0,0.31489062,MLP1Y,COVID-19
2019-11-01,-78.0,-0.6121063,MLP1Y,COVID-19
2019-11-04,-77.0,-1.1133144,MLP1Y,COVID-19
2019-11-05,-76.0,-0.46963066,MLP1Y,COVID-19
2019-11-06,-75.0,0.051391125,MLP1Y,COVID-19
2019-11-07,-74.0,-0.24031815,MLP1Y,COVID-19
2019-11-08,-73.0,0.59156,MLP1Y,COVID-19
2019-11-11,-72.0,-0.081280425,MLP1Y,COVID-19
2019-11-12,-71.0,0.0788168,MLP1Y,COVID-19
2019-11-13,-70.0,0.80689853,MLP1Y,COVID-19
2019-11-14,-69.0,0.55238205,MLP1Y,COVID-19
2019-11-15,-68.0,-0.79235786,MLP1Y,COVID-19
2019-11-18,-67.0,0.5388503,MLP1Y,COVID-19
2019-11-19,-66.0,0.3087012,MLP1Y,COVID-19
2019-11-20,-65.0,0.84573555,MLP1Y,COVID-19
2019-11-21,-64.0,0.47688848,MLP1Y,COVID-19
2019-11-22,-63.0,-0.52441704,MLP1Y,COVID-19
2019-11-25,-62.0,-0.24980158,MLP1Y,COVID-19
2019-11-26,-61.0,0.15746966,MLP1Y,COVID-19
2019-11-27,-60.0,-0.16720489,MLP1Y,COVID-19
2019-11-28,-59.0,0.2148383,MLP1Y,COVID-19
2019-11-29,-58.0,0.27788183,MLP1Y,COVID-19
2019-12-02,-57.0,2.20561,MLP1Y,COVID-19
2019-12-03,-56.0,0.34598255,MLP1Y,COVID-19
2019-12-04,-55.0,-1.6150309,MLP1Y,COVID-19
2019-12-05,-54.0,0.7622347,MLP1Y,COVID-19
2019-12-06,-53.0,-1.1941258,MLP1Y,COVID-19
2019-12-09,-52.0,0.88858795,MLP1Y,COVID-19
2019-12-10,-51.0,0.13057116,MLP1Y,COVID-19
2019-12-11,-50.0,-0.2628376,MLP1Y,COVID-19
2019-12-12,-49.0,-0.35845512,MLP1Y,COVID-19
2019-12-13,-48.0,-0.82531905,MLP1Y,COVID-19
2019-12-16,-47.0,-0.9534848,MLP1Y,COVID-19
2019-12-17,-46.0,0.85854065,MLP1Y,COVID-19
2019-12-18,-45.0,0.566018,MLP1Y,COVID-19
2019-12-19,-44.0,0.116882585,MLP1Y,COVID-19
